Date,ASHIMASYN
2013-01-01,4.7
2013-01-02,4.9
2013-01-03,4.9
2013-01-04,5.0
2013-01-07,5.25
2013-01-08,5.25
2013-01-09,5.2
2013-01-10,4.95
2013-01-11,4.65
2013-01-14,4.55
2013-01-15,4.7
2013-01-16,4.45
2013-01-17,4.85
2013-01-18,4.85
2013-01-21,4.85
2013-01-22,4.6
2013-01-23,4.55
2013-01-24,4.3
2013-01-25,4.0
2013-01-28,4.0
2013-01-29,4.1
2013-01-30,4.0
2013-01-31,4.3
2013-02-01,4.3
2013-02-04,4.45
2013-02-05,4.15
2013-02-06,4.0
2013-02-07,3.95
2013-02-08,3.95
2013-02-11,4.2
2013-02-12,4.15
2013-02-13,4.2
2013-02-14,4.0
2013-02-15,3.7
2013-02-18,3.7
2013-02-19,4.05
2013-02-20,4.0
2013-02-21,3.85
2013-02-22,4.0
2013-02-25,3.7
2013-02-26,3.75
2013-02-27,4.1
2013-02-28,3.75
2013-03-01,3.6
2013-03-04,3.55
2013-03-05,3.65
2013-03-06,3.6
2013-03-07,3.6
2013-03-08,3.65
2013-03-11,3.95
2013-03-12,3.65
2013-03-13,3.3
2013-03-14,3.45
2013-03-15,3.35
2013-03-18,3.25
2013-03-19,3.6
2013-03-20,3.5
2013-03-21,3.75
2013-03-22,3.2
2013-03-25,3.1
2013-03-26,3.0
2013-03-28,3.0
2013-04-01,3.3
2013-04-02,3.15
2013-04-03,3.3
2013-04-04,3.2
2013-04-05,3.6
2013-04-10,3.05
2013-04-16,2.55
2013-04-18,2.8
2013-04-25,2.85
2013-04-26,2.6
2013-05-03,2.75
2013-05-06,2.75
2013-05-09,2.5
2013-05-10,2.55
2013-05-13,2.45
2013-05-14,2.55
2013-05-17,3.05
2013-05-20,2.65
2013-05-22,2.75
2013-05-23,3.15
2013-05-24,2.75
2013-05-28,3.25
2013-05-29,3.05
2013-05-30,2.8
2013-06-04,2.55
2013-06-10,3.0
2013-06-11,3.05
2013-06-12,3.0
2013-06-13,3.0
2013-06-14,3.6
2013-06-18,3.45
2013-06-19,3.75
2013-06-20,3.65
2013-09-05,2.7
2013-09-06,2.65
2013-09-10,2.75
2013-09-12,2.65
2013-09-13,2.6
2013-09-17,2.7
2013-09-18,2.6
2013-09-20,2.55
