Date,MAANALU
2013-01-01,24.5
2013-01-02,25.7
2013-01-03,25.4
2013-01-04,24.5
2013-01-07,24.6
2013-01-08,24.5
2013-01-09,24.45
2013-01-11,24.0
2013-01-15,23.6
2013-01-17,23.9
2013-01-21,23.8
2013-01-22,22.7
2013-01-23,22.1
2013-01-24,22.05
2013-01-25,21.95
2013-01-28,21.2
2013-01-29,21.5
2013-01-30,21.25
2013-01-31,21.05
2013-02-01,21.95
2013-02-04,21.45
2013-02-05,20.85
2013-02-07,20.15
2013-02-08,20.05
2013-02-11,20.05
2013-02-12,20.0
2013-02-14,19.15
2013-02-15,19.95
2013-02-18,20.5
2013-02-19,19.6
2013-02-20,19.0
2013-02-21,19.2
2013-02-22,20.15
2013-02-25,19.2
2013-02-26,19.15
2013-03-06,18.4
2013-03-07,19.0
2013-03-08,18.3
2013-03-11,18.05
2013-03-12,17.8
2013-03-13,17.1
2013-03-14,17.5
2013-03-15,17.2
2013-03-18,17.55
2013-03-19,17.05
2013-03-20,16.7
2013-03-21,16.55
2013-03-25,16.55
2013-04-05,16.55
2013-04-11,16.25
2013-04-22,15.8
2013-05-15,16.0
2013-08-12,15.2
2013-08-14,14.45
2013-08-27,13.75
2013-08-29,13.1
2013-08-30,13.15
2013-09-10,13.15
2013-09-23,13.15
2013-09-24,13.15
2013-09-25,13.15
2013-10-04,12.5
2013-10-21,11.9
2013-10-22,12.0
2013-10-23,12.6
2013-10-24,13.2
2013-10-25,13.85
2013-10-28,14.5
2013-10-29,15.2
2013-10-30,15.95
2013-10-31,16.7
2013-11-01,17.35
2013-11-03,18.2
2013-11-05,19.1
2013-11-06,20.0
2013-11-07,20.25
2013-11-08,21.25
2013-11-11,22.0
2013-11-12,22.85
2013-11-13,23.9
2013-11-14,24.0
2013-11-18,25.2
2013-11-19,26.45
2013-11-20,27.75
2013-11-21,29.1
2013-11-22,30.55
2013-11-25,32.0
2013-11-26,33.55
2013-11-27,35.2
2013-11-28,36.8
2014-03-03,18.5
2014-03-04,17.85
2014-03-05,18.7
2014-03-06,19.6
2014-03-07,20.55
2014-03-10,21.55
2014-03-11,22.0
2014-03-12,22.0
2014-03-13,22.6
2014-03-14,22.6
2014-03-18,23.0
2014-03-19,24.15
2014-03-20,24.25
2014-03-21,25.45
2014-03-22,24.2
2014-03-24,25.3
2014-03-25,24.6
2014-03-26,24.1
2014-03-27,23.55
2014-03-28,24.0
2014-03-31,24.5
2014-04-01,25.65
2014-04-03,26.45
2014-04-04,25.4
2014-04-09,24.75
2014-04-10,24.5
2014-04-17,24.0
2014-04-21,23.1
2014-04-22,24.1
2014-04-23,23.65
2014-04-25,22.6
2014-04-29,23.0
2014-04-30,23.95
2014-05-02,23.0
2014-05-05,22.4
2014-05-06,22.4
2014-05-07,21.8
2014-05-08,21.3
2014-05-09,21.3
2014-05-12,23.1
2014-05-13,23.1
2014-05-14,24.0
2014-05-15,22.95
2014-05-16,22.4
2014-05-19,24.6
2014-05-20,23.3
2014-05-21,25.6
2014-05-22,24.85
2014-05-23,26.15
2014-05-26,24.25
2014-05-27,24.75
2014-05-28,25.0
2014-05-29,25.0
2014-06-02,25.25
2014-06-03,24.9
2014-06-04,23.4
2014-06-05,25.7
2014-06-06,25.25
2014-06-09,27.75
2014-06-10,27.55
2014-06-11,27.5
2014-06-12,26.5
2014-06-13,27.0
2014-06-16,25.25
2014-06-17,25.2
2014-06-18,25.0
2014-06-19,24.05
2014-06-20,24.25
2014-06-23,23.2
2014-06-24,23.65
2014-06-25,24.4
2014-06-26,25.0
2014-06-27,25.0
2014-06-30,24.35
2014-07-01,24.0
2014-07-02,23.55
2014-07-03,24.8
2014-07-04,24.25
2014-07-07,25.85
2014-07-08,30.0
2014-07-09,34.85
2014-07-10,32.55
2014-07-11,29.5
2014-07-14,26.55
2014-07-15,26.45
2014-07-16,27.25
2014-07-17,28.0
2014-07-18,27.55
2014-07-21,27.35
2014-07-22,26.7
2014-07-23,25.85
2014-07-24,25.75
2014-07-25,24.55
2014-07-28,24.35
2014-07-30,24.35
2014-07-31,23.9
2014-08-01,23.5
2014-08-04,23.9
2014-08-05,24.0
2014-08-06,24.5
2014-08-07,25.1
2014-08-08,24.3
2014-08-11,25.4
2014-08-12,23.4
2014-08-13,25.0
2014-08-14,24.15
2014-08-18,24.55
2014-08-19,25.0
2014-08-20,23.5
2014-08-21,23.75
2014-08-22,24.95
2014-08-25,22.9
2014-08-26,23.5
2014-08-27,24.0
2014-08-28,22.05
2014-09-01,24.25
2014-09-02,24.15
2014-09-03,24.85
2014-09-04,27.2
2014-09-05,32.6
2014-09-08,39.1
2014-09-09,41.55
2014-09-10,41.05
2014-09-11,40.7
2014-09-12,39.25
2014-09-15,37.5
2014-09-16,39.7
2014-09-17,40.3
2014-09-18,44.0
2014-09-19,40.9
2014-09-22,44.35
2014-09-23,40.9
2014-09-24,40.05
2014-09-25,37.35
2014-09-26,33.85
2014-09-29,36.4
2014-09-30,36.4
2014-10-01,35.0
2014-10-07,32.15
2014-10-08,31.55
2014-10-10,31.0
2014-10-13,30.55
2014-10-14,30.1
2014-10-16,31.25
2014-10-17,31.35
2014-10-20,33.2
2014-10-21,37.05
2014-10-22,34.05
2014-10-23,34.9
2014-10-27,34.4
2014-10-28,32.25
2014-10-29,32.05
2014-10-30,33.25
2014-10-31,34.9
2014-11-03,35.5
2014-11-05,35.5
2014-11-07,36.85
2014-11-10,33.85
2014-11-11,35.5
2014-11-12,34.0
2014-11-13,35.85
2014-11-14,36.95
2014-11-17,34.0
2014-11-18,36.5
2014-11-19,34.5
2014-11-20,34.4
2014-11-21,36.8
2014-11-24,37.5
2014-11-25,36.8
2014-11-26,36.0
2014-11-27,33.7
2014-11-28,34.05
2014-12-01,34.75
2014-12-02,33.95
2014-12-03,34.55
2014-12-04,34.95
2014-12-05,34.2
2014-12-08,32.9
2014-12-09,32.35
2014-12-10,33.75
2014-12-11,32.15
2014-12-12,32.4
2014-12-15,32.6
2014-12-16,31.5
2014-12-17,32.0
2014-12-18,32.15
2014-12-19,33.35
2014-12-22,34.4
2014-12-23,31.7
2014-12-26,33.0
2014-12-29,31.7
2014-12-30,32.05
2014-12-31,37.3
2015-01-01,36.9
2015-01-02,36.9
2015-01-05,34.05
2015-01-06,32.15
2015-01-07,31.9
2015-01-08,31.55
2015-01-09,31.4
2015-01-12,37.45
2015-01-13,36.0
2015-01-14,36.25
2015-01-15,42.85
2015-01-16,42.6
2015-01-19,39.55
2015-01-20,39.75
2015-01-21,39.1
2015-01-22,39.0
2015-01-23,39.85
2015-01-27,38.4
2015-01-28,39.7
2015-01-29,46.85
2015-01-30,44.9
2015-02-02,43.75
2015-02-03,43.25
2015-02-04,41.9
2015-02-05,42.7
2015-02-06,39.05
2015-02-09,42.95
2015-02-10,44.75
2015-02-11,42.75
2015-02-12,42.15
2015-02-13,44.85
2015-02-16,42.9
2015-02-18,41.2
2015-02-19,41.75
2015-02-20,41.0
2015-02-23,38.95
2015-02-24,38.95
2015-02-25,37.8
2015-02-26,35.1
2015-02-27,35.1
2015-02-28,36.0
2015-03-02,34.65
2015-03-03,33.45
2015-03-04,33.45
2015-03-05,35.45
2015-03-09,34.2
2015-03-10,34.9
2015-03-11,35.3
2015-03-12,34.5
2015-03-13,34.0
2015-03-16,34.0
2015-03-17,34.0
2015-03-18,34.05
2015-03-19,31.25
2015-03-20,30.55
2015-03-23,30.5
2015-03-24,31.4
2015-03-25,30.4
2015-03-26,30.9
2015-03-27,30.55
2015-03-30,30.95
2015-03-31,30.0
2015-04-01,33.45
2015-04-06,31.75
2015-04-07,32.0
2015-04-08,30.35
2015-04-09,31.75
2015-04-10,31.0
2015-04-13,33.25
2015-04-15,31.6
2015-04-16,30.75
2015-04-17,30.75
2015-04-20,30.55
2015-04-21,30.1
2015-04-22,31.7
2015-04-23,30.25
2015-04-24,29.0
2015-04-27,25.2
2015-04-28,26.65
2015-04-29,31.95
2015-04-30,38.3
2015-05-04,45.95
2015-05-05,44.1
2015-05-06,40.05
2015-05-07,37.0
2015-05-08,39.5
2015-05-11,38.4
2015-05-12,36.65
2015-05-13,36.4
2015-05-14,36.6
2015-05-15,36.9
2015-05-18,36.0
2015-05-19,35.4
2015-05-20,34.1
2015-05-21,37.5
2015-05-22,37.45
2015-05-25,37.0
2015-05-26,35.35
2015-05-27,36.65
2015-05-28,37.05
2015-05-29,36.55
2015-06-01,35.7
2015-06-02,35.1
2015-06-03,33.2
2015-06-04,33.5
2015-06-05,35.0
2015-06-08,36.95
2015-06-09,34.05
2015-06-10,34.5
2015-06-11,33.0
2015-06-12,35.95
2015-06-15,33.05
2015-06-16,36.5
2015-06-17,33.1
2015-06-18,33.15
2015-06-19,33.0
2015-06-22,33.1
2015-06-23,34.6
2015-06-24,34.0
2015-06-25,33.05
2015-06-26,38.3
2015-06-29,36.95
2015-06-30,39.0
2015-07-01,36.65
2015-07-02,39.45
2015-07-03,38.15
2015-07-06,35.2
2015-07-07,36.7
2015-07-08,35.25
2015-07-09,35.4
2015-07-10,35.45
2015-07-14,36.4
2015-07-15,34.55
2015-07-16,34.35
2015-07-17,33.2
2015-07-20,34.5
2015-07-21,34.0
2015-07-22,35.0
2015-07-23,34.25
2015-07-27,35.9
2015-07-28,34.6
2015-07-29,32.4
2015-07-30,33.45
2015-07-31,33.0
2015-08-03,33.7
2015-08-04,33.25
2015-08-05,31.75
2015-08-06,31.8
2015-08-07,32.0
2015-08-10,33.2
2015-08-11,31.6
2015-08-12,31.05
2015-08-13,30.5
2015-08-14,30.85
2015-08-17,30.1
2015-08-18,31.0
2015-08-19,30.6
2015-08-20,30.55
2015-08-21,32.1
2015-08-24,29.95
2015-08-25,30.4
2015-08-26,29.0
2015-08-27,30.0
2015-08-28,29.0
2015-08-31,29.0
2015-09-01,26.4
2015-09-02,27.4
2015-09-04,29.6
2015-09-07,28.9
2015-09-08,29.05
2015-09-09,29.4
2015-09-10,28.8
2015-09-11,30.0
2015-09-14,31.95
2015-09-15,29.55
2015-09-16,31.95
2015-09-18,30.5
2015-09-22,30.4
2015-09-23,29.05
2015-09-28,29.05
2015-09-30,31.0
2015-10-01,30.0
2015-10-05,28.6
2015-10-06,29.3
2015-10-07,29.8
2015-10-08,32.8
2015-10-09,29.4
2015-10-12,29.45
2015-10-13,30.0
2015-10-14,29.7
2015-10-15,28.6
2015-10-16,28.55
2015-10-19,30.85
2015-10-20,31.0
2015-10-21,30.5
2015-10-23,29.55
2015-10-26,29.65
2015-10-27,29.25
2015-10-29,29.75
2015-10-30,31.0
2015-11-02,29.5
2015-11-03,29.7
2015-11-04,30.0
2015-11-05,29.15
2015-11-09,30.0
2015-11-10,29.15
2015-11-11,27.3
2015-11-16,32.75
2015-11-17,35.3
2015-11-18,34.0
2015-11-19,34.3
2015-11-20,31.8
2015-11-23,30.8
2015-11-24,30.5
2015-11-26,30.5
2015-11-27,30.1
2015-11-30,32.0
2015-12-01,31.6
2015-12-02,33.2
2015-12-03,31.2
2015-12-04,33.95
2015-12-07,33.8
2015-12-08,33.9
2015-12-09,31.5
2015-12-10,33.9
2015-12-11,31.55
2015-12-14,32.0
2015-12-15,29.95
2015-12-16,30.95
2015-12-17,30.0
2015-12-18,30.85
2015-12-21,31.25
2015-12-22,29.6
2015-12-23,30.05
2015-12-24,30.25
2015-12-28,31.2
2015-12-29,28.65
2015-12-30,29.55
2015-12-31,32.8
2016-01-01,38.15
2016-01-04,36.55
2016-01-05,37.45
2016-01-06,35.75
2016-01-07,33.8
2016-01-08,34.05
2016-01-11,32.75
2016-01-12,32.05
2016-01-13,31.95
2016-01-14,31.25
2016-01-15,30.65
2016-01-18,27.85
2016-01-19,27.95
2016-01-20,28.6
2016-01-21,28.85
2016-01-22,29.15
2016-01-25,29.15
2016-01-27,31.65
2016-01-28,28.6
2016-01-29,29.5
2016-02-01,29.15
2016-02-02,29.75
2016-02-03,28.55
2016-02-04,28.55
2016-02-05,28.5
2016-02-08,29.0
2016-02-09,27.9
2016-02-10,28.8
2016-02-11,29.0
2016-02-12,29.9
2016-02-15,29.0
2016-02-16,28.0
2016-02-17,28.95
2016-02-18,27.45
2016-02-19,28.0
2016-02-22,28.85
2016-02-24,26.75
2016-02-25,30.45
2016-02-26,29.0
2016-03-01,29.6
2016-03-02,28.75
2016-03-03,29.0
2016-03-04,29.5
2016-03-08,28.95
2016-03-09,28.75
2016-03-10,29.0
2016-03-11,29.0
2016-03-14,28.5
2016-03-15,29.05
2016-03-16,28.05
2016-03-17,29.3
2016-03-18,29.45
2016-03-21,28.5
2016-03-22,29.0
2016-03-23,30.0
2016-03-28,29.0
2016-03-29,28.65
2016-03-30,28.15
2016-03-31,29.0
2016-04-04,29.0
2016-04-05,29.0
2016-04-06,29.0
2016-04-08,29.05
2016-04-11,32.25
2016-04-12,33.95
2016-04-13,32.0
2016-04-18,33.3
2016-04-20,33.85
2016-04-21,32.95
2016-04-22,32.5
2016-04-25,32.2
2016-04-26,32.0
2016-04-27,32.6
2016-04-28,32.45
2016-04-29,32.25
2016-05-02,32.0
2016-05-03,31.8
2016-05-04,32.55
2016-05-05,31.5
2016-05-06,31.4
2016-05-09,31.6
2016-05-10,31.0
2016-05-11,29.75
2016-05-12,30.2
2016-05-13,30.95
2016-05-16,30.6
2016-05-17,34.9
2016-05-18,34.35
2016-05-19,31.85
2016-05-20,32.0
2016-05-23,31.65
2016-05-24,31.75
2016-05-25,32.1
2016-05-26,31.9
2016-05-27,31.55
2016-05-30,30.3
2016-05-31,31.0
2016-06-01,31.75
2016-06-02,30.8
2016-06-03,31.0
2016-06-06,30.9
2016-06-07,32.05
2016-06-08,32.8
2016-06-09,32.45
2016-06-10,31.6
2016-06-13,33.6
2016-06-14,32.55
2016-06-15,33.7
2016-06-16,33.7
2016-06-17,31.5
2016-06-20,31.9
2016-06-21,31.05
2016-06-22,32.8
2016-06-23,31.45
2016-06-24,30.0
2016-06-27,30.0
2016-06-28,29.5
2016-06-29,30.35
2016-06-30,30.8
2016-07-01,31.15
2016-07-04,32.45
2016-07-05,31.2
2016-07-07,32.5
2016-07-08,31.3
2016-07-11,32.45
2016-07-12,31.45
2016-07-13,32.0
2016-07-14,33.0
2016-07-15,31.95
2016-07-18,32.05
2016-07-19,31.65
2016-07-20,33.0
2016-07-21,31.1
2016-07-22,31.8
2016-07-25,31.85
2016-07-26,32.85
2016-07-27,32.05
2016-07-28,31.0
2016-07-29,30.25
2016-08-01,30.65
2016-08-02,31.5
2016-08-03,30.4
2016-08-04,30.95
2016-08-05,31.2
2016-08-08,31.85
2016-08-09,31.05
2016-08-10,31.5
2016-08-11,29.85
2016-08-12,30.8
2016-08-16,36.55
2016-08-17,43.85
2016-08-18,43.95
2016-08-19,41.05
2016-08-22,41.2
2016-08-23,39.6
2016-08-24,38.85
2016-08-25,37.65
2016-08-26,37.75
2016-08-29,38.0
2016-08-30,41.8
2016-08-31,43.55
2016-09-01,42.7
2016-09-02,43.8
2016-09-06,52.55
2016-09-07,63.05
2016-09-08,64.4
2016-09-09,58.1
2016-09-12,63.5
2016-09-14,62.05
2016-09-15,61.15
2016-09-16,64.5
2016-09-19,66.8
2016-09-20,64.7
2016-09-21,64.6
2016-09-22,64.0
2016-09-23,63.25
2016-09-26,63.4
2016-09-27,62.7
2016-09-28,62.5
2016-09-29,57.35
2016-09-30,62.0
2016-10-03,63.7
2016-10-04,66.1
2016-10-05,72.7
2016-10-06,73.6
2016-10-07,69.95
2016-10-10,71.85
2016-10-13,69.95
2016-10-14,68.95
2016-10-17,68.6
2016-10-18,68.5
2016-10-19,71.15
2016-10-20,70.15
2016-10-21,70.05
2016-10-24,72.15
2016-10-25,70.8
2016-10-26,71.4
2016-10-27,70.1
2016-10-28,70.05
2016-10-30,72.6
2016-11-01,75.0
2016-11-02,74.45
2016-11-03,76.4
2016-11-04,78.85
2016-11-07,86.7
2016-11-08,92.1
2016-11-09,88.95
2016-11-10,86.8
2016-11-11,83.35
2016-11-15,82.2
2016-11-16,80.9
2016-11-17,77.3
2016-11-18,77.15
2016-11-21,68.65
2016-11-22,67.4
2016-11-23,66.6
2016-11-24,66.7
2016-11-25,73.0
2016-11-28,73.25
2016-11-29,80.55
2016-11-30,78.75
2016-12-01,81.95
2016-12-02,80.05
2016-12-05,81.0
2016-12-06,80.75
2016-12-07,79.6
2016-12-08,79.9
2016-12-09,79.0
2016-12-12,78.65
2016-12-13,78.95
2016-12-14,78.05
2016-12-15,77.55
2016-12-16,79.75
2016-12-19,77.5
2016-12-20,77.85
2016-12-21,79.3
2016-12-22,78.95
2016-12-23,81.1
2016-12-26,76.25
2016-12-27,76.2
2016-12-28,75.85
2016-12-29,75.05
2016-12-30,77.5
2017-01-02,75.7
2017-01-03,78.75
2017-01-04,80.0
2017-01-05,84.55
2017-01-06,83.15
