Date,VLSFINANCE
2013-01-01,14.5
2013-01-02,17.2
2013-01-03,16.15
2013-01-04,16.95
2013-01-07,16.45
2013-01-08,16.15
2013-01-09,15.8
2013-01-10,15.2
2013-01-11,15.5
2013-01-14,15.7
2013-01-15,15.55
2013-01-16,15.4
2013-01-17,15.55
2013-01-18,15.05
2013-01-21,14.95
2013-01-22,14.7
2013-01-23,14.5
2013-01-24,13.85
2013-01-25,14.2
2013-01-28,14.2
2013-01-29,13.9
2013-01-30,13.75
2013-01-31,13.9
2013-02-01,13.95
2013-02-04,14.0
2013-02-05,13.4
2013-02-06,13.6
2013-02-07,13.5
2013-02-08,13.15
2013-02-11,13.55
2013-02-12,13.05
2013-02-13,13.1
2013-02-14,13.05
2013-02-15,12.55
2013-02-18,12.9
2013-02-19,12.8
2013-02-20,12.7
2013-02-21,12.85
2013-02-22,12.7
2013-02-25,12.7
2013-02-26,12.1
2013-02-27,12.05
2013-02-28,11.5
2013-03-01,11.9
2013-03-04,11.05
2013-03-05,11.25
2013-03-06,11.8
2013-03-07,11.95
2013-03-08,12.2
2013-03-11,11.95
2013-03-12,11.75
2013-03-13,11.75
2013-03-14,11.65
2013-03-15,11.4
2013-03-18,11.35
2013-03-19,10.95
2013-03-20,10.65
2013-03-21,9.95
2013-03-22,10.0
2013-03-25,9.65
2013-03-26,9.85
2013-03-28,9.65
2013-04-01,9.8
2013-04-02,11.05
2013-04-03,10.75
2013-04-04,10.85
2013-04-05,10.9
2013-04-08,10.2
2013-04-09,10.25
2013-04-10,11.2
2013-04-11,11.05
2013-04-12,11.05
2013-04-15,11.0
2013-04-16,10.95
2013-04-17,11.1
2013-04-18,11.15
2013-04-22,11.15
2013-04-23,11.2
2013-04-25,11.7
2013-04-26,11.35
2013-04-29,11.05
2013-04-30,10.65
2013-05-02,11.0
2013-05-03,10.45
2013-05-06,10.4
2013-05-07,10.5
2013-05-08,10.55
2013-05-09,10.55
2013-05-10,10.2
2013-05-11,10.2
2013-05-13,10.25
2013-05-14,10.05
2013-05-15,10.75
2013-05-16,10.5
2013-05-17,10.4
2013-05-20,10.4
2013-05-21,10.05
2013-05-22,9.55
2013-05-23,9.8
2013-05-24,10.0
2013-05-27,10.0
2013-05-28,10.0
2013-05-29,10.0
2013-05-30,9.9
2013-05-31,9.55
2013-06-03,9.7
2013-06-04,9.5
2013-06-05,9.9
2013-06-06,9.75
2013-06-07,9.65
2013-06-10,9.55
2013-06-11,9.2
2013-06-12,8.6
2013-06-13,8.6
2013-06-14,9.05
2013-06-17,9.15
2013-06-18,9.0
2013-06-19,8.9
2013-06-20,8.7
2013-06-21,8.2
2013-06-24,8.25
2013-06-25,8.35
2013-06-26,8.15
2013-06-27,8.8
2013-06-28,9.8
2013-07-01,9.5
2013-07-02,9.85
2013-07-03,9.6
2013-07-04,9.55
2013-07-05,9.85
2013-07-08,9.9
2013-07-09,9.8
2013-07-10,9.35
2013-07-11,10.25
2013-07-12,10.15
2013-07-15,10.05
2013-07-16,9.9
2013-07-17,9.45
2013-07-18,9.45
2013-07-19,9.25
2013-07-22,9.05
2013-07-23,8.8
2013-07-24,8.35
2013-07-25,8.9
2013-07-26,9.05
2013-07-29,9.45
2013-07-30,9.95
2013-07-31,10.0
2013-08-01,8.9
2013-08-02,8.85
2013-08-05,9.25
2013-08-06,9.65
2013-08-07,9.65
2013-08-08,9.35
2013-08-12,9.35
2013-08-13,9.9
2013-08-14,9.9
2013-08-16,9.5
2013-08-19,9.8
2013-08-20,9.8
2013-08-21,9.85
2013-08-22,9.9
2013-08-23,9.9
2013-08-26,10.0
2013-08-27,9.95
2013-08-28,9.85
2013-08-29,9.8
2013-08-30,10.0
2013-09-02,9.85
2013-09-03,9.85
2013-09-04,9.85
2013-09-05,10.2
2013-09-06,9.95
2013-09-10,9.95
2013-09-11,10.0
2013-09-12,11.9
2013-09-13,11.45
2013-09-16,10.65
2013-09-17,10.55
2013-09-18,10.3
2013-09-19,10.25
2013-09-20,10.75
2013-09-23,10.65
2013-09-24,12.3
2013-09-25,11.5
2013-09-26,11.1
2013-09-27,10.75
2013-09-30,10.3
2013-10-01,10.25
2013-10-03,10.2
2013-10-04,10.3
2013-10-07,10.3
2013-10-08,10.45
2013-10-09,10.5
2013-10-10,10.5
2013-10-11,10.55
2013-10-14,11.6
2013-10-15,10.9
2013-10-17,10.7
2013-10-18,11.2
2013-10-21,10.7
2013-10-22,11.15
2013-10-23,11.95
2013-10-24,11.2
2013-10-25,11.2
2013-10-28,11.35
2013-10-29,11.1
2013-10-30,10.95
2013-10-31,11.0
2013-11-01,11.25
2013-11-03,11.3
2013-11-05,12.25
2013-11-06,12.0
2013-11-07,12.0
2013-11-08,11.6
2013-11-11,11.45
2013-11-12,11.45
2013-11-13,11.2
2013-11-14,11.2
2013-11-18,11.1
2013-11-19,10.85
2013-11-20,10.85
2013-11-21,10.55
2013-11-22,10.55
2013-11-25,11.0
2013-11-26,10.9
2013-11-27,10.8
2013-11-28,10.9
2013-11-29,11.35
2013-12-02,11.35
2013-12-03,11.3
2013-12-04,10.9
2013-12-05,11.25
2013-12-06,12.55
2013-12-09,13.8
2013-12-10,13.35
2013-12-11,13.5
2013-12-12,13.6
2013-12-13,13.8
2013-12-16,13.8
2013-12-17,13.8
2013-12-18,13.85
2013-12-19,14.0
2014-03-03,13.3
2014-03-04,13.0
2014-03-05,12.9
2014-03-06,12.8
2014-03-07,12.7
2014-03-10,12.65
2014-03-11,12.6
2014-03-12,12.55
2014-03-13,12.4
2014-03-14,12.3
2014-03-18,12.45
2014-03-19,12.7
2014-03-20,12.7
2014-03-21,12.85
2014-03-22,13.4
2014-03-24,12.75
2014-03-25,12.5
2014-03-26,12.55
2014-03-27,12.75
2014-03-28,13.7
2014-03-31,13.25
2014-04-01,13.4
2014-04-02,14.6
2014-04-03,14.5
2014-04-04,15.55
2014-04-07,17.0
2014-04-09,16.15
2014-04-10,16.0
2014-04-11,15.7
2014-04-15,15.05
2014-04-16,14.6
2014-04-17,14.5
2014-04-21,15.2
2014-04-22,15.1
2014-04-23,14.75
2014-04-25,14.05
2014-04-28,14.55
2014-04-29,14.25
2014-04-30,13.85
2014-05-02,14.25
2014-05-05,13.9
2014-05-06,13.7
2014-05-07,13.6
2014-05-08,13.6
2014-05-09,13.45
2014-05-12,13.35
2014-05-13,13.6
2014-05-14,13.85
2014-05-15,13.75
2014-05-16,13.7
2014-05-19,14.35
2014-05-20,15.0
2014-05-21,15.75
2014-05-22,16.5
2014-05-23,17.15
2014-05-26,16.35
2014-05-27,15.8
2014-05-28,16.5
2014-05-29,16.75
2014-05-30,16.05
2014-06-02,16.2
2014-06-03,16.55
2014-06-04,17.2
2014-06-05,18.05
2014-06-06,18.95
2014-06-09,18.15
2014-06-10,17.65
2014-06-11,18.3
2014-06-12,18.1
2014-06-13,17.25
2014-06-16,18.1
2014-06-17,19.0
2014-06-18,19.3
2014-06-19,20.25
2014-06-20,19.35
2014-06-23,19.3
2014-06-24,20.25
2014-06-25,21.15
2014-06-26,22.15
2014-06-27,23.25
2014-08-06,20.95
2014-08-07,20.6
2014-08-08,19.65
2014-08-11,19.85
2014-08-12,19.6
2014-08-13,18.95
2014-08-14,19.35
2014-08-18,20.3
2014-08-19,19.8
2014-08-20,19.75
2014-08-21,20.7
2014-08-22,21.7
2014-08-25,22.1
2014-08-26,21.3
2014-08-27,21.95
2014-08-28,21.65
2014-09-01,21.05
2014-09-02,20.8
2014-09-03,20.9
2014-09-04,20.55
2014-09-05,20.6
2014-09-08,22.65
2014-09-09,24.9
2014-09-10,25.6
2014-09-11,25.25
2014-09-12,24.7
2014-09-15,27.1
2014-09-16,24.55
2014-09-17,25.6
2014-09-18,27.45
2014-09-19,26.0
2014-09-22,28.6
2014-09-23,27.3
2014-09-24,27.7
2014-09-25,25.9
2014-09-26,25.85
2014-09-29,27.55
2014-09-30,27.7
2014-10-01,27.3
2014-10-07,26.1
2014-10-08,26.45
2014-10-09,26.65
2014-10-10,28.7
2014-10-13,28.9
2014-10-14,30.45
2014-10-16,27.7
2014-10-17,27.85
2014-10-20,27.75
2014-10-21,26.85
2014-10-22,27.35
2014-10-23,27.85
2014-10-27,27.3
2014-10-28,27.45
2014-10-29,28.1
2014-10-30,28.45
2014-10-31,28.9
2014-11-03,28.35
2014-11-05,29.65
2014-11-07,28.3
2014-11-10,28.6
2014-11-11,28.6
2014-11-12,30.8
2014-11-13,30.2
2014-11-14,30.45
2014-11-17,29.25
2014-11-18,28.75
2014-11-19,28.85
2014-11-20,27.8
2014-11-21,27.5
2014-11-24,26.7
2014-11-25,25.95
2014-11-26,26.15
2014-11-27,26.25
2014-11-28,28.1
2014-12-01,26.75
2014-12-02,26.15
2014-12-03,27.15
2014-12-04,26.8
2014-12-05,26.3
2014-12-08,26.5
2014-12-09,25.45
2014-12-10,25.8
2014-12-11,25.75
2014-12-12,25.05
2014-12-15,24.5
2014-12-16,23.05
2014-12-17,22.3
2014-12-18,24.8
2014-12-19,24.65
2014-12-22,23.85
2014-12-23,22.4
2014-12-24,21.9
2014-12-26,22.5
2014-12-29,23.7
2014-12-30,24.15
2014-12-31,24.0
2015-01-01,24.3
2015-01-02,24.95
2015-01-05,29.85
2015-01-06,27.55
2015-01-07,29.85
2015-01-08,31.0
2015-01-09,37.2
2015-01-12,37.6
2015-01-13,41.1
2015-01-14,38.6
2015-01-15,42.0
2015-01-16,46.2
2015-01-19,50.8
2015-01-20,48.3
2015-01-21,45.9
2015-01-22,43.65
2015-01-23,42.75
2015-01-27,41.15
2015-01-28,39.1
2015-01-29,41.05
2015-01-30,41.05
2015-02-02,39.65
2015-02-03,41.6
2015-02-04,40.05
2015-02-05,38.45
2015-02-06,36.6
2015-02-09,35.1
2015-02-10,36.85
2015-02-11,38.65
2015-02-12,40.55
2015-02-13,42.55
2015-02-16,40.45
2015-02-18,40.45
2015-02-19,39.6
2015-02-20,38.3
2015-02-23,38.05
2015-02-24,36.9
2015-02-25,36.6
2015-02-26,34.85
2015-02-27,36.55
2015-02-28,36.75
2015-03-02,36.9
2015-03-03,35.1
2015-03-04,33.75
2015-03-05,32.6
2015-03-09,30.0
2015-03-10,32.85
2015-03-11,34.55
2015-03-12,34.55
2015-03-13,32.85
2015-03-16,30.6
2015-03-17,33.3
2015-03-18,35.15
2015-03-19,35.15
2015-03-20,35.2
2015-03-23,34.7
2015-03-24,34.7
2015-03-25,35.35
2015-03-26,34.75
2015-03-27,34.6
2015-03-30,36.0
2015-03-31,34.65
2015-04-01,38.1
2015-04-06,41.1
2015-04-07,38.85
2015-04-08,41.1
2015-04-09,40.1
2015-04-10,41.5
2015-04-13,41.85
2015-04-15,42.15
2015-04-16,39.65
2015-04-17,39.5
2015-04-20,38.5
2015-04-21,38.4
2015-04-22,37.65
2015-04-23,37.85
2015-04-24,36.3
2015-04-27,34.15
2015-04-28,34.85
2015-04-29,33.9
2015-04-30,34.95
2015-05-04,37.6
2015-05-05,37.45
2015-05-06,35.3
2015-05-07,34.4
2015-05-08,35.15
2015-05-11,42.15
2015-05-12,40.35
2015-05-13,41.3
2015-05-14,39.5
2015-05-15,39.0
2015-05-18,39.0
2015-05-19,41.15
2015-05-20,40.25
2015-05-21,40.45
2015-05-22,39.35
2015-05-25,40.75
2015-05-26,39.95
2015-05-27,39.45
2015-05-28,38.95
2015-05-29,38.75
2015-06-01,38.45
2015-06-02,37.25
2015-06-03,34.35
2015-06-04,33.85
2015-06-05,34.85
2015-06-08,34.4
2015-06-09,34.4
2015-06-10,34.8
2015-06-11,33.85
2015-06-12,33.6
2015-06-15,33.95
2015-06-16,34.0
2015-06-17,35.2
2015-06-18,35.0
2015-06-19,34.9
2015-06-22,35.6
2015-06-23,36.6
2015-06-24,35.45
2015-06-25,40.15
2015-06-26,47.9
2015-06-29,51.4
2015-06-30,48.85
2015-07-01,50.4
2015-07-02,47.65
2015-07-03,47.1
2015-07-06,48.2
2015-07-07,49.9
2015-07-08,48.05
2015-07-09,47.4
2015-07-10,47.2
2015-07-13,47.75
2015-07-14,47.5
2015-07-15,47.15
2015-07-16,46.25
2015-07-17,46.25
2015-07-20,46.6
2015-07-21,45.1
2015-07-22,45.15
2015-07-23,46.75
2015-07-24,51.4
2015-07-27,56.5
2015-07-28,58.25
2015-07-29,61.15
2015-07-30,58.1
2015-07-31,55.4
2015-08-03,57.05
2015-08-04,55.95
2015-08-05,54.1
2015-08-06,54.1
2015-08-07,53.35
2015-08-10,55.45
2015-08-11,52.95
2015-08-12,51.35
2015-08-13,51.5
2015-08-14,51.7
2015-08-17,49.4
2015-08-18,50.1
2015-08-19,52.55
2015-08-20,50.0
2015-08-21,48.65
2015-08-24,46.25
2015-08-25,43.95
2015-08-26,41.8
2015-08-27,41.5
2015-08-28,40.35
2015-08-31,39.25
2015-09-01,37.3
2015-09-02,37.25
2015-09-03,39.05
2015-09-04,37.1
2015-09-07,36.0
2015-09-08,36.15
2015-09-09,36.85
