Date,IMPAL
2013-01-01,432.75
2013-01-02,435.3
2013-01-03,431.8
2013-01-04,432.5
2013-01-07,431.7
2013-01-08,425.15
2013-01-09,427.0
2013-01-10,429.35
2013-01-11,425.85
2013-01-14,430.7
2013-01-15,434.75
2013-01-16,434.3
2013-01-17,440.65
2013-01-18,435.6
2013-01-21,435.15
2013-01-22,435.7
2013-01-23,427.6
2013-01-24,435.2
2013-01-25,435.35
2013-01-28,439.15
2013-01-29,441.6
2013-01-30,431.9
2013-01-31,423.15
2013-02-01,423.4
2013-02-04,424.0
2013-02-05,428.2
2013-02-06,430.0
2013-02-07,430.25
2013-02-08,430.05
2013-02-11,439.8
2013-02-12,440.0
2013-02-13,439.0
2013-02-14,430.0
2013-02-15,437.75
2013-02-18,430.05
2013-02-19,424.95
2013-02-20,420.0
2013-02-21,430.0
2013-02-22,430.0
2013-02-25,430.0
2013-02-26,434.95
2013-02-27,428.45
2013-02-28,425.0
2013-03-01,420.65
2013-03-04,415.15
2013-03-05,425.75
2013-03-06,425.0
2013-03-07,434.2
2013-03-08,429.5
2013-03-11,435.45
2013-03-12,435.5
2013-03-13,436.75
2013-03-14,448.95
2013-03-15,446.15
2013-03-18,436.2
2013-03-19,434.15
2013-03-20,433.8
2013-03-21,435.0
2013-03-22,434.95
2013-03-25,429.7
2013-03-26,427.6
2013-03-28,421.15
2013-04-01,420.0
2013-04-02,420.1
2013-04-03,422.8
2013-04-04,427.4
2013-04-05,424.6
2013-04-08,425.0
2013-04-09,424.95
2013-04-10,425.0
2013-04-11,422.05
2013-04-12,424.9
2013-04-15,424.3
2013-04-16,427.0
2013-04-17,425.0
2013-04-18,425.0
2013-04-22,431.0
2013-04-23,425.0
2013-04-25,425.0
2013-04-26,425.5
2013-04-29,429.95
2013-04-30,425.0
2013-05-02,425.0
2013-05-03,425.2
2013-05-06,425.0
2013-05-07,425.0
2013-05-08,425.0
2013-05-09,425.55
2013-05-10,425.0
2013-05-13,425.0
2013-05-14,426.0
2013-05-15,437.45
2013-05-16,429.9
2013-05-17,426.5
2013-05-20,438.45
2013-05-21,425.1
2013-05-22,430.2
2013-05-23,428.55
2013-05-24,424.6
2013-05-27,430.0
2013-05-28,425.0
2013-05-29,428.95
2013-05-30,425.25
2013-05-31,421.55
2013-06-03,425.0
2013-06-04,425.0
2013-06-05,420.55
2013-06-06,425.1
2013-06-07,425.5
2013-06-10,425.0
2013-06-11,425.0
2013-06-12,426.65
2013-06-13,425.3
2013-06-14,425.65
2013-06-17,425.0
2013-06-18,421.6
2013-06-19,424.55
2013-06-20,425.0
2013-06-21,424.9
2013-06-24,420.25
2013-06-25,420.25
2013-06-26,420.0
2013-06-27,420.0
2013-06-28,422.0
2013-07-01,418.0
2013-07-02,416.6
2013-07-03,420.65
2013-07-04,415.05
2013-07-05,423.0
2013-07-08,420.0
2013-07-09,420.15
2013-07-10,422.5
2013-07-11,420.5
2013-07-12,420.05
2013-07-15,420.0
2013-07-16,421.25
2013-07-17,415.45
2013-07-18,420.05
2013-07-19,420.75
2013-07-22,420.0
2013-07-23,414.0
2013-07-24,415.2
2013-07-25,414.05
2013-07-26,417.8
2013-07-29,413.5
2013-07-30,421.4
2013-07-31,415.0
2013-08-01,415.0
2013-08-02,415.15
2013-08-05,407.95
2013-08-06,415.0
2013-08-07,410.6
2013-08-08,419.9
2013-08-12,413.35
2013-08-13,409.3
2013-08-14,415.15
2013-08-16,411.0
2013-08-19,410.0
2013-08-20,418.4
2013-08-21,410.0
2013-08-22,409.55
2013-08-23,407.0
2013-08-26,404.35
2013-08-27,398.15
2013-08-28,401.85
2013-08-29,400.05
2013-08-30,394.0
2013-09-02,397.65
2013-09-03,385.45
2013-09-04,384.95
2013-09-05,387.0
2013-09-06,390.0
2013-09-10,387.0
2013-09-11,385.3
2013-09-12,383.1
2013-09-13,385.0
