Date,HEROMOTOCO
2013-01-01,1897.35
2013-01-02,1905.35
2013-01-03,1887.95
2013-01-04,1887.95
2013-01-07,1897.3
2013-01-08,1881.1
2013-01-09,1847.7
2013-01-10,1848.75
2013-01-11,1839.45
2013-01-14,1843.2
2013-01-15,1844.6
2013-01-16,1834.6
2013-01-17,1818.7
2013-01-18,1764.1
2013-01-21,1771.95
2013-01-22,1762.55
2013-01-23,1782.7
2013-01-24,1770.3
2013-01-25,1764.9
2013-01-28,1798.35
2013-01-29,1809.95
2013-01-30,1796.1
2013-01-31,1822.1
2013-02-01,1810.05
2013-02-04,1817.8
2013-02-05,1791.65
2013-02-06,1780.2
2013-02-07,1755.9
2013-02-08,1719.25
2013-02-11,1704.8
2013-02-12,1702.15
2013-02-13,1694.25
2013-02-14,1670.45
2013-02-15,1680.1
2013-02-18,1693.35
2013-02-19,1672.6
2013-02-20,1695.15
2013-02-21,1688.4
2013-02-22,1677.35
2013-02-25,1706.8
2013-02-26,1690.25
2013-02-27,1672.9
2013-02-28,1667.45
2013-03-01,1646.95
2013-03-04,1638.8
2013-03-05,1645.75
2013-03-06,1647.05
2013-03-07,1713.65
2013-03-08,1743.15
2013-03-11,1697.45
2013-03-12,1677.9
2013-03-13,1673.75
2013-03-14,1669.1
2013-03-15,1684.45
2013-03-18,1690.5
2013-03-19,1645.6
2013-03-20,1651.15
2013-03-21,1623.3
2013-03-22,1659.6
2013-03-25,1617.7
2013-03-26,1571.85
2013-03-28,1542.0
2013-04-01,1533.25
2013-04-02,1532.3
2013-04-03,1497.65
2013-04-04,1454.05
2013-04-05,1481.4
2013-04-08,1480.1
2013-04-09,1465.1
2013-04-10,1464.45
2013-04-11,1455.1
2013-04-12,1455.35
2013-04-15,1438.6
2013-04-16,1488.35
2013-04-17,1491.3
2013-04-18,1505.0
2013-04-22,1532.3
2013-04-23,1573.6
2013-04-25,1617.75
2013-04-26,1596.85
2013-04-29,1648.8
2013-04-30,1644.45
2013-05-02,1613.85
2013-05-03,1611.4
2013-05-06,1649.4
2013-05-07,1706.35
2013-05-08,1676.35
2013-05-09,1676.1
2013-05-10,1704.95
2013-05-11,1709.1
2013-05-13,1678.85
2013-05-14,1674.5
2013-05-15,1703.85
2013-05-16,1693.95
2013-05-17,1684.4
2013-05-20,1701.7
2013-05-21,1683.8
2013-05-22,1650.35
2013-05-23,1651.65
2013-05-24,1633.35
2013-05-27,1654.35
2013-05-28,1750.0
2013-05-29,1788.7
2013-05-30,1751.45
2013-05-31,1736.35
2013-06-03,1670.5
2013-06-04,1670.6
2013-06-05,1665.5
2013-06-06,1646.35
2013-06-07,1646.9
2013-06-10,1642.55
2013-06-11,1653.0
2013-06-12,1610.35
2013-06-13,1614.0
2013-06-14,1605.8
2013-06-17,1627.25
2013-06-18,1637.6
2013-06-19,1620.65
2013-06-20,1602.45
2013-06-21,1625.95
2013-06-24,1578.9
2013-06-25,1579.3
2013-06-26,1637.55
2013-06-27,1648.45
2013-06-28,1663.05
2013-07-01,1698.6
2013-07-02,1681.25
2013-07-03,1655.8
2013-07-04,1656.1
2013-07-05,1648.9
2013-07-08,1653.65
2013-07-09,1659.7
2013-07-10,1652.35
2013-07-11,1697.5
2013-07-12,1715.1
2013-07-15,1725.0
2013-07-16,1692.35
2013-07-17,1685.35
2013-07-18,1731.75
2013-07-19,1772.9
2013-07-22,1789.85
2013-07-23,1789.6
2013-07-24,1754.5
2013-07-25,1828.15
2013-07-26,1865.45
2013-07-29,1877.95
2013-07-30,1850.75
2013-07-31,1819.4
2013-08-01,1815.1
2013-08-02,1801.8
2013-08-05,1854.15
2013-08-06,1848.2
2013-08-07,1834.65
2013-08-08,1847.95
2013-08-12,1906.5
2013-08-13,1942.65
2013-08-14,1935.95
2013-08-16,1985.35
2013-08-19,1921.15
2013-08-20,1900.45
2013-08-21,1870.7
2013-08-22,1898.95
2013-08-23,1899.25
2013-08-26,1945.25
2013-08-27,1900.8
2013-08-28,1914.2
2013-08-29,1973.3
2013-08-30,2046.5
2013-09-02,2023.9
2013-09-03,1896.3
2013-09-04,1926.65
2013-09-05,1953.65
2013-09-06,1930.25
2013-09-10,2073.05
2013-09-11,2090.35
2013-09-12,2010.1
2013-09-13,2051.7
2013-09-16,2098.35
2013-09-17,2073.15
2013-09-18,2013.7
2013-09-19,2039.55
2013-09-20,1981.65
2013-09-23,1999.2
2013-09-24,2002.9
2013-09-25,2036.1
2013-09-26,2019.8
2013-09-27,2048.05
2013-09-30,2009.25
2013-10-01,1999.1
2013-10-03,2030.5
2013-10-04,2033.2
2013-10-07,2040.8
2013-10-08,2020.55
2013-10-09,2061.0
2013-10-10,2048.9
2013-10-11,2078.8
2013-10-14,2097.1
2013-10-15,2051.05
2013-10-17,2073.05
2013-10-18,2097.1
2013-10-21,2099.8
2013-10-22,2066.9
2013-10-23,2084.85
2013-10-24,2082.45
2013-10-25,2035.4
2013-10-28,2002.55
2013-10-29,2061.95
2013-10-30,2075.1
2013-10-31,2078.4
2013-11-01,2101.6
2013-11-03,2111.15
2013-11-05,2093.25
2013-11-06,2107.0
2013-11-07,2112.7
2013-11-08,2092.5
2013-11-11,2054.3
2013-11-12,2035.95
2013-11-13,2001.6
2013-11-14,2049.05
2013-11-18,2055.15
2013-11-19,2059.85
2013-11-20,2012.5
2013-11-21,1996.75
2013-11-22,1975.65
2013-11-25,2026.35
2013-11-26,2045.95
2013-11-27,2051.9
2013-11-28,2059.25
2013-11-29,2052.95
2013-12-02,2063.8
2013-12-03,2050.4
2013-12-04,2031.7
2013-12-05,2050.5
2013-12-06,2095.1
2013-12-09,2123.2
2013-12-10,2200.05
2013-12-11,2162.75
2013-12-12,2124.4
2013-12-13,2060.95
2013-12-16,2043.4
2013-12-17,2054.9
2013-12-18,2124.0
2013-12-19,2083.5
2013-12-20,2129.25
2013-12-23,2162.9
2013-12-24,2130.7
2013-12-26,2098.0
2013-12-27,2087.2
2013-12-30,2068.25
2013-12-31,2075.3
2014-01-01,2085.85
2014-01-02,2080.55
2014-01-03,2101.05
2014-01-06,2068.9
2014-01-07,2069.0
2014-01-08,2064.65
2014-01-09,2068.3
2014-01-10,2039.1
2014-01-13,2037.0
2014-01-14,2037.2
2014-01-15,2073.5
2014-01-16,2076.65
2014-01-17,2075.75
2014-01-20,2086.0
2014-01-21,2068.05
2014-01-22,2059.9
