Date,ZODIACLOTH
2013-01-01,190.65
2013-01-02,188.75
2013-01-03,226.5
2013-01-04,253.95
2013-01-07,250.2
2013-01-08,253.55
2013-01-09,243.4
2013-01-10,234.5
2013-01-11,228.65
2013-01-14,223.65
2013-01-15,221.2
2013-01-16,232.3
2013-01-17,228.8
2013-03-01,200.5
2013-03-04,191.4
2013-03-05,199.95
2013-03-06,202.6
2013-03-07,200.15
2013-03-08,196.15
2013-03-11,195.5
2013-03-12,197.25
2013-03-13,200.8
2013-03-14,199.0
2013-03-15,198.7
2013-03-18,198.0
2013-03-19,198.0
2013-03-20,198.0
2013-03-21,198.4
2013-03-22,198.9
2013-03-25,188.95
2013-03-26,185.05
2013-03-28,185.05
2013-04-01,186.1
2013-04-02,190.0
2013-04-03,194.0
2013-04-04,194.85
2013-04-05,190.05
2013-04-08,190.75
2013-04-09,190.3
2013-04-10,190.0
2013-04-11,188.25
2013-04-12,188.85
2013-04-15,190.15
2013-04-16,190.5
2013-04-17,190.0
2013-04-18,190.0
2013-04-22,193.15
2013-04-23,190.35
2013-04-25,191.15
2013-04-26,190.2
2013-04-29,190.2
2013-04-30,195.3
2013-05-03,190.05
2013-05-06,190.75
2013-05-07,196.75
2013-05-08,190.2
2013-05-09,192.15
2013-05-10,198.75
2013-05-11,192.6
2013-05-13,190.55
2013-05-14,190.25
2013-05-15,195.7
2013-05-16,199.0
2013-05-17,192.85
2013-05-20,194.9
2013-05-21,195.35
2013-05-22,195.05
2013-05-23,190.25
2013-05-24,190.55
2013-05-27,194.75
2013-05-28,191.05
2013-05-29,193.05
2013-05-30,194.25
2013-05-31,190.25
2013-06-03,196.95
2013-06-04,195.6
2013-06-05,196.0
2013-06-06,195.25
2013-06-07,199.3
2013-06-10,197.05
2013-06-11,195.0
2013-06-12,191.55
2013-06-13,195.0
2013-06-14,195.0
2013-06-17,192.05
2013-06-18,198.1
2013-06-19,194.95
2013-06-20,187.05
2013-06-21,190.0
2013-06-24,190.1
2013-06-25,190.0
2013-06-26,194.5
2013-06-27,191.1
2013-06-28,193.5
2013-07-01,196.35
2013-07-02,191.7
2013-07-03,192.1
2013-07-04,195.7
2013-07-05,193.1
2013-07-08,195.35
2013-07-10,190.0
2013-07-11,190.6
2013-07-12,190.1
2013-07-15,190.05
2013-07-16,190.0
2013-07-17,190.0
2013-07-18,190.0
2013-07-19,190.0
2013-07-22,190.0
2013-07-23,190.0
2013-07-24,190.0
2013-07-25,180.75
2013-07-30,189.8
2013-07-31,180.95
2013-08-01,166.1
2013-08-02,162.05
2013-08-05,160.0
2013-08-06,160.0
2013-08-07,165.0
2013-08-08,160.7
2013-08-12,166.0
2013-08-14,160.05
2013-08-29,170.0
2013-09-02,180.0
2013-09-03,185.0
2013-09-04,200.0
2013-09-05,185.25
2013-09-06,185.0
2013-09-10,185.0
2013-09-11,195.0
2013-09-12,190.0
2013-09-16,191.0
2013-09-18,190.0
2013-09-19,190.0
2013-09-23,190.0
2013-09-24,200.0
2013-09-25,195.0
2013-09-26,195.0
2013-09-27,196.0
2013-09-30,197.0
2013-10-01,197.0
2013-10-03,197.0
2013-10-04,196.0
2013-10-07,195.0
2013-10-09,196.15
2013-10-10,196.25
2013-10-14,200.0
2013-10-17,196.0
2013-10-18,196.0
2013-10-23,196.05
2013-10-24,196.0
2013-10-25,196.05
2013-10-28,196.05
2013-10-29,196.05
2013-10-30,196.05
2013-11-01,198.0
2013-11-05,196.0
2013-11-06,196.0
2013-11-08,196.0
2013-11-12,196.0
2013-11-13,200.0
2013-11-14,200.1
2013-11-18,210.0
2013-11-20,201.5
2013-11-21,205.0
2013-11-22,200.0
2013-11-25,196.0
2013-11-26,198.0
2013-11-29,196.0
2013-12-02,199.0
2013-12-03,196.05
2013-12-04,199.0
2013-12-05,196.0
2013-12-06,196.0
2013-12-09,196.0
2013-12-11,196.55
2013-12-12,196.0
2013-12-13,196.0
2013-12-17,205.5
2013-12-18,205.0
2013-12-19,196.25
2013-12-20,200.0
2013-12-23,210.0
2013-12-24,214.0
2013-12-26,213.0
2013-12-27,204.0
2013-12-30,207.0
2014-01-03,215.0
2014-01-06,215.0
2014-01-07,215.0
2014-01-08,225.0
2014-01-09,214.95
2014-01-10,207.5
2014-01-13,207.05
2014-01-14,204.0
2014-01-15,198.8
2014-01-16,196.0
2014-01-17,196.0
2014-01-21,204.8
2014-01-22,200.0
2014-01-23,197.2
2014-01-24,194.1
2014-01-27,195.4
2014-01-28,202.1
2014-01-29,196.2
2014-01-30,196.5
2014-01-31,199.15
2014-02-03,199.05
2014-02-04,199.35
2014-02-05,198.0
2014-02-06,190.55
2014-02-07,196.6
2014-02-10,195.15
2014-02-11,195.45
2014-02-12,197.6
2014-02-13,196.0
2014-02-14,196.0
2014-02-17,196.0
2014-02-18,201.0
2014-02-19,196.5
2014-02-20,196.25
2014-02-21,201.75
2014-02-24,196.5
2014-02-25,196.75
2014-02-26,200.1
2014-02-28,199.6
2014-03-03,198.05
2014-03-04,197.0
2014-03-05,200.0
2014-03-06,198.55
2014-03-07,197.5
2014-03-10,197.95
2014-03-11,197.0
2014-03-12,197.5
2014-03-13,196.0
2014-03-14,198.0
2014-03-18,196.0
2014-03-19,199.75
2014-03-20,196.55
2014-03-21,215.3
2014-03-22,220.65
2014-03-24,233.4
2014-03-25,227.0
2014-03-26,226.3
