Date,SANGHVIMOV
2013-01-01,97.15
2013-01-02,98.25
2013-01-03,98.05
2013-01-04,98.0
2013-01-07,100.1
2013-01-08,100.0
2013-01-09,99.85
2013-01-10,99.85
2013-01-11,98.05
2013-01-14,97.2
2013-01-15,96.8
2013-01-16,96.15
2013-01-17,95.3
2013-01-18,95.0
2013-01-21,93.85
2013-01-22,92.8
2013-01-23,90.4
2013-01-24,89.9
2013-01-25,89.35
2013-01-28,90.05
2013-01-29,90.25
2013-01-30,88.6
2013-01-31,89.15
2013-02-01,89.4
2013-02-04,90.2
2013-02-05,88.8
2013-02-06,88.15
2013-02-07,86.05
2013-02-08,86.75
2013-02-11,85.15
2013-02-12,77.05
2013-02-13,75.85
2013-02-14,75.15
2013-02-15,74.95
2013-02-18,74.5
2013-02-19,74.85
2013-02-20,76.4
2013-02-21,74.7
2013-02-22,72.1
2013-02-25,71.45
2013-02-26,71.95
2013-02-27,73.0
2013-02-28,71.6
2013-03-01,70.05
2013-03-04,66.7
2013-03-05,68.85
2013-03-06,69.1
2013-03-07,68.2
2013-03-08,70.15
2013-03-11,71.2
2013-03-12,70.3
2013-03-13,71.1
2013-03-14,73.2
2013-03-15,71.25
2013-03-18,69.0
2013-03-19,67.15
2013-03-20,68.6
2013-03-21,66.35
2013-03-22,64.6
2013-03-25,65.65
2013-03-26,66.25
2013-03-28,67.15
2013-04-01,67.45
2013-04-02,70.5
2013-04-03,72.75
2013-04-04,74.4
2013-04-05,74.15
2013-04-08,72.9
2013-04-09,73.2
2013-04-10,74.35
2013-04-11,74.1
2013-04-12,77.0
2013-04-15,76.5
2013-04-16,74.8
2013-04-17,73.9
2013-04-18,73.35
2013-04-22,72.85
2013-04-23,70.45
2013-04-25,72.0
2013-04-26,70.4
2013-04-29,70.35
2013-04-30,70.0
2013-05-02,69.5
2013-05-03,68.0
2013-05-06,67.8
2013-05-07,67.45
2013-05-08,67.9
2013-05-09,67.5
2013-05-10,67.75
2013-05-11,67.35
2013-05-13,64.9
2013-05-14,64.85
2013-05-15,63.85
2013-05-16,64.5
2013-05-17,64.35
2013-05-20,64.7
2013-05-21,63.6
2013-05-22,64.85
2013-05-23,62.35
2013-05-24,62.9
2013-05-27,63.1
2013-05-28,64.95
2013-05-29,64.05
2013-05-30,64.0
2013-05-31,60.95
2013-06-03,60.7
2013-06-04,61.15
2013-06-05,61.6
2013-06-06,61.15
2013-06-07,61.0
2013-06-10,61.35
2013-06-11,60.05
2013-06-12,60.95
2013-06-13,59.2
2013-06-14,58.8
2013-06-17,59.7
2013-06-18,60.1
2013-06-19,59.6
2013-06-20,57.6
2013-06-21,55.3
2013-06-24,51.8
2013-06-25,53.35
2013-06-26,54.0
2013-06-27,54.5
2013-06-28,54.2
2013-07-01,56.6
2013-07-02,56.65
2013-07-03,55.6
2013-07-04,54.4
2013-07-05,54.7
2013-07-08,54.95
2013-07-09,55.5
2013-07-10,54.0
2013-07-11,54.1
2013-07-12,53.15
2013-07-15,54.7
2013-07-16,54.4
2013-07-17,51.95
2013-07-18,53.75
2013-07-19,53.4
2013-07-22,53.9
2013-07-23,52.05
2013-07-24,52.35
2013-07-25,52.9
2013-07-26,50.2
2013-07-29,48.2
2013-07-30,46.45
2013-07-31,44.85
2013-08-01,43.95
2013-08-02,44.7
2013-08-05,42.4
2013-08-06,41.4
2013-08-07,41.0
2013-08-08,41.8
2013-08-12,41.85
2013-08-13,39.85
2013-08-14,40.55
2013-08-16,39.5
2013-08-19,40.0
2013-08-20,39.5
2013-08-21,37.0
2013-08-22,38.95
2013-08-23,38.9
2013-08-26,37.8
2013-08-27,37.9
2013-08-28,38.9
2013-08-29,40.15
2013-08-30,40.2
2013-09-02,42.2
2013-09-03,41.8
2013-09-04,42.2
2013-09-05,42.7
2013-09-06,42.15
2013-09-10,41.25
2013-09-11,42.8
2013-09-12,42.9
2013-09-13,43.25
2013-09-16,43.9
2013-09-17,42.75
2013-09-18,43.5
2013-09-19,43.4
2013-09-20,42.25
2013-09-23,41.5
2013-09-24,41.6
2013-09-25,41.2
2013-09-26,42.4
2013-09-27,41.75
2013-09-30,40.65
2013-10-01,41.3
2013-10-03,40.8
2013-10-04,40.75
2013-10-07,41.7
2013-10-08,42.05
2013-10-09,43.25
2013-10-10,43.05
2013-10-11,43.15
2013-10-14,43.8
2013-10-15,44.1
2013-10-17,43.7
2013-10-18,46.8
2013-10-21,45.3
2013-10-22,46.85
2013-10-23,46.0
2013-10-24,46.2
2013-10-25,46.15
2013-10-28,45.8
2013-10-29,46.55
2013-10-30,45.45
2013-10-31,46.0
2013-11-01,48.25
2013-11-03,49.2
2013-11-05,49.75
2013-11-06,49.85
2013-11-07,51.7
2013-11-08,52.5
2013-11-11,50.65
2013-11-12,48.7
2013-11-13,48.0
2013-11-14,48.0
2013-11-18,47.95
2013-11-19,45.3
2013-11-20,43.95
2013-11-21,44.05
2013-11-22,43.9
2013-11-25,43.85
2013-11-26,43.8
2013-11-27,43.2
2013-11-28,43.05
2013-11-29,42.7
2013-12-02,40.55
2013-12-03,44.15
2013-12-04,42.75
2013-12-05,43.1
2013-12-06,46.55
2013-12-09,49.05
2013-12-10,46.65
2013-12-11,46.05
2013-12-12,45.1
2013-12-13,45.1
2013-12-16,44.2
2013-12-17,43.95
2013-12-18,43.85
2013-12-19,43.95
2013-12-20,43.8
2013-12-23,44.45
2013-12-24,45.6
2013-12-26,44.9
2013-12-27,45.95
2013-12-30,44.5
2013-12-31,46.7
2014-01-01,48.3
2014-01-02,48.4
2014-01-03,48.85
2014-01-06,50.2
2014-01-07,49.0
2014-01-08,48.5
2014-01-09,46.55
2014-01-10,50.3
2014-01-13,50.3
2014-01-14,48.5
2014-01-15,49.85
2014-01-16,50.05
2014-01-17,48.95
2014-01-20,50.05
2014-01-21,49.2
2014-01-22,49.5
2014-01-23,48.25
2014-01-24,48.05
2014-01-27,45.85
2014-01-28,45.6
2014-01-29,45.75
2014-01-30,44.85
2014-01-31,45.6
2014-02-03,44.95
2014-02-04,46.15
2014-02-05,46.45
2014-02-06,45.85
2014-02-07,45.0
2014-02-10,46.7
2014-02-11,46.55
2014-02-12,45.45
2014-02-13,45.3
2014-02-14,45.0
2014-02-17,44.6
2014-02-18,46.0
2014-02-19,44.9
2014-02-20,44.1
2014-02-21,44.8
2014-02-24,44.75
2014-02-25,44.2
2014-02-26,44.55
2014-02-28,44.15
2014-03-03,45.8
2014-03-04,45.9
2014-03-05,46.5
2014-03-06,50.05
2014-03-07,52.0
2014-03-10,56.65
2014-03-11,54.75
2014-03-12,55.0
2014-03-13,55.35
2014-03-14,55.8
2014-03-18,56.25
2014-03-19,62.6
2014-03-20,65.8
2014-03-21,64.5
2014-03-22,64.35
2014-03-24,64.9
2014-03-25,65.5
2014-03-26,65.2
2014-03-27,64.7
2014-08-06,162.0
2014-08-07,159.1
2014-08-08,159.0
2014-08-11,151.05
2014-08-12,145.75
2014-08-13,138.75
2014-08-14,132.2
2014-08-18,138.8
2014-08-19,145.7
2014-08-20,152.95
2014-08-21,160.55
2014-08-22,153.05
2014-08-25,149.8
2014-08-26,145.05
2014-08-27,142.9
2014-08-28,139.75
2014-09-01,146.45
2014-09-02,151.85
2014-09-03,151.25
2014-09-04,152.05
2014-09-05,155.9
2014-09-08,152.7
2014-09-09,157.2
2014-09-10,155.4
2014-09-11,153.05
2014-09-12,157.3
2014-09-15,159.1
2014-09-16,151.7
2014-09-17,149.35
2014-09-18,156.85
2014-09-19,150.0
2014-09-22,150.85
2014-09-23,153.3
2014-09-24,155.6
2014-09-25,149.85
2014-09-26,153.85
2014-09-29,151.65
2014-09-30,154.95
2014-10-01,159.15
2014-10-07,155.15
2014-10-08,157.65
2014-10-09,158.7
2014-10-10,162.0
2014-10-13,162.75
2014-10-14,160.0
2014-10-16,159.85
2014-10-17,160.9
2014-10-20,156.2
2014-10-21,159.6
2014-10-22,162.05
2014-10-23,158.55
2014-10-27,159.5
2014-10-28,158.45
2014-10-29,160.1
2014-10-30,160.35
2014-10-31,156.5
2014-11-03,160.65
2014-11-05,170.15
2014-11-07,172.55
2014-11-10,171.25
2014-11-11,171.1
2014-11-12,170.9
2014-11-13,162.4
2014-11-14,166.2
2014-11-17,171.7
2014-11-18,170.05
2014-11-19,160.45
2014-11-20,167.4
2014-11-21,165.65
2014-11-24,167.65
2014-11-25,167.35
2014-11-26,168.05
2014-11-27,172.05
2014-11-28,170.35
2014-12-01,170.15
2014-12-02,170.05
2014-12-03,173.85
2014-12-04,175.45
2014-12-05,179.0
2014-12-08,177.6
2014-12-09,179.7
2014-12-10,182.15
2014-12-11,194.9
2014-12-12,200.7
2014-12-15,206.25
2014-12-16,183.35
2014-12-17,190.35
2014-12-18,188.35
2014-12-19,185.8
2014-12-22,185.8
2014-12-23,190.0
2014-12-24,186.25
2014-12-26,185.7
2014-12-29,193.9
2014-12-30,194.55
2014-12-31,193.95
2015-01-01,197.65
2015-01-02,195.7
2015-01-05,201.75
2015-01-06,200.1
2015-01-07,196.2
2015-01-08,200.55
2015-01-09,194.15
2015-01-12,199.95
2015-01-13,200.8
2015-01-14,201.6
2015-01-15,201.1
2015-01-16,199.95
2015-01-19,206.9
2015-01-20,206.7
2015-01-21,207.25
2015-01-22,204.55
2015-01-23,206.8
2015-01-27,203.9
2015-01-28,210.7
2015-01-29,216.35
2015-01-30,220.85
2015-02-02,223.25
2015-02-03,221.5
2015-02-04,218.4
2015-02-05,215.85
2015-02-06,214.4
2015-02-09,215.3
2015-02-10,217.65
2015-02-11,226.05
2015-02-12,224.05
2015-02-13,230.1
2015-02-16,247.0
2015-02-18,256.95
2015-02-19,259.45
2015-02-20,247.65
2015-02-23,256.5
2015-02-24,258.1
2015-02-25,260.9
2015-02-26,254.05
2015-02-27,260.75
2015-02-28,256.9
2015-03-02,260.45
2015-03-03,276.15
2015-03-04,270.4
2015-03-05,269.5
2015-03-09,267.5
2015-03-10,271.9
2015-03-11,269.5
2015-03-12,277.4
2015-03-13,272.65
2015-03-16,271.5
2015-03-17,271.65
2015-03-18,275.05
2015-03-19,278.4
2015-03-20,271.8
2015-03-23,272.6
2015-03-24,270.7
2015-03-25,262.1
2015-03-26,255.9
2015-03-27,266.05
2015-03-30,264.95
2015-03-31,273.0
2015-04-01,284.7
2015-04-06,288.6
2015-04-07,282.55
2015-04-08,284.8
2015-04-09,283.35
2015-04-10,292.1
2015-04-13,299.85
2015-04-15,293.2
2015-04-16,302.6
2015-04-17,294.55
2015-04-20,295.3
2015-04-21,292.3
2015-04-22,291.2
2015-04-23,301.4
2015-04-24,291.45
2015-04-27,297.75
2015-04-28,292.25
2015-04-29,299.45
2015-04-30,304.2
2015-05-04,316.0
2015-05-05,308.35
2015-05-06,294.85
2015-05-07,283.3
2015-05-08,287.4
2015-05-11,294.35
2015-05-12,283.25
2015-05-13,283.75
2015-05-14,287.5
2015-05-15,292.55
2015-05-18,293.9
2015-05-19,300.75
2015-05-20,300.45
2015-05-21,305.9
2015-05-22,321.3
2015-05-25,318.45
2015-05-26,322.85
2015-05-27,330.45
2015-05-28,330.8
2015-05-29,329.95
2015-06-01,333.95
2015-06-02,322.75
2015-06-03,304.35
2015-06-04,307.4
2015-06-05,317.9
2015-06-08,324.5
2015-06-09,322.15
2015-06-10,333.7
2015-06-11,333.75
2015-06-12,335.8
2015-06-15,330.9
2015-06-16,334.4
2015-06-17,326.5
2015-06-18,336.1
2015-06-19,325.8
2015-06-22,327.55
2015-06-23,329.9
2015-06-24,327.7
2015-06-25,329.0
2015-06-26,329.55
2015-06-29,322.3
2015-06-30,324.2
2015-07-01,338.95
2015-07-02,332.15
2015-07-03,326.1
2015-07-06,328.3
2015-07-07,325.8
2015-07-08,326.35
2015-07-09,330.15
2015-07-10,332.35
2015-07-13,333.05
2015-07-14,330.15
2015-07-15,334.95
2015-07-16,339.55
2015-07-17,336.75
2015-07-20,342.0
2015-07-21,337.7
2015-07-22,339.55
2015-07-23,344.15
2015-07-24,341.8
2015-07-27,332.25
2015-07-28,336.25
2015-07-29,336.5
2015-07-30,344.5
2015-07-31,369.8
2015-08-03,376.2
2015-08-04,379.0
2015-08-05,384.35
2015-08-06,382.95
2015-08-07,377.2
2015-08-10,388.35
2015-08-11,396.3
2015-08-12,376.85
2015-08-13,365.95
2015-08-14,366.9
2015-08-17,372.25
2015-08-18,381.9
2015-08-19,383.8
2015-08-20,371.45
2015-08-21,365.15
2015-08-24,337.35
2015-08-25,322.95
2015-08-26,313.85
2015-08-27,316.7
2015-08-28,313.35
2015-08-31,319.65
2015-09-01,313.2
2015-09-02,312.5
2015-09-03,319.85
2015-09-04,314.75
2015-09-07,305.9
2015-09-08,315.0
2015-09-09,319.3
2015-09-10,320.3
2015-09-11,319.35
2015-09-14,319.5
2015-09-15,311.45
2015-09-16,313.35
2015-09-18,315.7
2015-09-21,317.0
2015-09-22,312.75
2015-09-23,324.0
2015-09-24,318.6
2015-09-28,311.1
2015-09-29,310.1
2015-09-30,318.7
2015-10-01,313.5
2015-10-05,319.75
2015-10-06,314.1
2015-10-07,314.1
2015-10-08,313.9
2015-10-09,312.5
2015-10-12,309.65
2015-10-13,311.5
2015-10-14,300.2
2015-10-15,299.8
2015-10-16,294.1
2015-10-19,299.45
2015-10-20,299.8
2015-10-21,299.65
2015-10-23,299.2
2015-10-26,298.3
2015-10-27,301.4
2015-10-28,310.45
2015-10-29,314.0
2015-10-30,328.4
2015-11-02,325.5
2015-11-03,322.85
2015-11-04,323.15
2015-11-05,318.65
2015-11-06,330.85
2015-11-09,342.85
2015-11-10,336.55
2015-11-11,345.1
2015-11-13,336.05
2015-11-16,343.4
2015-11-17,349.45
2015-11-18,347.3
2015-11-19,363.2
2015-11-20,369.55
2015-11-23,370.55
2015-11-24,370.15
2015-11-26,361.65
2015-11-27,367.2
2015-11-30,376.7
2015-12-01,371.35
2015-12-02,362.25
2015-12-03,350.25
2015-12-04,350.1
2015-12-07,355.4
2015-12-08,350.7
2015-12-09,338.1
2015-12-10,344.3
2015-12-11,354.3
2015-12-14,350.85
2015-12-15,351.05
2015-12-16,351.25
2015-12-17,360.45
2015-12-18,356.35
2015-12-21,358.95
2015-12-22,357.7
2015-12-23,354.0
2015-12-24,356.55
2015-12-28,353.6
2015-12-29,351.5
2015-12-30,350.05
2015-12-31,346.15
2016-01-01,354.5
2016-01-04,348.4
2016-01-05,349.7
2016-01-06,347.95
2016-01-07,345.2
2016-01-08,359.85
2016-01-11,369.7
2016-01-12,367.35
2016-01-13,357.75
2016-01-14,347.2
2016-01-15,335.75
2016-01-18,315.15
2016-01-19,332.4
2016-01-20,318.2
2016-01-21,333.35
2016-01-22,345.5
2016-01-25,349.6
2016-01-27,353.9
2016-01-28,352.85
2016-01-29,336.75
2016-02-01,345.05
2016-02-02,345.15
2016-02-03,337.25
2016-02-04,345.5
2016-02-05,325.6
2016-02-08,324.5
2016-02-09,315.85
2016-02-10,299.6
2016-02-11,284.45
2016-02-12,297.75
2016-02-15,290.45
2016-02-16,271.95
2016-02-17,268.95
2016-02-18,271.15
2016-02-19,281.35
2016-02-22,278.5
2016-02-23,267.5
2016-02-24,263.05
2016-02-25,275.05
2016-02-26,274.25
2016-02-29,271.6
2016-03-01,271.05
2016-03-02,274.4
2016-03-03,284.25
2016-03-04,281.2
2016-03-08,278.55
2016-03-09,273.9
2016-03-10,269.8
2016-03-11,270.2
2016-03-14,278.45
2016-03-15,271.1
2016-03-16,268.0
2016-03-17,269.0
2016-03-18,269.5
2016-03-21,278.05
2016-03-22,277.35
2016-03-23,284.35
2016-03-28,285.0
2016-03-29,282.9
2016-03-30,295.45
2016-03-31,285.0
2016-04-01,283.65
2016-04-04,289.0
2016-04-05,287.35
2016-04-06,288.85
2016-04-07,289.75
2016-04-08,286.8
2016-04-11,286.7
2016-04-12,285.05
2016-04-13,290.95
2016-04-18,288.15
2016-04-20,291.25
2016-04-21,299.9
2016-04-22,296.25
2016-04-25,298.3
2016-04-26,294.85
2016-04-27,293.75
2016-04-28,289.2
2016-04-29,289.95
2016-05-02,289.9
2016-05-03,289.95
2016-05-04,286.5
2016-05-05,288.2
2016-05-06,285.55
2016-05-09,289.95
2016-05-10,289.35
2016-05-11,286.95
2016-05-12,289.65
2016-05-13,288.55
2016-05-16,290.1
2016-05-17,290.0
2016-05-18,289.85
2016-05-19,286.75
2016-05-20,284.05
2016-05-23,284.65
2016-05-24,283.95
2016-05-25,286.3
2016-05-26,284.6
2016-05-27,283.95
2016-05-30,278.75
2016-05-31,280.95
2016-06-01,283.7
2016-06-02,281.05
2016-06-03,281.3
2016-06-06,274.65
2016-06-07,268.6
2016-06-08,264.65
2016-06-09,261.95
2016-06-10,261.2
2016-06-13,263.9
2016-06-14,263.1
2016-06-15,263.95
2016-06-16,272.35
2016-06-17,271.15
2016-06-20,269.15
2016-06-21,272.25
2016-06-22,267.95
2016-06-23,268.15
2016-06-24,262.7
2016-06-27,266.1
2016-06-28,266.0
2016-06-29,272.0
2016-06-30,272.7
2016-07-01,274.3
2016-07-04,274.6
2016-07-05,280.2
2016-07-07,281.2
2016-07-08,280.3
2016-07-11,282.35
2016-07-12,276.45
2016-07-13,278.95
2016-07-14,277.95
2016-07-15,277.1
2016-07-18,275.45
2016-07-19,268.6
2016-07-20,267.9
2016-07-21,270.1
2016-07-22,278.35
2016-07-25,277.05
2016-07-26,275.35
2016-07-27,277.45
2016-07-28,278.05
2016-07-29,279.9
2016-08-01,276.7
2016-08-02,276.15
2016-08-03,272.95
2016-08-04,270.25
2016-08-05,270.05
2016-08-08,274.85
2016-08-09,272.35
2016-08-10,271.3
2016-08-11,273.65
2016-08-12,261.6
2016-08-16,248.45
2016-08-17,239.45
2016-08-18,233.7
2016-08-19,235.65
2016-08-22,233.75
2016-08-23,235.0
2016-08-24,239.1
2016-08-25,239.2
2016-08-26,238.05
2016-08-29,237.5
2016-08-30,235.95
2016-08-31,239.85
2016-09-01,240.65
2016-09-02,241.5
2016-09-06,239.4
2016-09-07,241.8
2016-09-08,240.1
2016-09-09,242.5
2016-09-12,240.0
2016-09-14,238.7
2016-09-15,236.45
2016-09-16,234.1
2016-09-19,234.95
2016-09-20,237.75
2016-09-21,237.3
2016-09-22,239.8
2016-09-23,237.9
2016-09-26,236.85
2016-09-27,239.7
2016-09-28,239.95
2016-09-29,233.0
2016-09-30,236.65
2016-10-03,246.0
2016-10-04,241.35
2016-10-05,240.5
2016-10-06,240.2
2016-10-07,265.9
2016-10-10,269.7
2016-10-13,260.95
2016-10-14,259.45
2016-10-17,257.85
2016-10-18,263.7
2016-10-19,257.85
2016-10-20,268.15
2016-10-21,267.6
2016-10-24,270.5
2016-10-25,269.1
2016-10-26,262.65
2016-10-27,264.15
2016-10-28,269.9
2016-10-30,275.3
2016-11-01,272.2
2016-11-02,265.7
2016-11-03,261.65
2016-11-04,251.7
2016-11-07,256.35
2016-11-08,256.65
2016-11-09,247.3
2016-11-10,239.0
2016-11-11,226.25
2016-11-15,205.3
2016-11-16,218.95
2016-11-17,214.35
2016-11-18,214.5
2016-11-21,207.0
2016-11-22,205.8
2016-11-23,209.35
2016-11-24,212.8
2016-11-25,219.6
2016-11-28,217.2
2016-11-29,220.15
2016-11-30,217.6
2016-12-01,222.35
2016-12-02,218.9
2016-12-05,219.95
2016-12-06,222.2
2016-12-07,221.4
2016-12-08,222.45
2016-12-09,220.7
2016-12-12,218.15
2016-12-13,214.1
2016-12-14,210.3
2016-12-15,213.35
2016-12-16,211.05
2016-12-19,210.45
2016-12-20,207.6
2016-12-21,206.45
2016-12-22,204.8
2016-12-23,199.15
2016-12-26,199.05
2016-12-27,198.05
2016-12-28,198.5
2016-12-29,197.0
2016-12-30,200.15
2017-01-02,201.2
2017-01-03,215.25
2017-01-04,214.5
2017-01-05,213.75
2017-01-06,218.15
2017-01-09,219.35
2017-01-10,219.45
2017-01-11,223.7
2017-01-12,220.2
2017-01-13,219.1
2017-01-16,214.75
2017-01-17,217.05
2017-01-18,213.95
2017-01-19,215.75
2017-01-20,214.6
2017-01-23,217.75
2017-01-24,218.9
2017-01-25,220.8
2017-01-27,224.95
2017-01-30,223.45
2017-01-31,219.6
2017-02-01,227.8
2017-02-02,226.3
2017-02-03,229.45
2017-02-06,232.6
2017-02-07,237.35
2017-02-08,246.65
2017-02-09,248.2
2017-02-10,243.75
2017-02-13,237.75
2017-02-14,241.95
2017-02-15,233.15
2017-02-16,231.9
2017-02-17,232.85
2017-02-20,233.55
2017-02-21,237.25
2017-02-22,237.35
2017-02-23,240.25
2017-02-27,241.85
2017-02-28,240.5
2017-03-01,240.6
2017-03-02,238.6
2017-03-03,239.6
2017-03-06,246.7
2017-03-07,243.1
2017-03-08,243.75
2017-03-09,240.6
2017-03-10,243.3
2017-03-14,242.6
2017-03-15,244.25
2017-03-16,254.4
2017-03-17,252.2
2017-03-20,253.55
2017-03-21,248.65
2017-03-22,241.45
2017-03-23,243.4
2017-03-24,245.95
2017-03-27,243.3
2017-03-28,242.4
2017-03-29,239.55
2017-03-30,242.7
2017-03-31,243.75
2017-04-03,243.9
2017-04-05,245.9
2017-04-06,243.4
2017-04-07,240.0
2017-04-10,238.5
2017-04-11,236.95
2017-04-12,234.9
2017-04-13,236.2
2017-04-17,233.65
2017-04-18,230.8
