Date,MCX
2013-01-01,1483.75
2013-01-02,1469.45
2013-01-03,1445.6
2013-01-04,1418.55
2013-01-07,1421.85
2013-01-08,1438.6
2013-01-09,1425.15
2013-01-10,1405.25
2013-01-11,1393.4
2013-01-14,1361.4
2013-01-15,1417.95
2013-01-16,1389.7
2013-01-17,1380.8
2013-01-18,1402.7
2013-01-21,1400.15
2013-01-22,1400.35
2013-01-23,1373.35
2013-01-24,1370.2
2013-01-25,1364.55
2013-01-28,1407.45
2013-01-29,1408.85
2013-01-30,1416.1
2013-01-31,1420.6
2013-02-01,1394.75
2013-02-04,1356.2
2013-02-05,1331.65
2013-02-06,1344.55
2013-02-07,1341.25
2013-02-08,1351.65
2013-02-11,1333.95
2013-02-12,1277.7
2013-02-13,1200.5
2013-02-14,1167.9
2013-02-15,1189.8
2013-02-18,1216.3
2013-02-19,1209.7
2013-02-20,1212.95
2013-02-21,1194.2
2013-02-22,1183.0
2013-02-25,1162.55
2013-02-26,1123.0
2013-02-27,1118.95
2013-02-28,1148.9
2013-03-01,1095.95
2013-03-04,1067.45
2013-03-05,1055.15
2013-03-06,1058.0
2013-03-07,1016.65
2013-03-08,965.75
2013-03-11,978.95
2013-03-12,932.15
2013-03-13,929.65
2013-03-14,894.0
2013-03-15,884.6
2013-03-18,887.25
2013-03-19,903.95
2013-03-20,885.45
2013-03-21,877.2
2013-03-22,852.35
2013-03-25,867.8
2013-03-26,865.1
2013-03-28,830.6
2013-04-01,851.4
2013-04-02,876.9
2013-04-03,916.45
2013-04-04,927.75
2013-04-05,932.0
2013-04-08,893.6
2013-04-09,888.95
2013-04-10,898.15
2013-04-11,889.55
2013-04-12,896.05
2013-04-15,881.35
2013-04-16,866.5
2013-04-17,857.2
2013-04-18,856.55
2013-04-22,846.15
2013-04-23,870.05
2013-04-25,883.6
2013-04-26,883.6
2013-04-29,891.95
2013-04-30,906.2
2013-05-02,928.2
2013-05-03,995.3
2013-05-06,961.3
2013-05-07,956.0
2013-05-08,936.85
2013-05-09,929.45
2013-05-10,922.5
2013-05-11,922.8
2013-05-13,930.05
2013-05-14,935.1
2013-05-15,941.65
2013-05-16,945.35
2013-05-17,942.95
2013-05-20,941.0
2013-05-21,936.55
2013-05-22,925.7
2013-05-23,912.7
2013-05-24,904.5
2013-05-27,900.3
2013-05-28,899.45
2013-05-29,889.6
2013-05-30,888.9
2013-05-31,853.25
2013-06-03,860.2
2013-06-04,861.45
2013-06-05,857.1
2013-06-06,865.4
2013-06-07,880.2
2013-06-10,912.95
2013-06-11,900.1
2013-06-12,895.5
2013-06-13,853.9
2013-06-14,848.95
2013-06-17,850.15
2013-06-18,851.8
2013-06-19,854.95
2013-06-20,824.25
2013-06-21,829.3
2013-06-24,827.3
2013-06-25,809.65
2013-06-26,766.95
2013-06-27,753.05
2013-06-28,767.4
2013-07-01,783.55
2013-07-02,780.75
2013-07-03,751.45
2013-07-04,739.7
2013-07-05,739.6
2013-07-08,723.4
2013-07-09,729.7
2013-07-10,724.0
2013-07-11,723.4
2013-07-12,711.9
2013-07-15,711.45
2013-07-16,701.05
2013-07-17,727.25
2013-07-18,726.7
2013-07-19,739.3
2013-07-22,742.5
2013-07-23,720.9
2013-07-24,715.25
2013-07-25,717.6
2013-07-26,704.9
2013-07-29,696.45
2013-07-30,694.35
2013-07-31,638.15
2013-08-01,510.55
2013-08-02,408.45
2013-08-05,367.65
2013-08-06,330.9
2013-08-07,297.85
2013-08-08,295.75
2013-08-12,281.0
2013-08-13,266.95
2013-08-14,253.65
2013-08-16,244.25
2013-08-19,256.45
2013-08-20,269.25
2013-08-21,282.7
2013-08-22,279.1
2013-08-23,293.05
2013-08-26,307.7
2013-08-27,323.05
2013-08-28,339.2
2013-08-29,356.15
2013-08-30,373.95
2013-09-02,392.6
2013-09-03,412.2
2013-09-04,432.8
2013-09-05,454.4
2013-09-06,447.6
2013-09-10,436.5
2013-09-11,458.3
2013-09-12,480.85
2013-09-13,490.95
2013-09-16,466.45
2013-09-17,443.15
2013-09-18,409.6
2013-09-19,430.05
2013-09-20,451.2
2013-09-23,441.55
2013-09-24,438.3
2013-09-25,420.55
2013-09-26,410.1
2013-09-27,401.15
2013-09-30,381.1
2013-10-01,382.0
2013-10-03,401.1
2013-10-04,403.7
2013-10-07,406.6
2013-10-08,403.5
2013-10-09,405.25
2013-10-10,425.5
2013-10-11,446.75
2013-10-14,469.05
2013-10-15,489.75
2013-10-17,514.2
2013-10-18,509.2
2013-10-21,499.45
2013-10-22,474.5
2013-10-23,474.35
2013-10-24,468.6
2013-10-25,459.65
2013-10-28,438.85
2013-10-29,456.7
2013-10-30,468.0
2013-10-31,473.4
2013-11-01,497.05
2013-11-03,504.55
2013-11-05,495.05
2013-11-06,510.55
2013-11-07,489.0
2013-11-08,480.9
2013-11-11,480.05
2013-11-12,430.3
2013-11-13,432.75
2013-11-14,437.6
2013-11-18,512.0
2013-11-19,495.1
2013-11-20,494.95
2013-11-21,482.25
2013-11-22,473.05
2013-11-25,474.55
2013-11-26,465.9
2013-11-27,472.35
2013-11-28,476.85
2013-11-29,477.35
2013-12-02,469.4
2013-12-03,457.85
2013-12-04,447.6
2013-12-05,451.05
2013-12-06,450.75
2013-12-09,443.65
2013-12-10,430.1
2013-12-11,414.9
2013-12-12,412.2
2013-12-13,398.25
2013-12-16,385.8
2013-12-17,390.75
2013-12-18,422.3
2013-12-19,414.95
2013-12-20,457.05
2013-12-23,469.7
2013-12-24,472.5
2013-12-26,473.15
2013-12-27,452.4
2013-12-30,474.1
2013-12-31,479.05
2014-01-01,492.25
2014-01-02,486.7
2014-01-03,573.1
2014-01-06,571.05
2014-01-07,593.1
2014-01-08,596.35
2014-01-09,587.45
2014-01-10,527.05
2014-01-13,539.65
2014-01-14,521.9
2014-01-15,511.7
2014-01-16,502.6
2014-01-17,472.45
2014-01-20,524.1
2014-01-21,535.7
2014-01-22,529.5
2014-01-23,506.45
2014-01-24,483.45
2014-01-27,490.2
2014-01-28,491.0
2014-01-29,485.2
2014-01-30,479.7
2014-01-31,499.75
2014-02-03,489.85
2014-02-04,502.35
2014-02-05,505.65
2014-02-06,507.25
2014-02-07,510.25
2014-02-10,512.8
2014-02-11,490.6
2014-02-12,497.55
2014-02-13,477.2
2014-02-14,489.8
2014-02-17,507.5
2014-02-18,516.85
2014-02-19,543.1
2014-02-20,539.95
2014-02-21,515.0
2014-02-24,502.45
2014-02-25,527.15
2014-02-26,524.0
2014-02-28,525.95
2014-03-03,508.85
2014-03-04,525.2
2014-03-05,533.65
2014-03-06,543.1
2014-03-07,522.05
2014-03-10,534.15
2014-03-11,520.9
2014-03-12,541.4
2014-03-13,516.8
2014-03-14,494.15
2014-03-18,509.05
2014-03-19,503.65
2014-03-20,505.85
2014-03-21,499.6
2014-03-22,499.1
2014-03-24,491.5
2014-03-25,499.0
2014-03-26,488.15
2014-03-27,491.55
2014-03-28,487.75
2014-03-31,494.1
2014-04-01,492.15
2014-04-02,524.0
2014-04-03,509.0
2014-04-04,506.5
2014-04-07,512.8
2014-04-09,532.8
2014-04-10,556.45
2014-04-11,562.4
2014-04-15,584.2
2014-04-16,610.65
2014-04-17,590.5
2014-04-21,598.45
2014-04-22,579.5
2014-04-23,565.9
2014-04-25,570.85
2014-04-28,560.55
2014-04-29,574.05
2014-04-30,534.05
2014-05-02,544.8
2014-05-05,525.3
2014-05-06,543.55
2014-05-07,532.65
2014-05-08,497.15
2014-05-09,510.65
2014-05-12,528.1
2014-05-13,522.45
2014-05-14,522.95
2014-05-15,519.9
2014-05-16,511.85
2014-05-19,501.7
2014-05-20,493.55
2014-05-21,489.75
2014-05-22,587.25
2014-05-23,579.7
2014-05-26,563.4
2014-05-27,537.45
2014-05-28,541.2
2014-05-29,544.9
2014-05-30,537.7
2014-06-02,556.6
2014-06-03,559.8
2014-06-04,591.75
2014-06-05,589.95
2014-06-06,591.05
2014-06-09,576.3
2014-06-10,576.35
2014-06-11,563.25
2014-06-12,579.75
2014-06-13,566.35
2014-06-16,600.3
2014-06-17,612.55
2014-06-18,615.45
2014-06-19,608.15
2014-06-20,617.65
2014-06-23,606.45
2014-06-24,588.5
2014-06-25,600.65
2014-06-26,613.9
2014-06-27,608.0
2014-06-30,614.45
2014-07-01,624.05
2014-07-02,669.65
2014-07-03,674.3
2014-07-04,669.15
2014-07-07,652.6
2014-07-08,678.7
2014-07-09,687.7
2014-07-10,705.05
2014-07-11,682.0
2014-07-14,706.6
2014-07-15,768.95
2014-07-16,750.15
2014-07-17,793.7
2014-07-18,786.5
2014-07-21,848.4
2014-07-22,841.05
2014-07-23,843.2
2014-07-24,858.35
2014-07-25,832.9
2014-07-28,815.7
2014-07-30,826.45
2014-07-31,808.7
2014-08-01,779.35
2014-08-04,764.6
2014-08-05,804.7
2014-08-06,786.5
2014-08-07,829.5
2014-08-08,808.75
2014-08-11,824.15
2014-08-12,813.55
2014-08-13,789.15
2014-08-14,794.35
2014-08-18,819.45
2014-08-19,845.85
2014-08-20,835.85
2014-08-21,851.15
2014-08-22,860.55
2014-08-25,832.1
2014-08-26,815.85
2014-08-27,855.8
2014-08-28,844.6
2014-09-01,852.35
2014-09-02,855.65
2014-09-03,842.45
2014-09-04,828.0
2014-09-05,837.65
2014-09-08,818.0
2014-09-09,811.45
2014-09-10,816.25
2014-09-11,819.4
2014-09-12,813.0
2014-09-15,818.45
2014-09-16,806.1
2014-09-17,819.75
2014-09-18,846.65
2014-09-19,832.7
2014-09-22,825.1
2014-09-23,806.95
2014-09-24,802.85
2014-09-25,774.7
2014-09-26,787.3
2014-09-29,815.75
2014-09-30,799.55
2014-10-01,793.85
2014-10-07,781.95
2014-10-08,759.2
2014-10-09,768.85
2014-10-10,770.2
2014-10-13,771.2
2014-10-14,764.7
2014-10-16,748.65
2014-10-17,755.0
2014-10-20,747.8
2014-10-21,790.4
2014-10-22,788.9
2014-10-23,806.3
2014-10-27,817.5
2014-10-28,816.3
2014-10-29,824.4
2014-10-30,827.6
2014-10-31,830.75
2014-11-03,836.45
2014-11-05,870.85
2014-11-07,871.7
2014-11-10,850.35
2014-11-11,858.45
2014-11-12,859.7
2014-11-13,844.45
2014-11-14,835.95
2014-11-17,870.95
2014-11-18,865.7
2014-11-19,858.0
2014-11-20,867.5
2014-11-21,890.15
2014-11-24,880.05
2014-11-25,861.4
2014-11-26,864.0
2014-11-27,878.85
2014-11-28,867.55
2014-12-01,871.45
2014-12-02,865.95
2014-12-03,891.65
2014-12-04,888.0
2014-12-05,877.3
2014-12-08,868.35
2014-12-09,853.6
2014-12-10,856.9
2014-12-11,872.5
2014-12-12,864.05
2014-12-15,855.45
2014-12-16,816.0
2014-12-17,837.6
2014-12-18,837.25
2014-12-19,844.35
2014-12-22,852.65
2014-12-23,844.65
2014-12-24,843.6
2014-12-26,832.0
2014-12-29,841.65
2014-12-30,838.55
2014-12-31,841.75
2015-01-01,908.85
2015-01-02,876.05
2015-01-05,872.15
2015-01-06,853.2
2015-01-07,855.0
2015-01-08,852.65
2015-01-09,842.55
2015-01-12,860.2
2015-01-13,863.15
2015-01-14,850.65
2015-01-15,851.75
2015-01-16,849.3
2015-01-19,859.0
2015-01-20,873.0
2015-01-21,867.65
2015-01-22,868.25
2015-01-23,870.5
2015-01-27,867.5
2015-01-28,855.65
2015-01-29,875.05
2015-01-30,880.85
2015-02-02,873.25
2015-02-03,863.85
2015-02-04,859.0
2015-02-05,861.6
2015-02-06,850.45
2015-02-09,850.3
2015-02-10,842.3
2015-02-11,851.95
2015-02-12,856.55
2015-02-13,859.9
2015-02-16,943.95
2015-02-18,1000.9
2015-02-19,980.75
2015-02-20,973.3
2015-02-23,1032.75
2015-02-24,1013.7
2015-02-25,1065.1
2015-02-26,1038.75
2015-02-27,1054.35
2015-02-28,1189.95
2015-03-02,1223.2
2015-03-03,1243.35
2015-03-04,1204.65
2015-03-05,1226.0
2015-03-09,1241.75
2015-03-10,1208.5
2015-03-11,1185.95
2015-03-12,1190.4
2015-03-13,1153.2
2015-03-16,1139.0
2015-03-17,1137.65
2015-03-18,1186.7
2015-03-19,1169.05
2015-03-20,1122.7
2015-03-23,1173.6
2015-03-24,1178.8
2015-03-25,1171.7
2015-03-26,1131.85
2015-03-27,1128.7
2015-03-30,1135.95
2015-03-31,1122.45
2015-04-01,1176.5
2015-04-06,1154.25
2015-04-07,1124.95
2015-04-08,1136.55
2015-04-09,1123.1
2015-04-10,1154.9
2015-04-13,1170.8
2015-04-15,1142.55
2015-04-16,1127.25
2015-04-17,1119.0
2015-04-20,1087.1
2015-04-21,1058.45
2015-04-22,1077.9
2015-04-23,1068.85
2015-04-24,1023.2
2015-04-27,983.1
2015-04-28,1015.05
2015-04-29,1025.9
2015-04-30,1044.35
2015-05-04,1062.75
2015-05-05,1025.1
2015-05-06,988.05
2015-05-07,970.5
2015-05-08,981.6
2015-05-11,1013.9
2015-05-12,974.5
2015-05-13,1046.4
2015-05-14,1052.9
2015-05-15,1105.45
2015-05-18,1093.15
2015-05-19,1102.05
2015-05-20,1106.8
2015-05-21,1136.25
2015-05-22,1108.3
2015-05-25,1088.55
2015-05-26,1081.6
2015-05-27,1071.9
2015-05-28,1059.5
2015-05-29,1096.5
2015-06-01,1086.75
2015-06-02,1045.85
2015-06-03,1024.4
2015-06-04,1006.8
2015-06-05,999.95
2015-06-08,981.55
2015-06-09,985.75
2015-06-10,989.4
2015-06-11,962.9
2015-06-12,954.95
2015-06-15,964.2
2015-06-16,993.75
2015-06-17,1022.4
2015-06-18,1046.25
2015-06-19,1037.85
2015-06-22,1043.05
2015-06-23,1066.9
2015-06-24,1081.3
2015-06-25,1065.65
2015-06-26,1064.85
2015-06-29,1030.3
2015-06-30,1043.6
2015-07-01,1065.75
2015-07-02,1071.95
2015-07-03,1066.45
2015-07-06,1093.0
2015-07-07,1092.05
2015-07-08,1060.8
2015-07-09,1054.6
2015-07-10,1029.3
2015-07-13,1055.25
2015-07-14,1062.95
2015-07-15,1083.0
2015-07-16,1112.45
2015-07-17,1112.7
2015-07-20,1095.85
2015-07-21,1103.6
2015-07-22,1161.25
2015-07-23,1137.0
2015-07-24,1126.15
2015-07-27,1119.55
2015-07-28,1123.75
2015-07-29,1133.05
2015-07-30,1126.85
2015-07-31,1135.5
2015-08-03,1131.6
2015-08-04,1110.6
2015-08-05,1143.8
2015-08-06,1126.95
2015-08-07,1117.75
2015-08-10,1092.0
2015-08-11,1082.95
2015-08-12,1041.05
2015-08-13,1051.4
2015-08-14,1072.75
2015-08-17,1071.2
2015-08-18,1091.15
2015-08-19,1088.9
2015-08-20,1097.35
2015-08-21,1070.5
2015-08-24,978.85
2015-08-25,998.75
2015-08-26,992.9
2015-08-27,1031.65
2015-08-28,1007.95
2015-08-31,1006.55
2015-09-01,975.15
2015-09-02,964.75
2015-09-03,995.7
2015-09-04,944.6
2015-09-07,919.4
2015-09-08,950.7
2015-09-09,953.9
2015-09-10,956.7
2015-09-11,951.4
2015-09-14,955.3
2015-09-15,950.65
2015-09-16,963.4
2015-09-18,952.5
2015-09-21,947.4
2015-09-22,939.5
2015-09-23,922.15
2015-09-24,938.05
2015-09-28,951.85
2015-09-29,961.4
2015-09-30,937.15
2015-10-01,923.6
2015-10-05,909.0
2015-10-06,915.85
2015-10-07,949.2
2015-10-08,961.2
2015-10-09,954.4
2015-10-12,944.55
2015-10-13,946.85
2015-10-14,935.05
2015-10-15,931.9
2015-10-16,928.65
2015-10-19,936.1
2015-10-20,937.1
2015-10-21,933.95
2015-10-23,923.2
2015-10-26,910.55
2015-10-27,908.5
2015-10-28,912.25
2015-10-29,908.45
2015-10-30,891.4
2015-11-02,886.95
2015-11-03,896.9
2015-11-04,890.0
2015-11-05,871.5
2015-11-06,859.5
2015-11-09,838.15
2015-11-10,832.1
2015-11-11,848.9
2015-11-13,838.0
2015-11-16,833.55
2015-11-17,876.75
2015-11-18,856.7
2015-11-19,857.85
2015-11-20,869.6
2015-11-23,857.9
2015-11-24,856.1
2015-11-26,869.15
2015-11-27,866.95
2015-11-30,866.05
2015-12-01,879.5
2015-12-02,868.15
2015-12-03,869.7
2015-12-04,855.7
2015-12-07,842.2
