Date,SUDARSCHEM
2013-01-01,462.0
2013-01-02,462.05
2013-01-03,453.0
2013-01-04,450.75
2013-01-07,442.4
2013-01-08,439.95
2013-01-09,442.0
2013-01-10,442.15
2013-01-11,444.95
2013-01-14,444.0
2013-01-15,442.05
2013-01-16,442.0
2013-01-17,442.0
2013-01-18,431.9
2013-01-21,421.35
2013-01-22,424.85
2013-01-23,431.8
2013-01-24,435.0
2013-01-25,438.0
2013-01-28,440.0
2013-01-29,442.0
2013-01-30,442.0
2013-01-31,442.0
2013-02-01,431.05
2013-02-04,421.2
2013-02-05,421.45
2013-02-06,412.55
2013-02-07,407.15
2013-02-08,400.55
2013-02-11,395.35
2013-02-12,378.75
2013-02-13,370.65
2013-02-14,364.0
2013-02-15,379.5
2013-02-18,361.05
2013-02-19,358.0
2013-02-20,353.65
2013-02-21,359.45
2013-02-22,353.5
2013-02-25,347.65
2013-02-26,332.15
2013-02-27,333.65
2013-02-28,345.8
2013-03-01,336.1
2013-03-04,336.1
2013-03-05,335.0
2013-03-06,349.3
2013-03-07,344.15
2013-03-08,337.0
2013-03-11,330.0
2013-03-12,325.3
2013-03-13,311.6
2013-03-14,313.25
2013-03-15,306.8
2013-03-18,303.55
2013-03-19,303.15
2013-03-20,291.65
2013-03-21,292.05
2013-03-22,279.4
2013-03-25,279.65
2013-03-26,300.05
2013-03-28,310.0
2013-04-01,317.1
2013-04-02,309.0
2013-04-03,317.0
2013-04-04,314.0
2013-04-05,296.0
2013-04-08,295.0
2013-04-12,279.95
2013-04-17,261.45
2013-04-18,264.05
2013-04-23,266.0
2013-04-30,288.9
2013-05-02,270.2
2013-05-03,260.3
2013-05-06,262.2
2013-05-07,262.0
2013-05-08,280.0
2013-05-09,281.2
2013-05-10,280.6
2013-05-11,290.0
2013-05-13,299.0
2013-05-14,310.0
2013-05-15,310.0
2013-05-16,310.0
2013-05-17,305.95
2013-05-20,309.05
2013-05-21,290.0
2013-05-22,283.0
2013-05-23,295.0
2013-05-24,295.4
2013-05-27,297.0
2013-05-28,310.15
2013-05-29,309.9
2013-05-30,310.0
2013-05-31,310.0
2013-06-03,314.55
2013-06-04,300.0
2013-06-05,301.0
2013-06-07,299.65
2013-06-10,314.85
2013-06-12,291.0
2013-06-13,295.0
2013-06-14,292.0
2013-06-17,295.0
2013-06-18,292.0
2013-06-19,305.0
2013-06-20,323.0
2013-06-21,330.0
2013-06-24,300.0
2013-06-25,300.0
2013-06-26,299.85
2013-06-27,299.85
2013-06-28,348.0
2013-07-01,291.0
2013-07-05,296.85
2013-07-08,291.05
2013-07-10,301.0
2013-07-11,301.0
2013-07-12,300.0
2013-07-15,296.0
2013-07-16,293.0
2013-07-18,291.5
2013-07-22,295.0
2013-07-23,295.0
2013-07-24,292.0
2013-07-25,293.95
2013-07-26,294.95
2013-07-29,294.95
2013-07-30,295.0
2013-07-31,315.0
2013-08-02,290.0
2013-08-05,279.5
2013-08-06,282.85
2013-08-07,287.5
2013-08-08,290.0
2013-08-12,290.0
2013-08-13,300.0
2013-08-14,300.0
2013-08-16,300.0
2013-08-19,300.0
2013-08-20,300.0
2013-08-21,300.0
2013-08-22,300.0
2013-08-23,300.0
2013-08-26,300.0
2013-08-27,301.0
2013-08-28,302.0
2013-08-29,314.95
2013-08-30,308.0
2013-09-02,301.0
2013-09-03,304.0
2013-09-04,304.0
2013-09-06,300.0
2013-09-10,310.0
2013-09-11,303.9
2013-09-12,305.0
2013-09-13,305.0
2013-09-16,303.9
2013-09-17,290.05
2013-09-18,297.0
2013-09-19,300.0
2013-09-20,295.0
2013-09-23,294.0
2013-09-24,295.0
2013-09-25,289.05
2013-09-26,292.5
2013-09-27,299.9
2013-09-30,295.0
2013-10-01,292.5
2013-10-03,307.0
2013-10-04,311.0
2013-10-07,311.3
2013-10-08,320.0
2013-10-09,335.0
2013-10-10,351.75
2013-10-11,350.0
2013-10-14,350.0
2013-10-15,350.0
2013-10-18,350.0
2013-10-21,350.0
2013-10-22,364.0
2013-10-23,350.0
2013-10-24,351.0
2013-10-25,350.0
2013-10-28,367.5
2013-10-29,385.85
2013-10-30,390.1
2013-10-31,390.0
2013-11-03,390.0
2013-11-05,391.0
2013-11-06,403.0
2013-11-07,410.0
2013-11-08,403.0
2013-11-11,400.05
2013-11-12,400.0
2013-11-13,405.0
2013-11-14,405.0
2013-11-18,400.0
2013-11-19,400.0
2013-11-20,401.0
2013-11-21,409.85
2013-11-22,407.0
2013-11-25,406.0
2013-11-26,410.0
2013-11-27,410.0
2013-11-28,410.0
2013-11-29,410.0
2013-12-02,410.0
2013-12-03,407.0
2013-12-04,409.0
2013-12-05,410.0
2013-12-09,410.0
2013-12-10,415.0
2013-12-11,414.0
2013-12-13,402.1
2013-12-16,410.0
2013-12-17,410.0
2013-12-20,410.0
2013-12-23,411.5
2013-12-24,411.0
2013-12-26,411.3
2013-12-27,410.0
2013-12-31,415.0
2014-01-01,414.0
2014-01-02,397.0
2014-01-03,403.0
2014-01-06,414.8
2014-01-07,405.0
2014-01-08,405.1
2014-01-09,405.0
2014-01-10,405.0
2014-01-13,410.55
2014-01-14,426.75
2014-01-15,419.8
