Date,PCJEWELLER
2013-01-01,165.3
2013-01-02,175.4
2013-01-03,183.55
2013-01-04,187.75
2013-01-07,181.65
2013-01-08,177.5
2013-01-09,175.55
2013-01-10,166.1
2013-01-11,155.8
2013-01-14,172.2
2013-01-15,168.9
2013-01-16,163.9
2013-01-17,164.7
2013-01-18,161.75
2013-01-21,160.6
2013-01-22,155.9
2013-01-23,161.4
2013-01-24,153.95
2013-01-25,157.55
2013-01-28,162.0
2013-01-29,161.95
2013-01-30,158.0
2013-01-31,160.45
2013-02-01,159.8
2013-02-04,156.0
2013-02-05,152.55
2013-02-06,142.0
2013-02-07,142.4
2013-02-08,139.95
2013-02-11,124.2
2013-02-12,131.95
2013-02-13,140.35
2013-02-14,140.35
2013-02-15,139.8
2013-02-18,139.85
2013-02-19,141.35
2013-02-20,141.85
2013-02-21,137.3
2013-02-22,141.05
2013-02-25,133.55
2013-02-26,124.7
2013-02-27,126.05
2013-02-28,115.5
2013-03-01,108.9
2013-03-04,108.3
2013-03-05,121.1
2013-03-06,131.75
2013-03-07,126.85
2013-03-08,122.85
2013-03-11,123.95
2013-03-12,123.35
2013-03-13,121.35
2013-03-14,119.05
2013-03-15,118.0
2013-03-18,116.15
2013-03-19,111.65
2013-03-20,108.0
2013-03-21,106.0
2013-03-22,107.4
2013-03-25,109.55
2013-03-26,110.25
2013-03-28,114.35
2013-04-01,123.35
2013-04-02,121.6
2013-04-03,119.4
2013-04-04,112.7
2013-04-05,109.3
2013-04-08,109.3
2013-04-09,109.65
2013-04-10,109.6
2013-04-11,109.45
2013-04-12,107.6
2013-04-15,101.7
2013-04-16,101.7
2013-04-17,100.1
2013-04-18,101.3
2013-04-22,104.85
2013-04-23,105.95
2013-04-25,112.6
2013-04-26,113.55
2013-04-29,112.95
2013-04-30,111.0
2013-05-02,109.95
2013-05-03,109.9
2013-05-06,111.1
2013-05-07,112.0
2013-05-08,114.7
2013-05-09,116.85
2013-05-10,115.35
2013-05-11,115.9
2013-05-13,115.75
2013-05-14,113.7
2013-05-15,119.15
2013-05-16,122.8
2013-05-17,124.8
2013-05-20,117.9
2013-05-21,117.7
2013-05-22,115.3
2013-05-23,115.0
2013-05-24,112.25
2013-05-27,110.4
2013-05-28,112.1
2013-05-29,114.1
2013-05-30,113.2
2013-05-31,113.75
2013-06-03,116.15
2013-06-04,115.95
2013-06-05,115.05
2013-06-06,118.65
2013-06-07,116.4
2013-06-10,114.85
2013-06-11,107.0
2013-06-12,101.2
2013-06-13,100.9
2013-06-14,101.25
2013-06-17,99.95
2013-06-18,100.05
2013-06-19,99.2
2013-06-20,97.3
2013-06-21,97.95
2013-06-24,88.5
2013-06-25,90.35
2013-06-26,91.45
2013-06-27,93.0
2013-06-28,92.35
2013-07-01,93.4
2013-07-02,91.55
2013-07-03,89.35
2013-07-04,90.0
2013-07-05,88.85
2013-07-08,85.5
2013-07-09,82.15
2013-07-10,77.2
2013-07-11,78.75
2013-07-12,74.7
2013-07-15,72.85
2013-07-16,70.5
2013-07-17,69.6
2013-07-18,76.6
2013-07-19,73.3
2013-07-22,74.35
2013-07-23,88.2
2013-07-24,90.8
2013-07-25,87.7
2013-07-26,83.15
2013-07-29,80.55
2013-07-30,80.75
2013-07-31,79.1
2013-08-01,78.65
2013-08-02,84.2
2013-08-05,88.1
2013-08-06,85.6
2013-08-07,89.1
2013-08-08,91.85
2013-08-12,93.6
2013-08-13,95.0
2013-08-14,94.45
2013-08-16,87.4
2013-08-19,83.5
2013-08-20,79.9
2013-08-21,81.05
2013-08-22,78.45
2013-08-23,94.1
2013-08-26,90.1
