Date,SRHHYPOLTD
2013-03-01,37.55
2013-03-04,35.7
2013-03-05,36.0
2013-03-06,36.0
2013-03-07,34.95
2013-03-08,33.4
2013-03-11,31.95
2013-03-12,32.35
2013-03-13,33.35
2013-03-14,32.8
2013-03-15,32.9
2013-03-18,31.55
2013-03-19,31.0
2013-03-20,31.0
2013-03-21,29.95
2013-03-22,29.75
2013-03-25,29.75
2013-03-26,31.2
2013-03-28,32.5
2013-04-01,32.85
2013-04-02,32.7
2013-04-03,33.0
2013-04-04,31.8
2013-04-05,31.0
2013-04-11,29.45
2013-04-12,28.05
2013-04-15,28.05
2013-04-25,27.65
2013-04-29,27.65
2013-04-30,29.0
2013-05-02,28.45
2013-05-03,29.2
2013-05-06,27.85
2013-05-08,28.0
2013-05-09,27.0
2013-05-13,27.15
2013-05-15,29.0
2013-05-16,26.45
2013-05-17,28.0
2013-05-22,28.0
2013-05-30,25.65
2013-05-31,26.1
2013-06-05,26.0
2013-06-06,26.0
2013-06-10,28.0
2013-06-11,29.95
2013-06-26,27.0
2013-06-28,26.0
2013-07-01,25.0
2013-07-02,25.0
2013-07-04,23.5
2013-07-05,23.0
2013-07-10,23.0
2013-07-11,21.85
2013-07-12,20.8
2013-07-15,21.0
2013-07-16,21.05
2013-07-19,21.9
2013-07-25,20.85
2013-07-29,20.7
2013-08-07,20.2
2013-09-05,19.2
2013-09-10,20.15
2013-09-11,20.05
2013-09-13,20.95
2013-09-16,21.95
2013-09-19,21.5
2013-09-24,21.0
2013-09-27,21.5
2013-10-08,22.55
2013-10-09,23.65
2013-10-10,23.55
2013-11-07,22.4
2013-11-08,21.3
2013-11-11,20.25
2013-11-14,21.1
2013-11-20,20.5
2013-11-21,20.0
2013-11-25,20.9
2013-11-28,19.9
2013-11-29,20.85
2013-12-02,21.0
2013-12-03,20.6
2013-12-04,20.3
2013-12-05,19.3
2013-12-06,19.2
2013-12-09,19.6
2013-12-10,19.4
2013-12-11,19.3
2013-12-12,19.5
2013-12-13,19.0
2013-12-16,19.05
2013-12-17,19.5
2013-12-18,20.45
2013-12-19,21.45
2013-12-26,21.4
2013-12-31,21.05
2014-01-01,22.0
2014-01-02,23.05
2014-01-03,24.2
2014-01-07,26.6
2014-01-10,24.05
2014-01-13,23.05
2014-01-14,23.45
2014-01-15,25.4
2014-01-16,24.55
2014-01-17,24.6
2014-01-20,23.7
2014-01-21,22.05
2014-01-22,22.2
2014-01-23,22.2
2014-01-24,21.05
2014-01-27,20.25
2014-01-28,19.85
2014-01-29,20.6
2014-01-30,21.15
2014-01-31,20.65
2014-02-03,20.45
2014-02-04,21.0
2014-02-05,20.2
2014-02-06,21.6
2014-02-07,21.75
2014-02-10,20.1
2014-02-11,20.05
2014-02-12,20.0
2014-02-13,18.8
2014-02-14,16.95
2014-02-17,16.45
2014-02-18,17.25
2014-02-19,18.05
2014-02-20,17.15
2014-02-21,16.5
2014-02-24,16.25
2014-02-25,16.1
2014-02-26,16.5
2014-02-28,16.75
2014-03-03,16.0
2014-03-04,16.75
2014-03-05,16.55
2014-03-06,17.35
2014-03-07,17.3
2014-03-10,17.25
2014-03-11,18.95
2014-03-12,18.8
2014-03-13,18.5
2014-03-14,18.1
2014-03-18,18.2
2014-03-19,16.85
2014-03-20,17.15
2014-03-21,18.6
2014-03-22,18.8
2014-03-24,19.2
2014-03-25,21.05
2014-03-26,22.0
2014-03-27,21.25
2014-03-28,21.5
2014-03-31,21.0
2014-04-01,20.9
2014-04-02,21.3
2014-04-03,20.75
2014-04-04,20.65
2014-04-07,21.5
2014-04-09,20.9
2014-04-10,20.6
2014-04-11,21.1
2014-04-15,21.7
2014-04-16,21.15
2014-04-17,21.0
2014-04-21,20.1
2014-04-22,20.0
2014-04-23,20.0
2014-04-25,19.6
2014-04-28,19.85
2014-04-29,19.8
2014-04-30,19.75
2014-05-02,19.1
2014-05-05,20.05
2014-05-06,19.65
2014-05-07,20.6
2014-05-08,21.0
2014-05-09,20.65
2014-05-12,21.25
2014-05-13,21.5
2014-05-14,21.25
2014-05-15,20.2
2014-05-16,20.3
2014-05-19,21.65
2014-05-20,23.8
2014-05-21,23.3
2014-05-22,25.05
2014-05-23,27.35
2014-05-26,26.0
2014-05-27,24.7
2014-05-28,23.7
2014-05-29,24.6
2014-05-30,23.7
2014-06-02,24.05
2014-06-03,24.05
2014-06-04,24.05
2014-06-05,25.2
2014-06-06,26.05
2014-06-09,27.35
2014-06-10,26.5
2014-06-11,27.55
2014-06-12,27.15
2014-06-13,26.0
2014-06-16,25.1
2014-06-17,25.6
2014-06-18,26.2
2014-06-19,26.0
2014-06-20,26.4
2014-06-23,26.75
2014-06-24,27.5
2014-06-25,27.55
2014-06-26,26.45
2014-06-27,25.85
2014-06-30,25.55
2014-07-01,26.8
2014-07-02,28.1
2014-07-03,29.45
2014-07-04,29.2
2014-07-07,30.45
2014-07-08,29.7
2014-07-09,28.0
2014-07-10,28.6
2014-07-11,25.9
2014-07-15,26.85
2014-07-16,26.95
2014-07-17,26.7
2014-07-18,28.45
2014-07-21,26.25
2014-07-22,27.0
2014-07-23,26.1
2014-07-24,26.0
2014-07-25,25.95
2014-07-28,25.35
2014-07-30,24.05
2014-07-31,24.55
2014-08-01,25.4
2014-08-04,26.65
2014-08-05,27.2
2014-08-06,26.2
2014-08-07,26.45
2014-08-08,26.0
2014-08-12,26.95
2014-08-13,25.35
2014-08-14,26.95
2014-08-18,32.3
2014-08-19,38.75
2014-08-20,42.6
2014-08-21,44.85
2014-08-22,46.0
2014-08-25,49.7
2014-08-26,49.85
2014-08-27,51.05
2014-08-28,48.5
2014-09-01,50.7
2014-09-02,50.35
2014-09-03,47.85
2014-09-04,46.75
2014-09-05,49.05
2014-09-08,50.45
2014-09-09,52.25
2014-09-10,51.0
2014-09-11,50.45
2014-09-12,51.1
2014-09-15,53.35
2014-09-16,54.0
2014-09-17,52.55
2014-09-18,55.15
2014-09-19,57.9
2014-09-22,60.75
2014-09-23,63.5
