Date,SETFNN50
2017-10-24,296.45
2017-10-25,297.73
2017-10-26,300.75
2017-10-27,302.91
2017-10-30,306.9
2017-10-31,306.0
2017-11-01,308.95
2017-11-02,309.45
2017-11-03,310.4
2017-11-06,305.0
2017-11-07,300.81
2017-11-08,297.72
2017-11-09,298.1
2017-11-10,299.37
2017-11-13,296.68
2017-11-14,295.5
2017-11-15,292.93
2017-11-16,296.05
2017-11-17,299.95
2017-11-20,298.0
2017-11-21,301.0
2017-11-22,300.99
2017-11-23,301.38
2017-11-24,301.7
2017-11-27,302.01
2017-11-28,303.72
2017-11-29,303.0
2017-11-30,300.76
2017-12-01,298.1
2017-12-04,297.0
2017-12-05,297.91
2017-12-06,297.45
2017-12-07,297.75
2017-12-08,303.2
2017-12-11,303.9
2017-12-12,301.05
2017-12-13,298.72
2017-12-14,298.8
2017-12-15,300.65
2017-12-18,302.1
2017-12-19,307.24
2017-12-20,308.06
2017-12-21,308.48
2017-12-22,310.27
2017-12-26,310.54
2017-12-27,310.7
2017-12-28,311.29
2017-12-29,312.1
