Date,AMBUJACEM
2013-01-01,201.8
2013-01-02,204.25
2013-01-03,206.45
2013-01-04,206.1
2013-01-07,203.85
2013-01-08,202.0
2013-01-09,197.0
2013-01-10,191.75
2013-01-11,186.4
2013-01-14,190.05
2013-01-15,198.0
2013-01-16,197.6
2013-01-17,199.95
2013-01-18,198.7
2013-01-21,199.5
2013-01-22,198.3
2013-01-23,197.05
2013-01-24,197.25
2013-01-25,199.15
2013-01-28,197.05
2013-01-29,197.05
2013-01-30,200.25
2013-01-31,203.9
2013-02-01,198.8
2013-02-04,197.0
2013-02-05,202.05
2013-02-06,206.3
2013-02-07,199.95
2013-02-08,189.55
2013-02-11,188.4
2013-02-12,188.9
2013-02-13,189.9
2013-02-14,190.8
2013-02-15,192.15
2013-02-18,190.9
2013-02-19,193.5
2013-02-20,199.8
2013-02-21,197.2
2013-02-22,198.5
2013-02-25,200.35
2013-02-26,197.3
2013-02-27,197.55
2013-02-28,191.55
2013-03-01,192.55
2013-03-04,187.05
2013-03-05,194.55
2013-03-06,192.1
2013-03-07,190.1
2013-03-08,187.4
2013-03-11,187.1
2013-03-12,190.0
2013-03-13,188.1
2013-03-14,190.55
2013-03-15,187.85
2013-03-18,181.65
2013-03-19,178.75
2013-03-20,175.15
2013-03-21,168.9
2013-03-22,176.0
2013-03-25,172.8
2013-03-26,168.75
2013-03-28,174.2
2013-04-01,174.25
2013-04-02,177.05
2013-04-03,171.3
2013-04-04,167.6
2013-04-05,164.75
2013-04-08,168.35
2013-04-09,168.95
2013-04-10,170.1
2013-04-11,170.95
2013-04-12,175.95
2013-04-15,176.05
2013-04-16,180.45
2013-04-17,187.05
2013-04-18,189.3
2013-04-22,187.85
2013-04-23,186.0
2013-04-25,190.6
2013-04-26,187.55
2013-04-29,185.05
2013-04-30,186.55
2013-05-02,190.05
2013-05-03,188.8
2013-05-06,186.15
2013-05-07,185.25
2013-05-08,184.05
2013-05-09,187.15
2013-05-10,189.55
2013-05-11,189.25
2013-05-13,186.05
2013-05-14,186.1
