Date,INDORAMA
2013-01-01,26.55
2013-01-02,26.05
2013-01-03,28.05
2013-01-04,28.8
2013-01-07,29.8
2013-01-08,28.85
2013-01-09,27.8
2013-01-10,28.0
2013-01-11,27.05
2013-01-14,26.7
2013-01-15,26.35
2013-01-16,26.2
2013-01-17,26.9
2013-01-18,26.15
2013-01-21,27.0
2013-01-22,26.9
2013-01-23,26.1
2013-01-24,25.3
2013-01-25,25.5
2013-01-28,25.15
2013-01-29,25.15
2013-01-30,25.6
2013-01-31,24.85
2013-02-01,24.4
2013-02-04,23.95
2013-02-05,23.35
2013-02-06,23.8
2013-02-07,23.25
2013-02-08,22.8
2013-02-11,22.85
2013-02-12,22.2
2013-02-13,21.6
2013-02-14,21.25
2013-02-15,21.1
2013-02-18,21.1
2013-02-19,21.0
2013-02-20,20.7
2013-02-21,20.2
2013-02-22,19.95
2013-02-25,19.65
2013-02-26,19.5
2013-02-27,19.05
2013-02-28,18.95
2013-03-01,18.25
2013-03-04,17.95
2013-03-05,17.3
2013-03-06,17.35
2013-03-07,17.3
2013-03-08,18.25
2013-03-11,18.45
2013-03-12,19.05
2013-03-13,18.45
2013-03-14,17.85
2013-03-15,17.7
2013-03-18,17.25
2013-03-19,17.0
2013-03-20,16.25
2013-03-21,16.05
2013-03-22,16.05
2013-03-25,15.55
2013-03-26,15.35
2013-03-28,16.0
2013-04-01,16.0
2013-04-02,16.0
2013-04-03,15.75
2013-04-04,15.7
2013-04-05,15.95
2013-04-08,16.05
2013-04-09,16.05
2013-04-10,16.05
2013-04-11,16.1
2013-04-12,16.15
2013-04-15,16.4
2013-04-16,16.3
2013-04-17,16.15
2013-04-18,16.45
2013-04-22,17.3
2013-04-23,17.5
2013-04-25,17.55
2013-04-26,17.2
2013-04-29,17.1
2013-04-30,16.85
2013-05-02,17.9
2013-05-03,17.65
2013-05-06,18.4
2013-05-07,19.05
2013-05-08,18.85
2013-05-09,18.8
2013-05-10,18.2
2013-05-11,17.6
2013-05-13,17.1
2013-05-14,17.2
2013-05-15,17.5
2013-05-16,17.2
2013-05-17,17.2
2013-05-20,16.9
2013-05-21,17.4
2013-05-22,17.1
2013-05-23,16.9
2013-05-24,17.0
2013-05-27,17.15
2013-05-28,16.8
2013-05-29,16.5
2013-05-30,16.8
2013-05-31,16.25
2013-06-03,16.3
2013-06-04,16.05
2013-06-05,15.65
2013-06-06,15.9
2013-06-07,16.15
2013-06-10,16.2
2013-06-11,15.4
2013-06-12,15.3
2013-06-13,15.3
2013-06-14,15.9
2013-06-17,16.25
2013-06-18,16.1
2013-06-19,16.0
2013-06-20,15.7
2013-06-21,15.55
2013-06-24,15.15
2013-06-25,14.4
2013-06-26,13.65
2013-06-27,13.5
2013-06-28,14.05
2013-07-01,14.3
2013-07-02,14.25
2013-07-03,14.35
2013-07-04,14.35
2013-07-05,14.5
2013-07-08,14.35
2013-07-09,14.6
2013-07-10,14.55
2013-07-11,15.0
2013-07-12,14.65
2013-07-15,14.7
2013-07-16,14.6
2013-07-17,14.85
2013-07-18,14.55
2013-07-19,14.45
2013-07-22,14.45
2013-07-23,14.5
2013-07-24,14.25
2013-07-25,14.35
2013-07-26,14.35
2013-07-29,14.5
2013-07-30,14.15
2013-07-31,14.1
2013-08-01,14.6
2013-08-02,14.6
2013-08-05,14.15
2013-08-06,13.6
2013-08-07,13.0
2013-08-08,12.95
2013-08-12,13.15
2013-08-13,13.6
2013-08-14,13.25
2013-08-16,13.45
2013-08-19,13.0
2013-08-20,13.1
2013-08-21,13.25
2013-08-22,12.95
2013-08-23,13.2
2013-08-26,13.5
2013-08-27,13.85
2013-08-28,13.7
2013-08-29,13.3
2013-08-30,13.35
2013-09-02,13.45
2013-09-03,13.3
2013-09-04,13.6
2013-09-05,14.45
2013-09-06,14.7
2013-09-10,14.95
2013-09-11,14.9
2013-09-12,15.25
2013-09-13,16.45
2013-09-16,16.1
2013-09-17,16.45
2013-09-18,16.8
2013-09-19,17.05
2013-09-20,16.25
2013-09-23,16.5
2013-09-24,16.0
2013-09-25,15.75
2013-09-26,16.5
2013-09-27,15.9
2013-09-30,16.0
2013-10-01,15.9
2013-10-03,16.2
2013-10-04,17.15
2013-10-07,19.3
2013-10-08,18.55
2013-10-09,18.75
2013-10-10,18.25
2013-10-11,17.35
2013-10-14,18.25
2013-10-15,17.85
2013-10-17,18.7
2013-10-18,18.3
2013-10-21,18.25
2013-10-22,19.05
2013-10-23,19.0
2013-10-24,18.95
2013-10-25,18.3
2013-10-28,17.9
2013-10-29,18.4
2013-10-30,18.05
2013-10-31,18.75
2013-11-01,18.15
2013-11-03,18.35
2013-11-05,18.3
2013-11-06,18.5
2013-11-07,18.25
2013-11-08,18.05
2013-11-11,17.75
2013-11-12,17.55
2013-11-13,17.2
2013-11-14,16.0
2013-11-18,16.25
2013-11-19,16.3
2013-11-20,17.05
2013-11-21,16.55
2013-11-22,16.55
2013-11-25,16.25
2013-11-26,16.65
2013-11-27,16.4
2013-11-28,16.6
2013-11-29,17.05
2013-12-02,17.1
2013-12-03,16.95
2013-12-04,16.7
2013-12-05,16.75
2013-12-06,17.0
2013-12-09,16.65
2013-12-10,16.65
2013-12-11,16.35
2013-12-12,16.55
2013-12-13,15.9
2013-12-16,15.4
2013-12-17,15.85
2013-12-18,15.85
2013-12-19,16.05
2013-12-20,16.0
2013-12-23,15.95
2013-12-24,16.0
2013-12-26,16.55
2013-12-27,16.35
2013-12-30,17.25
2013-12-31,18.85
2014-01-01,18.9
2014-01-02,18.75
2014-01-03,18.85
2014-01-06,17.25
2014-01-07,16.75
2014-01-08,16.2
2014-01-09,15.5
2014-01-10,14.9
2014-01-13,14.5
2014-01-14,13.85
2014-01-15,13.75
2014-01-16,13.7
2014-01-17,13.5
2014-01-20,15.0
2014-01-21,14.65
2014-01-22,15.25
2014-01-23,15.3
2014-01-24,14.95
2014-01-27,15.2
2014-01-28,14.9
2014-01-29,14.75
2014-01-30,14.3
2014-01-31,14.45
2014-02-03,14.25
2014-02-04,14.35
2014-02-05,15.75
2014-02-06,15.85
2014-02-07,15.35
2014-02-10,15.55
2014-02-11,16.1
2014-02-12,17.3
2014-02-13,16.05
2014-02-14,15.95
2014-02-17,15.85
2014-02-18,15.7
2014-02-19,16.0
2014-02-20,15.5
2014-02-21,15.8
2014-02-24,15.7
2014-02-25,16.0
2014-02-26,15.75
2014-02-28,15.6
2014-06-30,25.4
2014-07-01,26.65
2014-07-02,26.1
2014-07-03,25.95
2014-07-04,26.1
2014-07-07,26.5
2014-07-08,25.2
2014-07-09,25.45
2014-07-10,24.25
2014-07-11,23.5
2014-07-14,23.5
2014-07-15,24.05
2014-07-16,24.2
2014-07-17,24.2
2014-07-18,24.45
2014-07-21,24.9
2014-07-22,25.4
2014-07-23,23.8
2014-07-24,24.05
2014-07-25,23.85
2014-07-28,22.9
2014-07-30,22.95
2014-07-31,23.5
2014-08-01,22.85
2014-08-04,23.45
2014-08-05,23.2
2014-08-06,23.1
2014-08-07,22.6
2014-08-08,22.25
2014-08-11,22.8
2014-08-12,22.9
2014-08-13,22.3
2014-08-14,21.75
2014-08-18,22.3
2014-08-19,22.85
2014-08-20,22.65
2014-08-21,22.65
2014-08-22,22.55
2014-08-25,22.7
2014-08-26,22.35
2014-08-27,22.35
2014-08-28,21.8
2014-09-01,22.0
2014-09-02,24.2
2014-09-03,24.05
2014-09-04,23.65
2014-09-05,23.55
2014-09-08,24.25
2014-09-09,24.95
2014-09-10,25.9
2014-09-11,27.35
2014-09-12,27.95
2014-09-15,28.4
2014-09-16,25.95
2014-09-17,25.8
2014-09-18,26.45
2014-09-19,25.95
2014-09-22,26.0
2014-09-23,25.7
2014-09-24,24.85
2014-09-25,23.75
2014-09-26,23.5
2014-09-29,23.8
2014-09-30,23.5
2014-10-01,23.85
2014-10-07,23.1
2014-10-08,22.9
2014-10-09,23.25
2014-10-10,23.05
2014-10-13,22.85
2014-10-14,23.25
2014-10-16,22.55
2014-10-17,22.7
2014-10-20,23.05
2014-10-21,23.1
2014-10-22,23.25
2014-10-23,23.4
2014-10-27,23.55
2014-10-28,23.5
2014-10-29,24.0
2014-10-30,23.6
2014-10-31,24.05
2014-11-03,24.2
2014-11-05,24.45
2014-11-07,23.45
2014-11-10,23.3
2014-11-11,23.6
2014-11-12,23.5
2014-11-13,22.9
2014-11-14,21.6
2014-11-17,20.5
2014-11-18,20.7
2014-11-19,20.35
2014-11-20,19.9
2014-11-21,19.9
2014-11-24,19.5
2014-11-25,19.05
2014-11-26,19.9
2014-11-27,19.9
2014-11-28,20.1
2014-12-01,20.15
2014-12-02,20.5
2014-12-03,20.7
2014-12-04,22.4
2014-12-05,22.65
2014-12-08,22.5
2014-12-09,21.35
2014-12-10,20.95
2014-12-11,20.0
2014-12-12,19.8
2014-12-15,20.75
2014-12-16,20.0
2014-12-17,19.75
2014-12-18,20.6
2014-12-19,20.55
2014-12-22,21.2
2014-12-23,21.0
2014-12-24,20.8
2014-12-26,20.6
2014-12-29,21.0
2014-12-30,21.7
2014-12-31,22.25
2015-01-01,22.9
2015-01-02,21.9
2015-01-05,22.0
2015-01-06,21.3
2015-01-07,21.05
2015-01-08,21.4
2015-01-09,21.5
2015-01-12,22.1
2015-01-13,22.55
2015-01-14,21.75
2015-01-15,21.9
2015-01-16,21.25
2015-01-19,21.45
2015-01-20,21.5
2015-01-21,21.7
2015-01-22,22.15
2015-01-23,21.45
2015-01-27,21.75
2015-01-28,22.05
2015-01-29,21.7
2015-01-30,21.25
2015-02-02,21.15
2015-02-03,21.55
2015-02-04,21.4
2015-02-05,21.25
2015-02-06,20.55
2015-02-09,20.3
2015-02-10,20.3
2015-02-11,20.55
2015-02-12,21.25
2015-02-13,20.45
2015-02-16,19.5
2015-02-18,19.45
2015-02-19,19.85
2015-02-20,19.55
2015-02-23,19.6
2015-02-24,19.55
2015-02-25,20.15
2015-02-26,20.0
2015-02-27,21.25
2015-02-28,20.55
2015-03-02,20.35
2015-03-03,20.8
2015-03-04,20.25
2015-03-05,20.4
