Date,CPSEETF
20140404,-0.04905502054093925
20140407,-0.05645841734183778
20140409,0.14202298451307782
20140410,0.09866875318606683
20140411,0.6482542689183121
20140415,-0.659224315816316
20140416,-0.2656459220288696
20140417,0.20911659763107537
20140421,-0.010627708677278025
20140422,-0.9729082759200582
20140423,0.20771772144341744
20140425,-0.15531342609053744
20140428,0.677538410650369
20140429,-0.47026004059148857
20140430,-0.35568272766881814
20140502,-0.8918176730419526
20140505,-0.8746101128799069
20140506,-0.6457439699545463
20140507,-0.35647058716723085
20140508,-0.04369520883943562
20140509,-0.12845535516840867
20140512,-1.7202564356989223
20140513,-0.5505316174956971
20140514,-0.12744761246344538
20140515,-0.8551419086635351
20140516,-1.5844844940493208
20140519,-4.697259830542526
20140520,3.2438147580636727
20140521,0.6876290111996195
20140522,-1.2677711122326252
20140523,1.187531030174901
20140526,-1.046375995413257
20140527,2.0435154324163047
20140528,0.7376230747219477
20140529,0.7119845587771358
20140530,0.541517652350926
20140602,-1.3752738699649782
20140603,0.1511017892286748
20140604,0.75057638541972
20140605,-0.9215993687129749
20140606,-2.594663454482589
20140609,-0.6543006104869962
20140610,1.1636880970578725
20140611,0.7703773349026544
20140612,0.8025850116586942
20140613,-0.08763439412713492
20140616,-1.2323472840917262
20140617,-1.6784497232230426
20140618,-0.2572183971393387
20140619,1.7535967344538537
20140620,-0.4534231524659742
20140623,-0.9498564068194002
20140624,-1.186411491247786
20140625,-0.6634990640380576
20140626,1.462622046317595
20140627,0.9293579930817174
20140630,-0.43674494704856914
20140701,0.2232568757195933
20140702,0.3967590866921935
20140703,0.26492198511685305
20140704,0.07186522884066349
20140707,0.09101525522091855
20140708,1.3204945088516458
20140709,-0.381965161058993
20140710,-0.8425372488562277
20140711,1.4889660635127207
20140714,-0.6853144953054096
20140715,-0.781708465327285
20140716,1.5039963149670408
20140717,0.2504610728979894
20140718,0.8013598963508597
20140721,0.2736050966897865
20140722,0.6129421484775492
20140723,0.36398962694036063
20140724,0.8010902945867163
20140725,0.5196160687912561
20140728,1.3829392207836404
20140730,-0.3169061184400872
20140731,-0.49666836760993294
20140801,-0.016686196211103566
20140804,-0.0640084453429206
20140805,0.21046462350036493
20140806,-0.5124698440842455
20140807,-0.796642866398696
20140808,0.6675453706674659
20140811,0.42878562279828736
20140812,-1.521176031027182
20140813,1.789921980344949
20140814,-0.29553464890667946
20140818,-1.945096939658228
20140819,0.5279442394643885
20140820,0.49468925268111597
20140821,0.7254182557724955
