Date,MTEDUCARE
20130102,0.6963858608705601
20130103,-6.5081216893305
20130104,1.4853934573341423
20130107,1.3273599456629346
20130108,-1.7439267216499077
20130109,0.5227865191531138
20130110,0.9532753126883838
20130111,1.8817435171581312
20130114,-0.8193984833828476
20130115,1.9758946789000993
20130116,-1.2137511939455043
20130117,1.0277543428046454
20130118,0.3659762515231268
20130121,-2.075557660668428
20130122,0.18635840034349438
20130123,-0.377263497922284
20130124,3.7858983048763886
20130125,0.46937649056546693
20130128,5.706039672031697
20130129,0.814156711485113
20130130,-3.372112609074766
20130131,1.6439434841608291
20130201,3.6652504250421822
20130204,4.030431978164303
20130205,-3.875977664794656
20130206,-1.836668318776164
20130207,-1.6300130144542702
20130208,-3.184181918137874
20130211,0.6359950892100875
20130212,1.8851249557829448
20130213,-3.9572436710975265
20130214,1.2271841467879163
20130215,2.188162985088076
20130218,-1.5878363822391952
20130219,0.7246015116351372
20130220,-1.031435608938724
20130221,-2.1452748940846744
20130222,1.227192107384513
20130225,1.944615743407044
20130226,2.204742322576535
20130227,2.2876395570027004
20130228,-1.7441044937212073
20130301,-0.7254225831233687
20130304,0.2150828233838351
20130305,0.13761190384992483
20130306,0.05510901167486559
20130307,0.9048861363402659
20130308,2.313721567635533
20130311,1.214024423388545
20130312,0.8901410685158735
20130313,2.4007787361844444
20130314,2.023246534602442
20130315,3.0965391180362927
20130318,1.8524707867467634
20130319,1.2875292102443288
20130320,-2.8819659002286273
20130321,0.9898791667559572
20130322,7.281172396259366
20130325,-0.6620794370130959
20130326,-5.228242828032302
20130328,-6.610403425555759
20130401,-4.672057439498555
20130402,1.5652672097344074
20130403,2.656898946954077
20130404,0.06900609535398594
20130405,-0.7265737283355647
20130408,-0.712096156797207
20130409,-1.6013236760941358
20130410,-2.203450815936886
20130411,-1.4963710012709983
20130412,0.2651451846826105
20130415,0.11929575083242289
20130416,0.665443223931458
20130417,-3.6995404352398
20130418,-3.162322930315903
20130422,-3.014185274577729
20130423,3.7144488175555566
20130425,0.5463635916963377
20130426,1.720277123419406
20130429,-0.13915404394211528
20130430,-3.299148170122629
20130502,-7.0329371898447
20130503,1.4411403362039734
20130506,-0.35593913130943666
20130507,-0.0833589049818424
20130508,0.036354762118199935
20130509,0.3250095980289438
20130510,-1.8122141361932442
20130511,1.3501745993155208
20130513,2.061509634191408
20130514,-4.186217737983825
20130515,3.6291723777849003
20130516,-0.9976367465188106
20130517,3.717409244164952
20130520,-3.155915194000906
20130521,-5.141733974853435
20130522,2.3708305695156473
20130523,-2.1287182661952992
20130524,1.9321624253724847
20130527,-3.203862382458529
20130528,-0.004948652352565086
20130529,-0.12412897316740171
20130530,1.7899920614482319
20130531,1.8118078427430373
20130603,-4.689145851980963
20130604,-1.2357572678132942
20130605,0.8083615889140464
20130606,-3.664008555510894
20130607,2.0996757534508568
20130610,-2.383107259776048
20130611,-1.3083267986761715
20130612,-0.2838832455601249
20130613,-1.1636390488773907
20130614,2.3532980502129544
20130617,1.2963851596221234
20130618,0.5135342689186
20130619,0.07649136093936365
20130620,-0.4848618266517406
20130621,1.34404386002699
20130624,-2.909964721753162
20130625,0.28857987683906094
20130626,-0.4494264158664931
20130627,0.2786875649973674
20130628,0.8287256938014573
20130701,-0.41556209584515047
20130702,-1.2163783621297242
20130703,-1.2268510080338464
20130704,0.380823229335573
20130705,-0.48963691119768893
20130708,-3.7004618675300716
20130709,-4.524313784301962
20130710,-1.2087348146436896
20130711,2.2227566821321507
20130712,1.8906580955270478
20130715,-2.1167696796206688
20130716,1.5010682707028622
20130717,0.6737137836655595
20130718,0.8071527565543595
20130719,-2.3920117808644643
20130722,1.0985429561263935
20130723,0.35608834437075526
20130724,1.9377259701845753
20130725,1.7967535508340182
20130726,-0.024440158469571482
20130729,3.613998477017746
20130730,-0.9752829894759708
20130731,-1.9458130716881639
20130801,3.413300997684238
20130802,-3.4485645246529746
20130805,-3.5976931631850766
20130806,-4.6413053698969176
20130807,-1.1823442214236226
20130808,-1.1782205791789928
20130812,-1.8490063497107925
20130813,5.162507652939478
20130814,2.360006371931631
20130816,-0.19009234983444134
20130819,-0.39118400288105315
20130820,0.26088037011099763
20130821,-1.833287212719136
20130822,-0.9459422788980576
20130823,0.9007512913666065
20130826,1.1678089520594523
20130827,-2.582536919762329
20130828,-1.999257670134189
20130829,-0.3364673688025639
20130830,1.5180695189269233
20130902,-1.1111109081919088
20130903,-1.19406953174148
20130904,-0.16242629202704761
20130905,1.3001009073653378
20130906,-1.4869280703793217
