Date,VISESHINFO
20130301,2.9815094643599434
20130304,4.111143077831235
20130305,2.441149364722107
20130306,4.510333503918597
20130307,9.463381213744126
20130308,0.9373926570729068
20130311,1.3064915642773167
20130312,1.2149765942246997
20130313,-0.3302101313251944
20130314,-0.6283953745418733
20130315,-1.5148328408540137
20130318,-1.547585091862563
20130319,7.376460687200529
20130320,5.023320626162116
20130321,5.1320574568464306
20130322,0.09644662343799748
20130325,8.086222381842184
20130326,6.198989762441219
20130328,5.6463673284963605
20130401,8.190336214693165
20130402,6.52939349156693
20130403,5.886211957590271
20130404,6.247796069312503
20130405,6.592456396156299
20130408,5.7510889412788835
20130409,6.362278035813384
20130410,4.381869222911346
20130411,6.553642884825751
20130412,5.866285114622935
20130415,6.748792732128575
20130416,6.2558277440971795
20130417,7.8330942042428955
20130418,7.102762609794002
20130422,5.470393565586157
20130423,8.613916129989203
20130425,7.388618765082732
20130426,8.409798615229716
20130429,7.191985883220516
20130430,9.584162135002465
20130502,7.23222056028475
20130503,8.06775345068809
20130506,10.252312829549727
20130507,4.254968511675076
20130508,3.65846389565719
20130509,11.05095414688828
20130510,3.2940851937883857
20130511,-3.394546944459562
20130513,10.744766030547359
20130514,-5.9401230429295975
20130515,-4.306060894476686
20130516,-3.2651221206556498
20130517,-1.9843172960392659
20130520,-1.9708662022217345
20130521,-1.9416414563637194
20130522,-2.83443402239405
20130523,-2.9778717074557814
20130524,-1.6836807531931282
20130527,-2.2507867936214607
20130528,-0.07146693503599355
20130529,-0.9914561265660211
20130530,-0.6776892836257873
20130531,-1.9446364440044892
20130603,-1.2953379876667435
20130604,-0.007026697333053722
20130605,-1.2247481330360572
20130606,-0.17792720798826211
20130830,69.61207279823526
20130902,2.885199867376453
20130903,-5.86882365639589
20130904,-6.030515216615646
20130905,-6.248458490325831
20130906,-4.138750170905794
20130910,3.3646612492124137
20130911,4.6252736790611255
20130912,-2.702745492128095
20130913,4.0983712170064
20130916,9.498496981183012
20130917,10.46017811740487
20130918,10.30703104627536
20130919,0.9616411959338791
20130920,11.68225389912772
20130923,12.877486027283684
20130924,3.6943368412761166
20130925,12.64899239665245
20130926,16.57816609562159
20130927,15.954139091433646
20130930,-10.530269790386175
20131001,-8.107266623454324
20131003,14.564582316465351
20131004,15.857568939720679
20131007,3.9033708753648266
20131008,4.500713673331123
20131009,4.10302853113642
20131010,4.179345226798321
20131011,4.0074840620000005
20131014,18.072623181733643
20131015,-14.017877245288044
20131017,4.179312478515025
