Date,WELENT
20130102,0.8020417840088326
20130103,-0.4886434351856541
20130104,1.2526346540524331
20130107,-0.1345622782425656
20130108,3.8720025516653553
20130109,-0.002068006179075127
20130110,0.9058943629961744
20130111,-1.533244950206656
20130114,2.888515833086004
20130115,1.0803699087811425
20130116,4.585313670752464
20130117,-2.8408780390481936
20130118,-0.5478204360408009
20130121,-2.1704974495241394
20130122,1.216541056412438
20130123,-2.234422887111588
20130124,0.17795662711996663
20130125,1.9586978691007921
20130128,-0.7824057919660662
20130129,1.5507455045628542
20130130,-0.9219613731090032
20130131,2.8581028264062245
20130201,-2.583618609103615
20130204,0.7372484978003355
20130205,2.8229847101515215
20130206,0.8920067931539511
20130207,-3.6826602349796946
20130208,4.464432244704769
20130211,2.935858150528139
20130212,9.056600695022308
20130213,-1.4967775317724004
20130214,2.546656811498253
20130215,-6.2238432030399355
20130218,5.549900688414291
20130219,-2.368263344485803
20130220,1.7169461949231268
20130221,-0.5056131510227168
20130222,-2.27680106171511
20130225,1.7856910853737191
20130226,-0.5630051433459706
20130227,17.51624485575779
20130228,10.023384156754886
20130301,6.641156199638626
20130304,-0.5982118299237769
20130305,-5.82330482924856
20130306,-5.3114477236682145
20130307,-2.7527907648097996
20130308,-0.6681940341164536
20130311,-0.3810704982722833
20130312,3.4160523936600025
20130313,1.6577315923752696
20130314,-5.2851768088333575
20130315,4.487958272800645
20130318,2.732686281246888
20130319,3.9733441931646
20130320,-4.563089977732573
20130321,1.6188820998428985
20130322,-0.5146806241239732
20130325,7.742704296203592
20130326,-9.470435888960688
20130328,-7.668835693713921
20130401,-2.645111955178343
20130402,-7.752710027545312
20130403,-4.9265928471620715
20130404,-2.5798160508883763
20130405,4.477202408749163
20130408,3.638914748324394
20130409,3.9406682951863883
20130410,0.9852122771717763
20130411,-3.0359272377726243
20130412,0.40395244169303723
20130415,3.9453591533289174
20130416,-0.30237305255548
20130417,1.0773645101593314
20130418,4.860738992045183
20130422,-2.2614838162888677
20130423,-0.5208370642728317
20130425,-4.688526280769553
20130426,-0.767604124430594
20130429,-4.366249421348407
20130430,-4.004244680332327
20130502,-4.664527471190896
20130503,-5.50385191128945
20130506,-4.253034723430616
20130507,1.557044695660569
20130508,5.587025168870694
20130509,1.9484504498956263
20130510,1.761341723803804
20130511,-0.6545958312777937
20130513,-0.591400500180211
20130514,-1.909491110038772
20130515,-0.8785966691551326
20130516,-1.8475881996477683
20130517,5.014962878850271
20130520,3.5631529907363566
20130521,0.5733011661593782
20130522,3.4028362843760056
20130523,-1.8065572783520563
20130524,3.4260238223293547
20130527,3.1402268675047194
20130528,-3.0901251816194324
20130529,2.160010122540014
20130530,1.468829396587091
20130531,1.624037522604545
20130603,-1.2132981306537691
20130604,-4.079926362414616
20130605,-4.830680234100511
20130606,-4.359488379905307
20130607,-4.616935712801982
20130610,-2.8806092053121564
20130611,-3.1013841295322457
20130612,-5.384780756104681
20130613,-5.52194248178509
20130614,3.447401541884976
20130617,-4.705243959066674
20130618,5.002526092810163
20130619,5.69145173838592
