Date,CYBERTECH
20130102,1.1204264307472251
20130103,-1.211791026853251
20130104,1.3432492409950174
20130107,1.5502567281746038
20130108,0.7144282106624785
20130109,-4.0156475221458425
20130110,-2.6180711336964277
20130111,-2.717446014664798
20130114,0.6539864551162291
20130115,0.2649890088716072
20130116,0.608280165776838
20130117,3.015116923226161
20130118,-5.448236077915897
20130121,3.951046373126991
20130122,-1.5611508707198245
20130123,0.33967318425461546
20130124,-3.48302423478298
20130125,-0.037741381492137016
20130128,2.7247044729137864
20130129,0.8140201881387309
20130130,-0.8021117747304795
20130131,1.753200330666427
20130201,-1.4814337326964928
20130204,0.4787399108328225
20130205,0.5705987093069391
20130206,-2.1005050890056154
20130207,1.7084301144486695
20130208,-0.49937503108144427
20130211,-1.8569668155905903
20130212,-1.7645288847290843
20130213,2.130587029016537
20130214,-1.7587981456190298
20130215,-15.702097729712111
20130218,4.885469628861669
20130219,2.503745854330951
20130220,3.1229890130557267
20130221,-2.448746299258498
20130222,0.19958003011165268
20130225,-0.9795928578990143
20130226,-0.5221552226430184
20130227,-0.8857691749255052
20130228,0.7267225700592592
20130301,-1.8807212513611178
20130304,-2.516872154703315
20130305,3.8714010351539563
20130306,1.8912094348170947
20130307,-1.1541298247470393
20130308,2.461237518077488
20130311,-1.66356343114238
20130312,-0.9143266007212869
20130313,-1.0502766918751258
20130314,-0.33898381774307557
20130315,1.5445392668238647
20130318,-1.1192083653477616
20130319,-0.8658249280847351
20130320,-0.6710127753006296
20130321,-0.8778839448651929
20130322,1.1048937648945636
20130325,2.108802636844943
20130326,4.185098327605957
20130328,-4.303975784373938
20130401,-0.3719731546477081
20130402,-2.25442568651004
20130403,1.4778989793701296
20130404,0.6195235172072291
20130405,-1.0580109697674327
20130408,-0.8184764652522275
20130409,2.367048811397118
20130410,-0.0728897305135448
20130411,-7.421724750291248
20130412,2.9075359813930963
20130415,-1.1059738682228208
20130416,-2.320381003834071
20130417,3.5798554757616534
20130418,-2.650499076320726
20130422,1.4926459853974614
