Date,MANAKCOAT
20150416,-0.9743673994034617
20150417,-6.333884101698005
20150420,15.530292263249882
20150421,3.69659031011059
20150422,4.504924674524255
20150423,7.161147553679864
20150424,1.3170439991730203
20150427,7.063751971468709
20150428,2.665137254333419
20150429,-2.7047667148835015
20150430,-4.344175675324336
20150504,3.006848555778178
20150505,-3.728457614802953
20150506,2.8777792878356703
20150507,2.875748410358585
20150508,5.409417392245473
20150511,4.708731476840001
20150512,-0.8543384238978624
20150513,5.272200428507686
20150514,4.781592139800481
20150515,6.247650961588428
20150518,5.75487760710628
20150519,0.1714864641383982
20150520,4.414107292618648
20150521,4.2305085375644556
20150522,5.138840373172071
20150525,4.515858567466688
20150526,0.3303569633715027
20150527,3.5720503133550063
20150528,0.9386876633336844
20150529,5.354824338626743
20150601,-4.560885358527547
20150602,-1.1447756861015952
20150603,3.110677430552022
20150604,4.306558030146553
20150605,-3.3863784950545854
20150608,3.065069389806853
20150610,-2.810110637137688
20150611,-3.505845156650851
20150612,3.5431592364641586
20150615,-3.4241715126527144
20150616,4.241224973000421
20150617,5.469293078866768
20150618,4.921307884065285
20150619,4.654950682864097
20150622,-3.5037224615112916
20150623,4.689763885706329
20150624,5.105431945586334
20150625,-2.946578942501887
20150626,5.52457664076526
20150629,4.215030682345413
20150630,5.2164448664845295
20150701,4.367046443176902
20150702,4.6165598959466845
20150703,4.291561778134992
20150706,5.315673108520153
20150707,-3.359615210510448
20150708,-3.6576007315959704
20150709,-3.7489508938226184
20150710,-3.510258236253119
20150713,-2.154987216291792
20150714,-2.5035200826442816
20150715,-4.135025686681609
20150716,-3.7761657885562006
20150717,-4.361633875001101
20150720,-2.996274349618009
20150721,-4.901481108983494
20150722,-2.918609850215577
20150723,-3.453614002403245
20150724,-0.7625002266323927
20150727,4.898253818504465
20150728,5.283937310273187
20150729,-2.1132182059159046
20150730,2.9463149317439603
20150731,-3.2604726268349933
20150803,1.0109038373363726
20150804,4.53005234547682
20150805,3.8910252542157986
20150806,0.9595031810097265
20150807,4.138848523351543
20150810,4.672776662838063
20150908,8.930934975102522
20150909,4.496464994044089
20150910,5.200034990604152
20150911,-1.2112306189839754
20150914,-1.4919601528683168
20150915,-3.3508022719823365
