Date,BERGEPAINT
20130102,0.5683686656610693
20130103,-0.3058852836466548
20130104,1.422858788430512
20130107,1.4703120710417208
20130108,0.3407080990832304
20130109,0.9537397440536279
20130110,-1.1575975169578732
20130111,-0.0550781230353341
20130114,1.6969325517186147
20130115,-8.37589676048375
20130116,2.714606873005206
20130117,-0.22590528891958786
20130118,-1.9221562451810121
20130121,-1.157111179140506
20130122,-3.680284097257161
20130123,-3.047054401517605
20130124,-1.7631535276431125
20130125,0.6030455133516766
20130128,2.226484935567993
20130129,0.2819917893936069
20130130,-1.1521243668741497
20130131,-1.0373302971780118
20130201,-3.996886105264057
20130204,-2.155304018523196
20130205,-4.928098525125187
20130206,3.7383326558832675
20130207,4.824609635602094
20130208,2.6173658650913585
20130211,-1.8330450620943426
20130212,-4.1921612130905395
20130213,-1.4746882333299127
20130214,-0.43001585046443297
20130215,-1.146745826204421
20130218,-3.4017377683952055
20130219,-3.3515549129345685
20130220,-1.8440852477573684
20130221,-1.2731112673898928
20130222,0.23195046724550394
20130225,6.411548852107102
20130226,-4.77294191564491
20130227,-0.42509591680603426
20130228,2.491742124139423
20130301,-1.5210627249693083
20130304,0.5934207873535863
20130305,1.2011476442946285
20130306,-0.15819224914962082
20130307,-1.4535774016701288
20130308,-2.9640689835880716
20130311,-2.132855656929978
20130312,3.333410359633257
20130313,1.4831326663762265
20130314,1.6063787337529325
20130315,-0.2433786785713991
20130318,-2.918682198590014
20130319,-1.3744132584346664
20130320,2.888075207000701
20130321,-1.8310421571532025
20130322,-2.1527637174422916
20130325,-1.2394613828478116
20130326,-0.09579878383955504
20130328,2.222373490158801
20130401,0.7492287597949604
20130402,-2.1129412747757264
20130403,-0.9352131591289371
20130404,1.330958125954577
20130405,-0.06876114143081459
20130408,-0.1902657924787222
20130409,-0.6716796652174701
20130410,0.30201104600463136
20130411,0.03833710233639137
20130412,0.39941188506277425
20130415,2.073309389103014
20130416,0.7740756059758481
20130417,1.4861834411077748
20130418,0.8572295361815075
20130422,-1.9735672237538877
20130423,-0.9363302351397345
20130425,0.1858655354249793
20130426,-0.3483538861633724
