Date,WILLAMAGOR
20130102,0.9066337844847295
20130103,-3.3950607761489286
20130104,0.9729190756509607
20130107,-1.9213129565691087
20130108,-0.7546040244354695
20130109,-2.129938286018273
20130110,0.29648086052578615
20130111,1.0594691751152945
20130114,-4.001352214976555
20130115,-0.1357334284971212
20130116,2.05076491161302
20130117,0.6764928086915627
20130118,-0.23220688795854003
20130121,-1.1413553726216366
20130122,-2.4823961877125766
20130123,2.2698937811265996
20130124,-0.47106222012694077
20130125,-0.6248083122913276
20130128,3.59463542158257
20130129,-1.4126052873869475
20130130,0.855194809281763
20130131,-1.1900027645576943
20130201,1.5475637370681579
20130204,1.2293715739476223
20130205,-3.328517517620111
20130206,1.3667929385095978
20130207,-4.078035475878936
20130208,1.4580979899012099
20130211,1.7093812273317335
20130212,-2.7114912361262222
20130213,4.5330082665427955
20130214,-1.4472479546527544
20130215,-0.6325277202275191
20130218,1.2522329255488707
20130219,-2.705331980300539
20130220,-0.6828265887070823
20130221,2.3559898815072864
20130222,-0.35583309567857624
20130225,-4.131161565320868
20130226,0.011197530571930958
20130227,2.363954118496607
20130228,1.3535218254720958
20130301,-0.5439969130788174
20130304,4.1025730811257635
20130305,0.23453518445069055
20130306,-0.9780767466543752
20130307,2.1600273892961535
20130308,-1.1372089293212015
20130311,-1.6876221708284231
20130312,0.19883299693780038
20130313,1.5558731817803997
20130314,2.695374698811354
20130315,2.976920010427861
20130318,1.5999903816086853
20130319,0.3563907857461057
20130320,-3.3559038452603076
20130321,-1.422006957881088
20130322,0.011163491816382765
20130325,-1.4705147828603762
20130326,6.297467051977703
20130328,-6.716443079376448
20130401,2.6099360399740004
20130402,1.7188205152051967
20130403,-2.4023175391036635
20130404,1.6693372191725913
20130405,-0.9200312661543519
20130408,1.3336293549377298
20130409,1.6055535990127776
20130412,1.6137513203443605
20130415,0.36958108426303615
20130416,-3.0168867674220285
20130417,5.334512746667136
20130418,-7.964118521148809
20130422,6.71784515328906
20130423,1.0137783988345694
20130425,0.08944685582741754
20130426,0.2152638716586286
20130429,-0.5408510579017771
20130430,-3.0223039485797205
20130502,2.576853327809264
20130503,-0.4074699627375844
20130506,-1.2126062576606897
20130507,-2.1883470622653802
20130508,5.370496392233976
20130509,1.7844221936661888
20130510,-0.9943830191205913
20130511,1.4226253698962497
20130513,-3.0438370972432316
20130514,1.50671095593046
20130515,3.612017517559405
20130516,-1.1956338451276856
20130517,-0.12813898929320544
20130520,1.3176189696786187
20130521,-1.2030976253265357
20130522,0.6353953553975951
20130523,4.058193467838891
20130524,-2.2028562711362185
20130527,0.6305035391024526
20130528,-1.7853091354859143
20130529,1.4372611649286928
20130531,0.3651096482204965
20130603,0.2343789206883854
20130604,-2.1137725111600116
20130605,1.2926926037798065
20130606,2.346535760258698
20130607,-1.514022190981701
20130610,-4.966623574708901
20130611,1.204677025417884
20130612,-2.898635117764803
