"Date","SMB %","HML %","WML %","Rm %","Rf %","Rm-Rf %"
20140328,-0.90282202,0.32776627,-2.14507042,1.22988359,0.03396275,1.19592084
20140331,0.1929431,1.34916514,-0.61886461,0.5842179,0.03396275,0.55025515
20140401,0.77921206,1.0404421,0.6380278,0.2726454,0.03396275,0.23868265
20140402,0.5356231,1.36335214,-1.39294264,0.81280737,0.03396275,0.77884462
20140403,0.34588783,-0.19803242,0.72900518,-0.40433317,0.0342567,-0.43858987
20140404,1.20860165,2.64185064,-1.32552373,-0.22946847,0.0342567,-0.26372517
20140407,0.72776983,1.40864384,-0.08131039,0.05546192,0.0342567,0.02120522
20140409,0.26131403,2.18242063,-1.99515132,1.33782514,0.0342567,1.30356844
20140410,0.28050215,1.27494178,-1.05840678,0.47530059,0.03410975,0.44119084
20140411,1.12181502,1.93877171,-0.13030518,-0.07986156,0.03410975,-0.11397131
20140415,0.79133269,-0.92006991,1.39491749,-0.45761302,0.03410975,-0.49172277
20140416,-0.38889248,-1.82554345,1.03905514,-0.92504922,0.03410975,-0.95915897
20140417,-0.31100641,0.49988247,-0.76696949,1.38238478,0.03396275,1.34842203
20140421,0.43946218,1.01883872,-1.10654521,0.65623144,0.03396275,0.62226869
20140422,0.50592645,0.36478533,0.19226329,0.00287084,0.03396275,-0.03109191
20140423,-0.17887613,0.14053579,-0.28776152,0.1830735,0.03396275,0.14911075
20140425,0.30419499,-0.01589929,-0.58040583,-0.64298808,0.03396275,-0.67695083
20140428,0.09299711,0.18143607,-0.54059645,-0.05268372,0.03396275,-0.08664647
20140429,0.95237477,0.19227145,0.74108815,-0.58421473,0.03396275,-0.61817748
