Date,REFEX
20130304,-1.7767045841049134
20130305,2.850030745106535
20130306,-2.596169929465011
20130307,-7.101006762541789
20130308,-8.442986057926888
20130311,-4.546264806334655
20130312,0.032318186450643625
20130313,-0.8117290022522372
20130314,-1.9229955100049707
20130315,4.674060227588068
20130318,3.1219751970714182
20130319,-2.515755016247409
20130320,0.534170173938614
20130321,-0.6900868266948874
20130322,-0.7248756697695885
20130325,-3.8592913214571523
20130326,3.935771299487503
20130328,1.1827166945635361
20130401,2.469717624238629
20130402,1.4310188880593926
20130403,-0.3624311783214231
20130404,-4.486501466688427
20130405,-3.114219799108902
20130415,-4.507005077337675
20130416,-4.77639662816579
20130417,-2.1632547447424866
20130426,-4.3531003168685105
20130429,-4.489650685480535
20130506,-3.2905938842757294
20130507,2.2295916004028937
20130513,-1.538524673497203
20130516,-3.6448815149749407
20130522,0.9718586360847601
20130627,5.1183765318636025
20130729,3.9979416197921678
20130806,2.4162788928963366
20130826,4.942899983283164
20130906,5.0656824405516865
20140303,-40.2761062442245
20140304,-3.962810978833041
20140305,-3.641415348211482
20140306,-2.504999560496363
20140307,-9.874286664342131
20140310,-1.53542451350186
20140311,-5.098413774546764
20140312,-0.41144238282428014
20140313,-9.193912992795287
20140314,-4.076406767534568
20140318,-0.146139607270509
20140319,4.902808587095087
20140320,0.48203316969323495
20140321,-2.2131010184948146
20140322,0.18425673578158108
20140324,-4.661260830375226
20140325,-4.233106722098176
20140326,2.802876691024071
20140327,-3.3725297910715133
20140613,7.997121716881388
20140616,-0.7878574240817764
20140617,-2.149166538964432
20140618,-4.666840383690335
20140619,-4.235894625666189
20140620,-5.072409936142292
20140623,3.789973654263285
20140624,7.276624349487875
20140625,5.675315249451262
20140626,2.7048115697592694
20140627,1.1479293028456092
20140630,0.902132832159654
20140701,4.910288139352325
20140702,2.4481208382063766
20140703,2.7936891242779964
20140704,5.501702521034558
20140707,5.8109045587661665
20140708,-2.409643703311644
20140709,3.5446193466634197
20140710,-8.631639589423614
20140711,-12.206572195502165
20140714,-2.835221237848658
20140715,6.903856552467734
20140716,-7.541612216485252
20140717,-3.5686896419397516
20140718,-3.2801387267944477
20140721,1.8301261219674723
20140722,0.7458545040640288
20140723,2.500677679501292
20140724,1.3834522769594289
20140725,3.1867894854443675
20140728,4.064691421975197
20140730,1.3825998012721763
20140731,3.239240555343308
20140801,1.4903024227214943
20140804,-3.560084179467089
20140805,-2.8202175854758353
20140806,-3.303237911117281
20140807,-2.2920649521178387
20140808,3.3088048950376763
20140811,-4.278277970582138
20140812,0.4189722654711823
20140813,1.342615179203659
20140814,-0.04975344112030222
20140818,3.9561276963803707
20140819,4.319980458306157
20140820,0.8744629529579868
20140821,1.1355844371160408
20140822,-2.0345887382211116
20140825,4.9077083604212115
20140826,3.6951808591449824
20140827,0.34747554839605055
20140828,5.151366291101429
20140901,-2.0283263692371203
20140902,4.076237724830531
20140903,-0.9132003332998587
20140905,4.663369407752222
20140908,-4.537652244561404
20140909,-8.742432606451457
20140910,3.29193976183082
20140911,0.1585776218746875
