Date,DEN
20130102,0.6024117179478166
20130103,0.4447516314592439
20130104,1.639893757121715
20130107,-0.3107054507944944
20130108,-2.3407359168361364
20130109,-0.4499646439791043
20130110,-2.209312475328301
20130111,0.6508544988921448
20130114,0.5781452032917791
20130115,0.7880486100828468
20130116,-3.1215351532379327
20130117,-0.5476955577515805
20130118,-0.01135738479936918
20130121,-9.111675098482502
20130122,-0.18011145171689624
20130123,0.30956628349535364
20130124,0.7820428602637683
20130125,-6.665927635803153
20130128,1.12432293899715
20130129,-0.8003055163565811
20130130,0.5878853296494227
20130131,0.5713341360052189
20130201,0.8527378024204776
20130204,-0.48601142759520316
20130205,-0.7293289003358767
20130206,-0.7550064248247704
20130207,-0.5817644986787966
20130208,-0.7427863717045294
20130211,-0.14832844738164824
20130212,-0.062303648788782084
20130213,0.007492117287684785
20130214,0.011362338961483642
20130215,2.885960181623119
20130218,3.4226712251325586
20130219,-4.047898290564762
20130220,-1.3430251907153585
20130221,-0.021279629748232942
20130222,-0.3463950877538351
20130225,-0.3273980380387923
20130226,-0.09991653042447823
20130227,2.7326271155350303
20130228,7.567977098598918
20130301,-1.3363379229098142
20130304,-4.874223221578982
20130305,-0.7527845011408993
20130306,1.6050102397618278
20130307,2.8479569602567185
20130308,-0.9590467789695191
20130311,1.4605159668104555
20130312,1.7301506862089278
20130313,-0.6201284798098565
20130314,-0.7758772893218281
20130315,-3.368766638174398
20130318,-2.3487334105032085
20130319,-2.1957071045998773
20130320,-1.3344053601141903
20130321,-1.032047899280146
20130322,2.773277760902926
20130325,-1.4723742914546696
20130326,-0.027951282257718427
20130328,0.748810729260768
20130401,-0.7343590704412335
20130402,-3.3650403483099276
20130403,-1.464186260314397
20130404,0.037551284342720814
20130405,0.33672320387433585
20130408,-2.5841098808142666
20130409,2.139058137230741
20130410,-1.2662339081208116
20130411,-3.4635130394832974
20130412,-2.3274706582020057
20130415,-0.4978342599423846
20130416,-1.2935877770300344
20130417,-0.3355237125952233
20130418,0.860960896364956
20130422,1.7328490886273282
20130423,-0.3781764429764992
20130425,0.6888079620788911
