Date,TIMESGTY
20130102,0.4418461184451917
20130103,-4.215000408920053
20130104,-4.370653744446946
20130107,-8.941015797658835
20130108,-9.839039716251847
20130109,-9.60528827208001
20130110,-5.2261384871379235
20130111,-4.618506765033852
20130114,-4.2074727243413985
20130115,1.6267207388942577
20130116,4.576564943979906
20130117,4.70092169823632
20130118,-0.3838543718308824
20130121,-2.167049499262762
20130122,-5.312324177842689
20130123,-0.9631012661301696
20130124,1.0473317150277377
20130125,3.962879646061218
20130128,1.1755724566986059
20130129,1.8662943361920319
20130130,4.263606252422145
20130131,0.28166700778617165
20130201,0.04039339728579497
20130204,3.086476583513268
20130205,4.4936637192861735
20130206,1.3870001003839758
20130207,4.405570859798878
20130208,4.473245731638385
20130211,0.5478358918713223
20130212,4.425790626729791
20130213,3.0414984094626414
20130214,3.3638136834014403
20130215,-5.500841526838676
20130218,-3.5279966848556557
20130219,-3.6930913428397822
20130220,2.2219610494995967
20130221,4.11665147261354
20130225,-0.6414437713154519
20130226,3.2607323446347714
20130227,4.606612411575009
20130301,4.35416327719072
20130306,3.88569394065022
20130307,-4.162216142818197
20130308,4.80365353816939
20130311,-1.7119565258545437
20130312,2.911607586079431
20130313,2.944119639932781
20130315,-5.177569194763319
20130318,4.670262325011302
20130319,3.3862947996567656
20130320,-3.9433906961188105
20130321,3.2414396540139183
20130325,-0.7521075837684281
20130326,-2.635291544045852
20130401,-1.2002786942620607
20130402,-3.281147042700762
20130404,-4.598910634117619
20130405,-4.214934014823268
20130410,4.96856612164841
20130411,5.227578842649101
20130412,4.617429910021329
20130415,-1.7735376341637439
20130417,5.254577053313626
20130422,3.0350934574713175
20130423,0.23913864901716167
20130425,-1.0406632842484191
20130426,-2.315764187538538
20130430,3.633512919991197
20130503,-3.241449090823358
20130506,2.7785363950585715
20130507,0.27554216927577285
20130508,-4.592233729042286
20130509,-1.1520409504006555
20130517,3.8379617981921315
20130520,-4.5401038965607885
20130528,-0.6771708559065982
20130606,-1.803551013379582
20130619,-1.9217511923407287
20130620,-4.858428975278838
20130624,-5.29460449948687
20130625,-4.976153109407652
20130626,4.565369173004365
20130627,4.414994506623043
20130701,1.2139058830417087
20130708,5.265618825538173
20130711,0.6830618106875792
20130715,-4.53077292115545
20130807,1.0224748658280323
20130912,-4.463286420333157
20130919,-4.102640210674512
20130924,-0.08259896460928873
20131004,-4.9758252894108566
20131018,4.859327411345826
20131022,-2.9725765227798457
20131203,5.707248622178964
20131206,-4.144810666609888
20131230,5.64084021314696
20140117,3.6459467652574418
20140214,-0.31370564525288264
20140218,5.242216650764103
20140219,-1.729370611055698
20140220,0.09428425886465619
20140221,5.053074160208257
20140225,5.35922362452724
20140305,5.579782962925226
20140307,3.466099063902958
20140310,0.2465376072570783
20140311,-2.045493443104867
20140312,1.3911769796963611
20140313,3.8539043302742204
20140319,0.567504930203818
20140320,1.0919335513201847
20140324,-0.6193596942338009
20140325,-2.399524956099291
20140327,4.183202761539933
20140331,-3.5682134467231763
20140401,4.685728051040789
20140402,-3.3501806375717935
20140403,-4.738015997862548
20140404,0.7803592637369248
20140409,-2.3690626220318043
20140410,5.528071611534445
20140411,6.066436600997717
20140415,-4.837674796007216
20140421,5.273282260104349
20140422,5.24780169188058
20140423,-1.1735407845711756
20140425,-1.449186427387299
20140429,2.683580681801267
20140430,-6.224993152839977
20140502,-4.72781038359132
20140505,4.288704071727674
20140506,0.17895674296758668
20140508,2.0110412267480533
20140509,-4.89305535562568
20140512,2.382815999233351
20140513,8.037522938817109
20140514,-8.520917193141857
20140515,-1.2280088723111522
20140516,4.570962583526491
20140519,-4.44571148621778
20140520,8.973405122751206
20140521,-0.32157345593185127
20140522,-6.923307596218573
20140523,-8.411405033475432
20140526,-0.8339252360067873
20140527,1.2259169130133858
20140528,1.153885175581034
20140529,1.0921869544893936
20140604,4.8307739993599
