Date,ORTINLABSS
20150902,0.9962860479099512
20150903,4.9821138570072385
20150904,-5.718645717054918
20150907,-1.5864781011928197
20150908,3.2854804626567766
20150909,1.6985289520855418
20150910,1.0695734982255936
20150911,1.1127070622917492
20150914,-1.937090436115108
20150915,2.4915145045518963
20150916,1.744422490762543
20150918,-1.9116617416449841
20150921,1.1025497584123187
20150922,0.4539324928947841
20150923,-2.756726913215629
20150924,0.27916372560431835
20150928,-4.893193003411503
20150929,2.79046805320616
20150930,-2.2708058349645883
20151001,-19.42353779734657
20151005,-17.50787998933439
20151006,-7.952195422440058
20151007,-5.368315171483138
20151008,10.791833867531327
20151009,6.240343817158219
20151012,-0.33478120791868754
20151013,-7.656850725420467
20151014,-5.895733548825021
20151015,5.678670188165791
20151016,-1.8957895601041126
20151019,-7.91064879581939
20151020,0.9071225383992838
20151021,-0.2882277301906516
20151023,0.5809397531245967
20151026,-3.141947898864907
20151027,1.36508773968214
20151028,-1.8296475247197646
20151029,2.490858125790799
20151030,3.9295870058049105
20151102,0.7738151975734853
20151103,0.7543233770120744
20151104,-1.1363918996937374
20151105,1.934963257554756
20151106,-2.020695359106621
20151109,-1.7755755883165456
20151110,-16.093295851098663
20151111,-15.637670787191936
20151113,-5.33189176769929
20151116,8.172469692856854
20151117,-1.2665969938391322
20151118,4.935437655419009
20151119,3.916045129842056
20151120,-0.7894188583524724
20151123,-7.908443244912792
20151124,-7.8361495847527465
20151126,-8.298462116734072
20151127,-5.1847940002457005
20151130,-2.575024133954231
20151201,-3.0632529155923245
20151202,-3.90800061178996
20151203,-4.657102588584266
20151204,-5.504550671472567
20151207,5.828745856492647
20151208,2.388309083049294
20151209,-0.22397867339955724
20151210,8.008593359551462
20151211,0.5281635859680507
20151214,2.418639171738664
20151215,1.2151436037301624
20151216,0.6183744794687449
20151217,-2.5996015111188986
20151218,-4.728127371970082
20151221,-2.3779676907975444
20151222,3.4633069311706257
20151223,2.380210649068784
20151224,3.427221336901633
20151228,-0.37256120194457343
20151229,3.9528256588434387
20151230,1.9384128196749357
20151231,2.5343029326885365
20160104,3.9185612815767925
20160105,-0.02058275335114912
20160106,3.962625214427285
20160107,-0.16841300720523833
20160108,3.493415969809064
20160111,5.684780784074571
20160112,-0.20085003761649523
20160113,0.47235264791512854
20160114,1.5918302522917944
20160115,3.785828664591599
20160118,-3.735044199100332
20160119,7.874140792688441
20160120,0.33755882882170685
20160121,6.160705253371903
20160122,-0.5476729975837555
20160125,-1.6478698662855042
20160127,-3.9695094175523575
20160128,-3.899225455716791
20160129,1.8716462204787443
20160201,-3.156285029554259
20160202,-5.3995429212823245
20160203,1.051992486042785
20160204,2.6917156413216996
20160205,4.83938304588009
20160208,-4.344869360138071
20160209,-1.1571405556950372
