Date,MORARJEE
20130304,-2.423198058617714
20130305,-1.9706319262791312
20130306,3.8967243999068044
20130307,-8.999654304627496
20130308,-3.1881887072488757
20130311,4.835270599397457
20130312,-2.3080535032788454
20130313,1.7440005695002416
20130314,1.5401966805953315
20130315,0.5866622715636574
20130318,7.275648670401228
20130319,-1.7361015744571902
20130321,-4.595768736777895
20130322,-0.36381672515970676
20130325,6.354292494488332
20130326,-7.268761270194858
20130328,1.4813247697883303
20130402,-5.473733190062253
20130403,3.1160681160980497
20130408,1.8921908100260123
20130409,-5.126102149997919
20130411,5.512580867371421
20130415,-0.9649051382247921
20130416,3.5481784461314136
20130417,1.0947386443752265
20130418,1.2418210102501783
20130422,0.515710897456529
20130423,-7.124687513001754
20130425,8.610442117358419
20130430,-6.352411680024895
20130503,-2.1404638908257274
20130506,-1.4665237337396437
20130507,6.53436710208941
20130508,2.4888749638845504
20130509,0.0375444009982499
20130510,-4.6610610429831985
20130513,-17.700246664671152
20130514,-14.62242736549168
20130515,6.976754566320115
20130516,-0.3913246639087554
20130517,5.549974671242047
20130520,0.31074656115038074
20130521,-8.563317848238356
20130522,1.7869923139575787
20130523,-0.17115171585983546
20130524,-2.7511576365514983
20130528,2.1733743355924453
20130529,-19.434333623655753
20130530,-9.658253094623548
20130531,0.45358231204988386
20130603,1.5317389269857735
20130604,-1.4539598164212064
20130605,-8.798644113224785
20130606,1.5267472721668667
20130607,-2.004872478835655
20130610,-0.3622565664852895
20130611,-8.052146775162965
20130612,5.422603523038932
20130613,-3.973417657944623
20130830,12.797969227991896
20130902,1.322740587488206
20130903,-3.0655744592926855
20130904,-1.5169668094496105
20130905,4.704232114005697
20130906,-1.9898662906173223
20130910,-2.1063755276388036
20130911,0.3998297563604405
20130912,3.059220102394046
20130913,-1.8105217426539832
20130916,-1.6172141807283462
20130917,2.571991749605933
20130918,-3.8570121477146024
20130919,0.16050664191137143
20130920,-2.2040975142656576
20130923,2.7063972355215187
20130924,-0.24511618350301345
20130925,-1.6058002713312651
