Date,MAGNUM
20130102,0.46157030335524596
20130103,0.298905571446251
20130104,-4.256809035549907
20130107,-3.632380077783569
20130108,-4.167392129101655
20130109,-4.712925515794136
20130110,-5.008054070396159
20130111,-4.74021558417531
20130114,4.423336331120757
20130115,4.477582037537469
20130116,4.496980000899809
20130117,2.6003948868124542
20130301,20.505347753086877
20130304,-2.439765684934045
20130305,-3.5767333170219064
20130306,2.271662010493687
20130307,0.6157128868510853
20130308,-7.0253652643041695
20130311,5.088539178441512
20130312,-3.6018690301749343
20130313,5.494160803478875
20130314,2.186355541345365
20130315,-0.07912666463244863
20130318,1.1740406091050997
20130319,-4.223880863013036
20130320,9.26482381192064
20130321,-7.340597431790645
20130322,-3.0790111080393907
20130325,8.595311994165826
20130328,7.6098801896716095
20130401,4.6635284830901655
20130402,2.403108743926599
20130404,1.0929528593415472
20130405,-2.984249062334647
20130508,0.5063593115526324
20130509,4.873636212475653
20130510,1.5426850848332474
20130516,3.332174399365105
20130520,1.9513046238663079
20130521,3.3246457164519536
20130523,-0.4450434367510063
20130524,3.6722066831001725
20130527,3.6719744153203155
20130528,-1.759410946395683
20130531,3.486968458243647
20130603,-0.12638865959902695
20130604,2.4737642778529176
20130606,4.25198774068164
20130607,2.282385729119458
20130614,2.330815769894464
20130624,-4.7585707607925585
20130625,3.804973882056372
20130711,-4.241189129776029
20130715,-3.911001910346495
20130716,4.030462728021034
20130717,2.227388298045251
20130718,2.1256735130778592
20130723,0.2727708488738823
20130725,-4.420436722588127
20130729,4.3127285703197265
20130801,-1.9253365161396427
20130802,-0.2937826408944047
20130814,4.440461902268808
20130816,0.14721371031147956
20130819,3.9911695388320827
20130820,0.25377992598730587
20130826,-4.262062812200982
20130904,-4.570729873322187
20130905,4.2766467073206815
20130906,4.635043356196945
20130910,4.970618629242546
20130911,2.7080283350504732
20130913,2.9326946762549793
20130923,-2.2546232450977883
20130924,-4.822358661488843
20130925,-4.855161070429989
20131001,4.962046084709652
20131003,-0.0032012980764627857
20131007,2.778322049903119
20131008,-4.124710657185796
20131010,-3.926190426011272
