Date,CELESTIAL
20130102,0.6925338549466133
20130103,1.1127761897601616
20130104,-0.28220608969030014
20130107,-0.7153697229488495
20130108,-1.2178730697837858
20130109,2.177191018969301
20130110,-0.4905602707778476
20130111,-1.853945670730398
20130114,-3.3462210610348437
20130115,1.1631478727794307
20130116,1.697029854619046
20130117,0.5643369982382734
20130118,-2.876720861408595
20130121,1.7547703032043793
20130122,-0.853526403171218
20130123,-0.7682695522106884
20130124,-2.0259372737359396
20130125,1.2198674990351204
20130128,0.2429217291136916
20130129,1.8298901781041104
20130130,-0.8834793863355901
20130131,7.00579582736737
20130201,1.486349792367256
20130204,-1.1611443771771304
20130205,-0.2560498374877848
20130206,1.1373050910072848
20130207,-3.6440685385317066
20130208,3.2422198636893165
20130211,4.919890853428262
20130212,2.4135526273134142
20130213,-2.045756121785572
20130214,13.906093340103473
20130215,-2.8137564671916624
20130218,-1.9607668016043098
20130219,-0.40274450358287783
20130220,3.7370209466024766
20130221,-1.892822276821962
20130222,1.4303354640731194
20130225,-2.0728799358461547
20130226,0.4826443693029765
20130227,1.6311363203639133
20130228,-3.3510583124704527
20130301,5.4366104442848595
20130304,2.349373477243728
20130305,5.672879064065512
20130306,-7.065697545133685
20130307,-0.3137118602865683
20130308,2.282559976201286
20130311,4.995707886757613
20130312,-0.4862634337952611
20130313,0.08770254268706268
20130314,-16.095371270165398
20130315,-0.0954936674782148
20130318,2.5051354908126906
20130319,5.638050695207677
20130320,3.9381444891173465
20130321,-10.12299502325846
20130322,6.346867678833142
20130325,6.131317773444737
20130326,-6.848943068509439
20130328,1.3289519047065748
20130401,1.9551667380326854
20130402,-0.781868889423158
20130403,-14.807214097940435
20130404,-10.688803493604214
20130405,-2.030177288844051
20130408,3.3008799004167932
20130409,-7.7954497326654435
20130410,-0.7343823001100322
20130411,-1.9273185336784897
20130614,-26.22316039512943
20130617,-1.3905762807364768
20130618,0.6371167313492603
20130619,1.1686052862614886
20130620,0.8912784675973402
20130621,0.41219743291448696
20130624,2.1722788889552227
20130625,-4.107357970600748
20130626,-0.190563409673453
20130627,-1.0829871584498751
20130628,-1.0367415128833675
20130701,4.290959867756987
20130702,1.3028097272061838
20130703,1.1473148914411415
20130704,3.79959682957499
20130705,0.04102190176414576
20130708,0.12136022598934126
20130709,-6.0458501832745055
20130710,5.295926236004062
20130711,-6.715979257025289
20130712,-2.0265921109044673
20130715,3.3841781337713135
20130716,-0.13947144444395576
20130717,0.24542603662049634
20130718,0.5024237007117
20130719,-5.994342667668908
20130722,0.8382147373090361
20130723,0.013028055611638056
20130724,-1.0962807256594407
20130725,-0.9637276582163737
20130726,-1.2718208996157223
20130729,-1.2857012257223286
20130730,0.6042327690633296
20130731,-1.5819911304674796
20130801,-0.03161889036998511
20130802,1.3105127436378476
20130805,-1.3247409015774598
20130806,2.307742593197056
20130807,-4.485936771312138
20130808,0.48116281528873345
20130812,0.9756832995561817
20130813,-0.08062669442373904
20130814,-0.2033755896892575
20130816,2.8992092142498933
20130819,-8.239891008351679
20130820,-0.4763566038535997
20130821,0.5768384826561652
20130822,-0.4479087259234058
20130823,-7.170311108874224
20130826,0.45018094348169185
20130827,1.2673157009459914
20130828,3.3656274552869205
20130829,-0.9703570634021473
20130830,2.828465906973694
20130902,-3.463268502012074
20130903,-0.3500863364571122
20130904,3.2462705428943943
20130905,0.4314902854210264
20130906,0.5782715919841679
20130910,-0.3080025366316448
20130911,3.7822023657869286
20130912,-0.17875428801362722
20130913,1.7629781107701308
20130916,-0.1292906718163685
20130917,-2.6111894368123485
20130918,-0.06641752482504304
20130919,3.5001953846153633
20130920,-2.490594310364982
20130923,-0.9500240202805773
20130924,-1.7380141050910027
20130925,1.272506016390098
20130926,-1.6743697968304836
20130927,-1.2991224198678615
20130930,0.5237813793086749
20131001,-0.8540359395657879
20131003,-0.36545743487796545
20131004,0.7444529792349395
20131007,-2.1323552041419798
20131008,1.0893847069091078
20131009,0.6889645551579979
20131010,2.8883518943763278
20131011,0.688879726847245
20131014,-0.2487252941959852
20131015,-1.9261739323202125
20131017,2.434712977874019
20131018,-0.10547727017514164
20131021,1.584920221567353
20131022,0.9756234464393938
20131023,1.6887330233706879
20131024,0.693000625625491
20131025,0.5291643028841697
20131028,2.734790968928818
20131029,0.9994569119804029
20131030,3.037950057014581
20131031,7.857555743589774
20131101,3.2346922413781187
20131103,-2.727507088199353
