Date,SREINFRA
20130102,1.167162567185609
20130103,0.6247754523291471
20130104,-6.989527403669486
20130107,-0.5145935234074765
20130108,4.321910485942583
20130109,1.8435867885969404
20130110,0.925107432579028
20130111,2.95876835712432
20130114,0.1885722337755491
20130115,0.2454709635964343
20130116,1.266264429924722
20130117,3.372246710749198
20130118,3.5450645155105196
20130121,-0.6258747000813767
20130122,4.593650624816054
20130123,4.1072051677696475
20130124,2.1242174025642804
20130125,-4.756382268748199
20130128,-1.1720696545817035
20130129,0.9615445305921102
20130130,0.4965436945352359
20130131,-3.861276327237953
20130201,-1.3154614531378566
20130204,-2.412554551049872
20130205,1.8867731067078224
20130206,-0.8070697874106514
20130207,-0.5988464609151665
20130208,-3.9803171285668073
20130211,-0.3121378518024971
20130212,-1.457437796397302
20130213,-0.5528227712418958
20130214,-0.5681512042464991
20130215,1.1953244410169128
20130218,-2.6558397884418734
20130219,-0.0978511510278357
20130220,1.6363778583910096
20130221,1.4897787107445355
20130222,-1.2768456698052755
20130225,-6.112261860685333
20130226,2.7531582488679565
20130227,-0.39104263546788176
20130228,1.515352759866623
20130301,-1.7383337132327141
20130304,-2.357104943812577
20130305,0.11936625479205176
20130306,0.8340524563761929
20130307,-2.50268155723013
20130308,-0.8182066052954717
20130311,1.319069880376761
20130312,2.6022859049252203
20130313,1.460036112085458
20130314,-0.0351342932105384
20130315,14.635694642808572
20130318,-7.3105086718326335
20130319,-1.9749014814568684
20130320,3.0268328466355676
20130321,5.479049206449941
20130322,-3.0451919087246857
20130325,-2.2815409922870167
20130326,-0.5834389743195478
20130328,0.804787756958983
20130401,-2.420011931466333
20130402,1.1171761757629617
20130403,1.2930499998167777
20130404,2.168219287640703
20130405,-5.1871279524210845
20130408,1.8285708826751017
20130409,1.913871447139175
20130410,-0.6677687932277445
20130411,1.7522856589305424
20130412,0.1863404714215824
20130415,-2.94369353708786
20130416,-0.10142965524179903
20130417,0.9319173259587072
20130418,0.9589012832624068
20130422,-0.21307679228096266
20130423,-1.4584627765048332
20130425,-1.1679438393778332
20130426,-0.6141092350261044
20130429,0.019647506758085465
20130430,-1.8020875145899249
20130502,1.592935668553267
20130503,2.5802325370991914
20130506,1.9862589546325151
20130507,2.6554304483597226
20130508,1.20336146564116
20130509,1.1543990491117935
20130510,0.8872051511215165
20130511,-2.064744397768765
20130513,1.3664538401866357
20130514,0.8611997577759772
20130515,1.805774075059679
20130516,2.1493055370585856
20130517,-5.588926528185868
20130520,2.404438035874091
20130521,-3.4155899669944287
20130522,0.34789934440258397
20130523,0.8240300531886549
20130524,0.38256280108254714
20130527,-1.7719622620777211
20130528,-0.26716106357717173
20130529,-0.3000753702783082
20130530,1.864695317282978
20130531,-0.2948287230396236
20130603,-1.7868369003794125
20130604,-0.4493103103891435
20130605,1.4179325667579454
20130606,1.4282827626863515
20130607,-0.3947918631044204
20130610,1.1422040178073551
20130611,2.886926742403817
20130612,-0.8529181747394607
20130613,0.7612693518101419
20130614,0.8154264706899091
20130617,-8.315759842130916
20130618,-0.3395196934029262
20130619,-5.262465244997937
20130620,-0.6348916134764542
20130621,-3.392544594871426
20130624,-1.1804388652309599
20130625,7.657454946214528
20130626,2.093868160522272
20130627,1.5829052897145752
20130628,2.6361609347393866
20130701,0.7297361973882768
20130702,1.6733864913008893
20130703,2.2714491947682918
20130704,2.2761958052639586
20130705,0.8354606278746162
20130708,1.0195915695906725
20130709,0.06835880647171932
20130710,-0.5409533009930066
20130711,1.8413422396067258
20130712,1.8532789234408895
20130715,-0.3357016891106872
20130716,0.8279296154163407
20130717,1.8885787565020347
20130718,1.0099695995712126
20130719,1.6601854973759655
20130722,0.723036809695991
20130723,0.4258008264258746
20130724,3.393031601391008
20130725,-1.9087812710756678
20130726,-4.457884207221612
20130729,-5.938754129547827
20130730,-4.0646594195398285
20130731,-0.5777365203694296
20130801,-1.1797632130108586
20130802,-3.6854956971737733
20130805,-2.0426549328415717
20130806,0.1643124399492102
20130807,0.20409773680859256
20130808,0.5235478092278907
20130812,-0.3808175174196098
20130813,1.2633836362699715
20130814,-2.712340022814671
20130816,-2.5075281280064705
20130819,1.6433888336326588
20130820,1.2208292529296876
20130821,-3.383017133515077
20130822,4.607458237224223
20130823,0.04899600554712458
20130826,1.7048395640383425
20130827,1.8094322979554258
20130828,1.5720969610624365
20130829,-3.9915096986357943
