Date,PONNIERODE
20130301,-0.18875402699629634
20130304,3.2238913203310116
20130305,1.8027106756894373
20130306,1.8055476741320917
20130307,-2.6559636613098894
20130308,-5.274969004330596
20130311,1.7645906127640831
20130312,6.263145587691989
20130313,-3.5561173465432097
20130314,-10.345264710266475
20130315,-6.27610099462373
20130318,2.4002193455693583
20130319,9.304291303961424
20130320,2.4694885024849835
20130321,3.1427538659261574
20130322,5.1153565981232365
20130325,4.421562663096469
20130326,2.098510406199717
20130328,4.373924037902396
20130401,5.654090746089681
20130402,4.566198880466776
20130403,-5.504352116546282
20130404,-6.007204970278071
20130405,-5.055821039495306
20130408,-5.369090614848767
20130409,-5.549944141070519
20130410,-5.441124778818868
20130411,-4.85058613117937
20130412,-5.1630560276053385
20130415,-4.139212208781433
20130416,3.6508356848059558
20130417,-3.15419828524196
20130418,-4.169380906093708
20130423,-0.06964975603954549
20130425,4.817031275130404
20130502,-2.1936607794665317
20130503,4.021695286091255
20130506,5.126743271828036
20130508,5.106451681100932
20130510,8.066444998951733
20130513,8.093634360343877
20130517,-3.940564964163968
20130521,3.2058768086386378
20130528,1.7936262989757803
20130529,5.14081617712315
20130531,4.432288785602591
20130604,4.136486346816403
20130605,-5.269101814088378
20130607,4.646150613197703
20130610,4.295580010397091
20130611,-0.771149249937275
20130612,-0.22227866202395336
20130613,-0.5519238476134342
20130619,-4.107514634102552
20130620,-2.9007194722585434
20130621,2.649395576011626
20130625,-0.33583390709086997
20130626,4.316472733197586
20130702,3.624480586255166
20130703,0.07329143691386114
20130704,3.397002434939232
20130708,4.315995518845451
20130715,4.787973552010703
20130716,4.31954975562763
20130717,0.12827966862926882
20130719,-5.138734345421073
20130722,5.091789771262597
20130724,3.6208602954774274
20130725,4.614538731189966
20130726,-5.39367765380651
20130730,-5.4593022112939025
20130801,4.5347821013150345
20130806,-1.3989584591066833
20130807,-0.49111635405524334
20130816,-4.477424443141052
20130827,1.295171942112122
20130902,-4.884624484307971
20130911,0.6217941430655738
20130916,0.21220518224743154
20131003,-4.87225472421659
20131004,-4.426207408961142
20131007,-4.1112699449276455
20131008,-4.414506440135688
20131009,-2.5318316563668937
20131010,5.533894741562414
20131011,5.513616175975136
20131014,5.64205771512663
20131017,5.3461566294125955
20131018,4.3235588607650595
20131021,4.311608944452556
20131022,0.18324098832066749
20131023,-3.1746313370213177
20131024,4.656182574049365
20131025,4.522223824055112
20131028,4.859265250750677
20131029,4.337600293215647
20131030,5.192312226601423
20131031,4.0597654908356535
20131101,5.230269928077663
20131105,-4.199283692855604
20131107,-5.407775954552566
20131108,-4.972960549703578
20131111,4.182833951421212
20131112,3.576565399869096
20131113,-5.469565636751946
20131114,-5.142620875244717
20131118,-4.185863138790779
20131119,-4.673159157386942
20131120,5.784379247281844
20131121,-4.5517220046503555
20131126,-1.4971862919957952
20131127,3.2147878886749552
20131128,-2.7967929348187868
20131203,-1.6639194679489069
20131204,-0.83301237479639
20131210,3.4693691938217417
20131218,0.49983678366274686
20131220,1.169811936325307
20131223,0.2955645433722125
20131224,5.106443343039083
20131226,5.950574148504179
20140102,-4.886158833631754
20140103,5.253934886350875
20140109,-3.697974128006237
20140113,3.595519896312604
20140114,-0.36841454437476934
20140115,3.730545267280145
20140116,2.593512423236681
20140117,-1.6258132545103285
20140120,4.648632470943409
20140121,2.3026665398829174
20140122,1.8907750906615142
20140123,-4.656300705988483
20140124,4.003925314071129
20140127,-1.4453785926019875
20140128,0.3517843623054624
20140129,4.446618518075474
20140130,-4.360610973916154
20140131,0.9284192744841648
20140204,0.25556319513017023
20140205,-1.0442099968920378
20140206,-4.270616396653136
20140207,4.842776897941666
20140210,5.089770448862572
20140211,4.613672134205731
20140212,-0.7496214625063246
20140213,-2.8471674403336147
20140217,4.616612155865135
20140218,4.65813598100212
20140219,-4.342443591066654
20140220,-4.189530126938108
20140221,-3.922906837846674
20140224,-4.748716348911561
20140225,0.33973257766302395
20140228,-1.5184123872514745
20140303,5.068192161896912
20140304,-4.316259250102212
20140305,-1.0019330759563212
20140306,1.7418426980298922
20140307,7.422225620733355
20140310,-0.9902383567856924
20140311,-0.6985264677616572
20140312,1.144003483440726
20140313,-10.139379324995636
20140314,-7.503452760773573
20140318,-8.694900092066888
20140319,-2.0643380369623947
20140320,4.571339391896912
20140321,-0.2807183235076427
20140322,4.028930442965018
20140324,-0.11666583134169906
20140325,4.024002449739606
20140326,3.5384800639940117
20140327,3.3043603463355886
20140613,-41.945362681797405
20140616,-3.2652142413599368
20140617,0.7368230410893222
20140618,-2.3355285183456855
20140619,1.3104679578775889
20140620,-0.9706834064355766
20140623,-1.518569019768674
20140624,-3.4294087106242364
20140625,-2.254521016800544
20140626,1.8878068235945475
20140627,1.3590591170225916
20140806,5.276538704203297
20140807,1.1200775222077373
20140808,-4.172215050542827
20140811,-4.579172309891479
20140812,-1.1092557201284317
20140813,-5.77048655476289
20140814,-3.032560731952321
20140818,6.4395731068949535
20140819,-3.0321054681749895
20140820,1.1302482835117684
20140821,3.132868051639861
20140822,-1.5162495165982062
20140825,1.18411997912765
