Date,JMCPROJECT
20130102,0.9680053569025235
20130103,-2.3392453843600536
20130104,1.8190255995386495
20130107,0.8574498489124046
20130108,2.5264805658122382
20130109,1.6195985312872514
20130110,0.377872477985963
20130111,-2.2281547332054137
20130114,1.9800511783381725
20130115,0.6771997304667918
20130116,-0.3487466888699582
20130117,0.8635782410785308
20130118,-0.8723191355809385
20130121,2.1025984891860405
20130122,-0.9018300046685173
20130123,1.1068928354962186
20130124,-3.0125118449171726
20130125,2.146777854807553
20130128,-0.9785858018066508
20130129,1.7587071002672956
20130130,-1.35077719106014
20130131,2.4328025173257317
20130201,0.15266883326234415
20130204,0.6452912612667453
20130205,1.8232694415949418
20130206,3.54636814971993
20130207,-0.13411137887868385
20130208,-3.306746753763236
20130211,1.1954547695268587
20130212,2.0827324528133317
20130213,1.7271228493008817
20130214,0.04726897235825667
20130215,2.174011751681389
20130218,-2.9516016173930737
20130219,4.756337022219633
20130220,0.06733867851682362
20130221,0.11075715771740624
20130222,-2.2655287367104306
20130225,-1.11194305968489
20130226,-2.5458824257585193
20130227,-0.49516735902780507
20130228,-0.6540701761558683
20130301,4.41338382474519
20130304,-0.5403242197978044
20130305,2.0622880417086344
20130306,-0.6499676991993635
20130307,-9.251621441224414
20130308,4.152331818038052
20130311,-0.6756349106517769
20130312,0.6515564912876058
20130313,2.523317163559134
20130314,2.251010577400558
20130315,-1.2604840988288977
20130318,1.7346290732583582
20130319,0.7088189366522233
20130320,2.5455050332382494
20130321,-0.0656649054900631
20130322,1.65883887155234
20130325,-5.294393116300462
20130326,-0.5890566806711085
20130328,-3.282599451546125
20130401,2.05458488091334
20130402,-0.11846980379141137
20130403,1.0687911206406828
20130404,2.7311910595757967
20130405,-0.6883601400636042
20130408,-0.16407112851188524
20130409,0.9471230463526334
20130410,1.3145235095863528
20130411,-1.0362021265419945
20130412,0.03888654486667176
20130415,-0.32351779109369105
20130416,-0.9340835806812013
20130417,-2.6577977526024004
20130418,-0.6820027735267492
20130422,-1.8279268559944624
20130423,1.290789526283719
20130425,0.1901837352231146
20130426,0.005304809962772161
