Date,COUNCODOS
20130102,0.43683677871014015
20130103,-3.8280653208107664
20130104,-3.663550769183353
20130107,-2.3953273121063567
20130108,-3.8954048745860743
20130109,-2.988151028549856
20130110,2.8677612698325605
20130111,3.863068668938774
20130114,-4.081718332175351
20130116,3.3360747788011156
20130117,-1.2598120372722845
20130118,-1.1758690364892674
20130121,2.8831035446628297
20130122,3.5759677786507815
20130123,3.276091510388256
20130124,-4.845572614183367
20130128,5.29367645572029
20130129,0.4720124196314825
20130130,3.4494560057439405
20130131,4.226431857137865
20130201,0.11567745103912258
20130205,-5.148823702165027
20130206,4.950206648536865
20130207,-5.047755720106788
20130211,4.484462073036564
20130212,3.6384743096744088
20130213,4.894149820756383
20130214,-5.886166672126125
20130215,-1.5522749510994798
20130219,5.256523579217031
20130221,-0.5201375359144625
20130225,3.67322366149536
20130228,0.3292735942283746
20130304,-2.1228565912714616
20130305,-5.593201319197443
20130306,1.6874051403435637
20130312,0.1938569289946008
20130313,-0.43718683365856015
20130318,4.910022522327106
20130319,-0.2301854245249804
20130325,4.602435054000894
20130326,5.999003986736945
20130403,-5.553414217236125
20130404,-5.9821146411346335
20130405,-4.951303194931757
20130423,-4.375899369532263
20130426,-4.670719968751131
20130517,4.949751621310709
20130531,4.579368887082033
20130604,0.8779301787218127
20130606,0.3495433508055183
20130614,-5.541179283870416
20130618,-0.6356107798823929
20130619,-4.273971152950978
20130624,-4.677293926528169
20130625,-5.3495773517532434
20130701,3.854957675565806
20130722,5.013162311439526
20130801,5.22497484545399
20130822,2.9373644609339777
20130910,-0.7887316328977267
20130920,5.219117337732523
20130923,-4.097849201963218
20130924,-4.7158131962194005
20130925,-5.017477749336967
20130926,-3.045032366440406
20130927,5.055797519892435
20130930,5.7676067974956045
20131003,-0.8940298717714443
20131007,5.407189549598865
20131010,1.2733004494684714
20131011,0.8639155807074957
20131014,0.9113641009461685
20131015,-1.2006502510490644
20131017,1.3251589905739802
20131022,2.1046187185747973
20131029,3.477738439848034
20131105,8.16507632053592
20131108,0.46226802711881215
20131111,5.489645820152987
20131119,1.1027859487498455
20131128,7.196694277577634
20131202,1.944890857173333
20131203,1.1889707358340809
20131210,-7.648532575409109
20131211,-5.009381415136154
20131212,-4.840681347540262
20131213,-5.623280603784128
20131216,-5.17218238256702
20131217,-5.041738913700277
20131218,-3.952086415490616
20131219,5.30619226010732
20131220,-4.245743898646885
20131223,6.807678569435521
