Date,BODALCHEM
20130102,1.2676470552043202
20130103,-3.710169152765472
20130104,-4.115923468417234
20130107,-2.144444319536448
20130108,3.9093370179532014
20130109,-4.242577728750886
20130110,-2.505764262492894
20130111,-0.5616265628102725
20130114,4.138602468714043
20130115,0.9478201681791791
20130116,6.09731901054037
20130117,4.49661975909086
20130301,27.162564377630027
20130304,-7.517988709131544
20130305,-3.2064995817938446
20130306,-2.584270476009433
20130307,4.9657715425257
20130308,-8.255025795745668
20130311,-8.157508743103216
20130312,-10.046825111196114
20130313,3.357085098954411
20130315,4.110494863478948
20130325,25.292650346929594
20130326,1.4738658141712158
20130328,5.7705293270661295
20130401,3.603275445170118
20130402,6.433229921000764
20130403,-1.6372846759194744
20130404,1.711488505633659
20130405,-3.2388737882808893
20130408,-0.4912355289052333
20130410,3.206596744378661
20130411,2.3146001656799773
20130412,-1.303454740212174
20130415,-2.1651880342431897
20130416,0.19176789505869984
20130417,-1.5590711862559714
20130418,4.25071831245429
20130422,-5.407157726418689
20130423,1.6834091264426427
20130425,-4.136386738551243
20130426,-5.256182737597094
20130429,-5.140468925720643
20130430,-3.061197456483089
20130502,-4.847461620170522
20130503,-0.09371568633866345
20130506,2.493625010028718
20130507,3.6723472184297807
20130509,4.855013392341125
20130618,1.0106732357640065
20130620,-2.688202238135614
20130621,2.175135023912879
20130624,2.9340214080175144
20130625,-5.814148573424367
20130626,3.630371864402697
20130627,-2.1208197960635626
20130701,4.608553367745239
20130703,-3.046412344352751
20130704,5.352248319707907
20130705,-4.893837007999802
20130716,9.406418316582181
20130718,-8.641863590815888
20130719,-9.674978757150246
20130722,-9.122043249668389
20130726,2.835915191508613
20130730,-1.284646827759032
20130731,1.440927925443535
20130801,-4.389133600135019
20140303,-130.65178613568696
20140304,2.549583263693947
20140305,1.3166078343197827
20140306,4.085321532743389
20140307,-1.2805170554519505
20140310,4.853262469777605
20140311,-0.39864427695560933
20140312,3.0467139500785017
20140313,1.5868231659119
20140314,-0.20501017549872935
20140318,2.643024621163917
20140319,-8.833937854433538
20140320,0.41269318400689603
20140321,4.587941598862213
20140322,-1.9528939593369192
20140324,0.04707134168751065
20140325,-5.133506560047341
20140326,-8.040078162502303
20140327,-3.437584416248936
20140328,3.847719425869312
20140331,-0.10627439344045753
20140401,2.14652373037718
20140402,4.824274192987016
20140403,0.3085828881458963
20140404,-4.632352700623148
20140407,-7.7958661428179195
20140409,-1.0506638831745443
20140410,-2.756151989636571
20140411,-2.412053507951207
20140630,-72.82142870830445
20140701,-3.0299772297743024
20140702,-3.3054574977020064
20140703,-3.5220633202986127
20140704,1.4950676022240708
20140707,5.478528682890893
20140708,0.001980777256806121
20140709,1.5681827509824249
20140710,1.7076080624908847
20140711,1.271872217870361
20140714,-6.862698582363201
20140715,-2.343621769955223
20140716,-1.3920282320109885
20140717,1.9785268524638124
20140718,1.053248630730291
20140721,-2.3786765333976
20140722,-4.601483843177989
20140723,-5.926706109960569
20140724,-4.894028034124922
20140725,-5.60215837567153
20140728,0.8836511084646994
20140730,-3.4276237588240566
20140731,-3.7992209996772868
20140801,-6.420664168933913
20140804,-3.132803187925507
20140805,-2.559286339782919
20140909,23.049747940091116
20140910,4.178408341435144
20140911,-1.8843162547566132
20140912,0.7434693229268222
20140915,3.4911408945579465
20140916,-0.5408810690165611
20140917,5.581497274263287
20140918,6.397898836005348
20140919,6.512601609199715
20140922,7.308535193941273
20140923,2.2107383817408075
20140924,2.6609289090812713
20140925,0.49069226167521673
20140926,4.944600438649932
20140929,-0.4947515961520539
20140930,-4.3339896247475584
20141001,4.9439649474156795
20141007,3.711780775290746
20141008,4.794342306946278
20141009,0.863630369859123
20141010,3.6765506424490777
20141013,5.922379513585277
20141014,4.829098518137225
20141016,1.7417275831602157
20141017,4.345513836232798
20141020,5.674279136506045
20141021,5.3128132564695125
20141022,-3.1621058754352633
20141023,-2.3536978021478596
20141027,-4.852073058628445
20141028,-3.8976995964441
20141029,-3.444872171891924
20141030,-3.755568914873874
20141031,-3.318115677270883
20141103,-3.590527940500829
20141105,-3.3869289995455265
20141107,3.9482703709513434
20141110,1.4927522728270728
20141111,-0.5603823817316429
20141112,2.89119715252276
20141113,-4.696622802071261
20141114,5.765799662751146
20141117,6.284286476912415
20141118,6.27273760482751
20141119,3.842220522165227
20141120,-4.616027328007807
20141121,-1.70975241443888
20141124,4.821529148913768
20141125,1.0856925090846397
20141126,6.465236788374437
20141127,-1.1931289996622954
20141128,-2.019942725376098
20141201,4.530270107022989
20141202,3.2822594007172
20141203,-1.802290343489502
20141204,-4.320882646251863
20141205,-4.027986089576836
20141208,-5.338020955379482
20141209,2.980639193129125
20141210,5.658237212520853
20141211,3.0412362218442484
20141212,-2.5719063358931384
20141215,3.654056443837196
20141216,-2.7614384392809606
20141217,-6.688340924901767
20141218,-0.4595589688852053
20141219,-1.1494979149249596
20141222,3.0239905651688885
20141223,2.300263380822844
20141224,-1.3925333545365919
20141226,-1.0528462257719675
20141229,-2.110650033927771
20141230,3.758513018053118
20141231,-0.4501651617351943
20150102,3.2336022105829105
20150105,-0.31856479340125
20150106,0.840190835957594
20150107,-0.33227000657442063
20150108,1.8559490215259162
20150109,-9.36254343363962
20150112,-8.76844166522456
20150113,-9.139089785402556
20150114,4.937309073570749
20150115,-4.147969961979447
20150116,-4.194721097682475
20150119,1.6581121068632845
20150120,2.7631327682504394
20150121,1.2674839032635479
20150122,1.774535601701713
20150123,-4.898803232465131
20150127,1.473619620180103
20150128,2.1591784882896654
20150129,0.6790705146632903
20150130,-0.43469459979476405
20150202,0.1159503861764335
20150203,1.3868980626994585
20150204,-4.129489659658532
20150205,-2.994650546510657
20150206,2.8404654632357897
20150209,-2.178827252626626
20150210,2.270672487096754
20150211,3.022669988860542
20150212,8.738280701788096
20150213,3.5515869602050842
20150216,-5.143383601768926
20150218,-0.36541243391730127
20150219,1.5160851200610455
20150220,3.549249668834876
20150223,3.2399269318275534
20150224,-3.1189053568203193
20150225,1.7689672028640955
20150226,-2.6647707752776233
20150227,1.3781606788020349
20150228,2.3964147407468777
20150302,2.8158022898476127
20150303,4.071304784250979
20150304,-0.8474886138255092
20150305,1.635915847758787
20150309,-1.9815627676045295
20150310,0.6339641669699372
20150311,1.1178123708128789
20150312,3.4802862310262173
20150313,4.058582313696937
20150316,2.7243119297872767
20150317,-10.473672269716381
20150318,-4.551807149410496
20150319,2.7451240099650036
20150320,4.353297979799505
20150323,0.4381838684781194
