Date,BANARBEADS
20130628,1.1469379070435282
20131014,5.779857612562393
20131206,-1.5154629577754344
20131209,1.4441357888506259
20131231,5.875860865523105
20140106,6.509497509435018
20140113,4.660605509362084
20140114,2.583069758734048
20140115,0.6325483686926009
20140116,-0.8027546789952599
20140117,0.3059259174194935
20140121,-4.505313236683602
20140123,0.7794046738645557
20140127,2.066007271976402
20140128,3.7362292757648308
20140131,-4.290135990623199
20140207,-4.6060595133801945
20140214,-4.785496487716679
20140220,-4.091152897869395
20140221,-3.1695628496162533
20140318,5.205528594249188
20140319,1.8707827174828913
20140320,3.5348990934093596
20140321,5.4926557642437706
20140326,-3.561612815875767
20140327,5.472798491587881
20140328,-4.169045327441274
20140331,-2.376022351268669
20140401,1.6515344144158157
20140402,-2.5101722969002545
20140403,0.07556074814324767
20140404,-1.869345202978225
20140407,1.373680906058045
20140409,-2.156350426289918
20140410,-3.343078428973816
20140411,-2.879746722940514
20140415,4.7160834500841124
20140416,0.7302737965222077
20140417,2.8525550555378234
20140422,0.7394648209940541
20140423,-2.094028279537209
20140425,-2.7161189443116664
20140512,0.7659032530877572
20140513,11.065197380504845
20140514,-1.6165392633100182
20140515,5.756288422420971
20140516,-4.472098996578056
20140519,15.443658226827537
20140520,-4.367855096689957
20140521,-6.0714612328861755
20140522,-1.5227003944308355
20140523,-1.3656501409454358
20140526,-5.2698809243737035
20140527,0.6286315621488572
20140528,-0.7960371021818329
20140529,-1.0993094733167996
20140530,0.8581765006166078
20140602,2.090139341287465
20140603,-1.3933756816241452
20140604,7.978187217541942
20140605,-1.1023479864514683
20140606,2.8355365659703278
20140609,7.213539419768504
20140610,-2.648411941377234
20140611,2.202112642648483
20140612,0.0257860853661169
20140613,-1.7207857257732713
20140616,-0.5647367891352099
20140617,-1.9305478991281158
20140618,1.3641886096616607
20140619,-2.247452370478819
20140620,1.1172004338054906
20140623,-2.0441676080054476
20140624,0.40649696841646765
20140625,-2.046131978448217
20140626,2.5309610526935717
20140627,10.054134912904333
20140630,3.5330046935310104
20140701,-2.582392011074432
20140702,-0.4588069277197889
20140703,-0.28456206449831944
20140704,3.5941327509242953
20140707,0.38989180105797033
20140708,-1.5173608940839867
20140709,4.342346249017901
20140711,-3.369562827011772
20140715,5.788886401825493
20140717,-5.5993788367143456
20140718,-5.095621371743233
20140721,6.891323571953831
20140723,-8.25435605497635
20140724,-6.01264705509872
20140725,-1.6851625032952233
20140728,-0.8185166275240578
20140730,0.7847750945688968
20140731,-7.153531855292104
20140801,3.926220227378974
20140804,-5.430153991611316
20140805,2.9300020893168854
20140806,10.915103747241071
20140807,-10.783188362571709
20140808,1.8749714593739433
20140812,3.552640433632281
20140813,-10.408931868898696
20140814,8.002206152914992
20140818,-4.664159050392093
20140819,0.5389572789020765
20140820,9.168165145443702
20140821,-1.4696341235327197
20140822,-5.618981344941235
20140825,-0.7677453018977638
20140826,-0.2946630608491648
20140827,7.457809146133714
20140901,4.205666563935735
20140902,-7.241872874517666
20140903,-0.7849451428798628
20140904,7.434659202763552
20140905,-3.9107527765357486
20140908,-0.14544585993114856
20140909,-18.81788052621376
20140910,-17.42960948019221
20140911,1.9112205186445443
20140912,2.930176871319813
20140915,3.7153849767135414
20140916,6.225485557700835
20140917,-2.629454620649508
20140918,-2.972337656520171
20140919,3.4000758346958424
20140922,3.0360130008215394
20140923,1.3626824655430378
20140924,-0.9159580918050813
20140925,-5.612114913738285
20140926,-0.10304579239387462
20140929,4.706060956580574
