Date,CTE
20130102,0.5847216949620089
20130103,-0.728732632180898
20130104,2.5206304979950733
20130107,1.3855544727665268
20130108,-0.4826435026969821
20130109,0.27968426550362097
20130110,1.2253657620493783
20130111,2.7351803005612
20130114,2.779280433731292
20130115,-4.157185906024006
20130116,1.739310585975454
20130117,3.6104031267091776
20130118,4.356681541617979
20130121,-6.045516954210957
20130122,4.865525922992559
20130124,3.7234594578212077
20130125,-3.3535175811726083
20130128,1.3567953759968985
20130129,3.0900655221010256
20130130,-8.881842115111336
20130131,1.0128903168204249
20130201,5.439573041754708
20130204,4.5652916884471875
20130205,2.274947381128728
20130206,4.702473252643512
20130207,-7.455068982634211
20130208,4.724547929382367
20130211,-4.901515385043071
20130212,7.253920976628737
20130213,-9.869297615117043
20130214,-1.4220449647379154
20130215,-6.6983170864044315
20130218,6.975535486051222
20130219,-0.07776223824940165
20130220,1.1627999782620317
20130221,9.079936353540056
20130222,-2.387012334613653
20130225,-3.101443383183393
20130226,1.7450782271805876
20130227,4.46850474234308
20130228,8.370128125259518
20130301,6.022209477983753
20130304,0.1657819732312078
20130305,0.6720449595468214
20130306,1.1337680888539396
20130307,-7.977083088174589
20130308,-3.27624503862973
20130311,-6.1764147449860936
20130312,-0.8560646585236339
20130313,-7.318069324589094
20130315,0.6937897699389937
20130318,3.1930339550539584
20130319,-3.187818973875767
20130320,2.2834661406689385
20130321,-1.3374234875468405
20130322,3.1015466160618295
20130325,-3.793142901714584
20130326,3.696606340701783
20130328,-2.529411003540236
20130401,3.499310927095268
20130402,4.0503568845935
20130403,0.9696919409397422
20130404,3.9511334422636457
20130405,5.074823097138653
20130408,0.12306073017358006
20130409,1.780175847357881
20130410,1.264205104881005
20130411,-3.7505331171189136
20130412,-3.0316615944178884
20130415,-2.4525224738161566
20130417,5.08758272297739
20130418,-3.3629416987453657
20130422,5.346039363652248
20130423,-1.6623069544513716
20130425,3.0733252300534777
20130426,-0.19291257365904088
20130429,5.373874507710165
