Date,ORIENTHOT
20130102,0.5504931402484974
20130103,-0.5452606876868294
20130104,-2.546400080379733
20130107,1.1918143036634261
20130108,0.4147145115042936
20130109,0.889160919807097
20130110,0.22156478546763558
20130111,-1.5055380237576104
20130114,0.7205019943295857
20130115,-0.7965107383741347
20130116,0.46949104695782207
20130117,-2.197117287581382
20130118,1.7791284454555627
20130121,-0.919817638768498
20130122,-0.20795763921514226
20130123,0.243910407027648
20130124,-0.34706937559785167
20130125,7.182376632391057
20130128,-0.14536361218539395
20130129,0.25988161968776946
20130130,0.20469797629699998
20130131,-1.1278361709158624
20130201,1.6673817315583026
20130204,-1.2771579467033032
20130205,-1.4818170154299113
20130206,2.2235263990737795
20130207,-0.5952650485713392
20130208,0.222468593043034
20130211,1.5377597963287908
20130212,-1.5331298335619785
20130213,0.9864162735215554
20130214,-0.9788753377145007
20130215,-0.1329160317436519
20130218,-0.15693205039539748
20130219,2.920095573674013
20130220,-2.260515968114303
20130221,1.5851721044259435
20130222,-2.2272997161841457
20130225,0.2930068485777395
20130226,0.8154607711121846
20130227,-2.23671520534746
20130228,0.5991189713216496
20130301,0.45453776416306746
20130304,0.445245782488193
20130305,1.8426774874966538
20130306,2.3698199774350677
20130307,-0.22235742721046514
20130308,0.6574680439117083
20130311,0.21612006435175687
20130312,-1.1119286187776034
20130313,1.3262137644052767
20130314,-2.686347306579424
20130315,1.4268179486579844
20130318,2.475919045723034
20130319,-1.4153609787435202
20130320,-1.406421383361385
20130321,3.907253640227458
20130322,-0.9368514062780253
20130325,-0.4102721078766878
20130326,-0.06472571876638894
20130328,-4.361174979687986
20130401,-0.7476004322712047
20130402,3.6071707174740286
20130403,1.5622414460116656
20130404,-0.01737254725285453
20130405,0.001746954263167417
20130408,-2.492157466261586
20130409,-0.6447295657524995
20130410,1.6137674771358637
20130411,-3.083608744510733
20130412,0.40875557362569226
20130415,-6.0140390994813036
20130416,0.6459308892688881
20130417,-4.280788523748387
20130418,1.839680846040686
20130422,2.7477136484856493
20130423,-1.0727463029763693
20130425,0.6522940567355479
20130426,1.5284419001866612
