Date,GINNIFILA
20130301,-0.18042021462751978
20130304,2.1603463762344663
20130305,-2.3846979903725516
20130306,3.8289678078949905
20130307,-0.4235729879927488
20130308,0.35666622741080345
20130311,-5.987414683083634
20130312,5.122762135670248
20130313,-0.5695884138359257
20130314,-0.5222354384764577
20130315,2.7953755656433357
20130318,-1.479412240566359
20130319,3.79629920203427
20130320,-8.132868522216638
20130321,4.706562280248342
20130322,1.4119750789082741
20130325,4.775599879821057
20130326,-1.3493768544697207
20130328,5.417031983547375
20130401,-5.777193050704304
20130402,-0.07006183043243297
20130403,-1.7524410027674042
20130404,5.343105631787708
20130405,-8.448354117272899
20130412,6.4776119821249845
20130417,-7.6499207409638394
20130418,3.900728471247465
20130422,5.082464906479208
20130423,2.590045451565713
20130425,-6.9706705740655295
20130426,7.21377551439998
20130502,-10.758975545485761
20130506,8.02233962132673
20130507,-8.773903873086654
20130508,9.908333285175674
20130509,2.1736291863910138
20130510,3.8213527169904844
20130513,-3.7666386820494995
20130514,-9.728784081088317
20130515,7.892930416371858
20130516,1.003612910532158
20130517,-9.679182849428008
20130520,5.530199368109745
20130521,-10.299918493334287
20130522,-0.4652172437810723
20130523,3.683304407035664
20130524,-0.0030567140099035488
20130527,7.706298372906261
20130528,-5.656318908771386
20130529,3.3568639468786583
20130530,-1.7939181548176395
20130604,0.898392892761503
20130605,-0.5243134878473755
20130606,3.250554962806751
20130607,-0.9086075215323319
20130611,-2.5109747472172437
20130613,5.60861758652666
20130614,-2.07079712358878
20130618,-1.204371628773447
20130619,0.4348902425007006
20130621,0.8306101595304383
20130624,1.2103783869951603
20130625,-3.809329618903022
20130626,-0.2710378253251835
20130627,0.1582544548209393
20130628,8.827996721877668
20130701,0.12708521845745252
20130705,-1.1143907880590551
20130708,-0.024368366502297345
20130709,10.857649323784953
20130710,0.15041322819066605
20130711,-6.450485282076798
20130712,-5.491133139212274
20130715,-0.4861474811504264
20130716,14.098070390130035
20130717,-14.085541349402513
20130718,1.207313032572693
20130719,-19.07365012540158
20130722,17.479006610499066
20130723,4.8739988293033365
20130724,-3.937455318763511
20130725,-0.7001587780855659
20130726,6.967754294599133
20130729,-16.776008129204488
20130730,7.201194222420577
20130731,-1.3218969934859226
20130801,-19.2311273041499
20130802,3.7786808483307692
20130805,0.06673397443151602
20130806,-2.677778616704917
20130807,-0.28030579639359227
20130808,12.230642978572298
20130812,-8.88594082241238
20130813,11.194675504610169
20130814,-19.615234296436203
20130816,-20.518176990645244
20130819,-2.758945094974005
20130820,6.703614812226493
20130823,-8.68114438538393
20130826,5.087799901232674
20130827,-1.2261552871333519
20130828,-9.256244953644424
20140303,-44.27093652919346
20140304,1.848360116185262
20140305,1.0451913072252819
20140306,0.8932991747668144
20140307,-5.254098616858634
20140310,-0.2593455442207828
20140311,3.5463883711654196
20140312,-0.5291883185877656
20140313,1.2509670268997275
20140314,1.7449838299464675
20140318,-4.0838493358995285
20140319,5.964098326622347
20140320,0.6542313378229998
20140321,1.4955294281677118
20140322,2.5687930033461424
20140324,-1.9101199443125976
20140325,1.5635358149611533
20140326,-1.0680099173331088
20140327,1.1583383970541328
20140328,0.8537708303412559
20140331,1.7613617115665117
20140401,0.6027497199388345
20140402,1.9757240425380305
20140403,1.0748512218121216
20140404,1.211110070396522
