Date,MARKSANS
20130614,1.9040140898557856
20130617,-4.139081493680623
20130618,2.829710886392637
20130619,1.2589059601800061
20130620,-6.298794841711881
20130621,1.6332962820415502
20130624,-7.109390052388418
20130625,-5.536709506742787
20130626,-5.104144898777784
20130627,-3.4136688397515282
20130628,-1.2379604260643893
20130701,-2.7308583336480314
20130702,-4.391455932750781
20130703,-6.387815680180858
20130704,-4.208299290901301
20130705,-4.574341661530378
20130708,-6.526858428635133
20130709,-3.3628328894196065
20130710,-3.7713677954017433
20130711,-3.4139388384479776
20130712,5.059332832796444
20130715,5.68235755383579
20130716,3.762820561569658
20130717,5.232970449237794
20130718,5.124878052778366
20130719,-4.687945108244278
20130722,-3.613685172339761
20130723,-4.070050240972425
20130724,-5.3122052951651755
20130725,3.617507716711431
20130726,3.593791989342206
20130729,-5.6522691926340025
20130730,2.8486962543187504
20130731,-0.37129977270656944
20130801,4.008143813470301
20130802,3.2822254711358276
20130805,5.061538552949442
20130806,0.7653421769629971
20130807,4.380230058604889
20130808,-2.0870831199401167
20130812,-2.478311430718362
20130813,-2.874487886577118
20130814,-3.6532680451518136
20130816,1.6953610460146344
20130819,1.4933507258646284
20130820,-2.634110421125466
20130821,3.4445657757610815
20130822,-3.2519559820113355
20130823,4.901119276261388
20130826,1.249035624610649
20130827,1.9188456493844908
20130828,1.9121114291965906
20130829,3.6330997925935122
20130830,5.099001427827222
20130902,-4.307079783683378
20130903,0.41677549283562687
20130904,-3.733296289740138
20130905,-2.846601987551831
20130906,-8.88205192369173
20130910,3.764091285367363
20130911,-8.802133510856523
20130912,5.935034879816296
20130913,-0.7181078298932344
20130916,2.090672199977808
20130917,-2.7467576130915576
20130918,2.6086517250488725
20130919,2.871804102575407
20130920,2.657578267639214
20130923,-4.447750930818821
20130924,-0.677791528750239
20130925,1.46965519708975
20130926,-0.8538285888490229
20130927,-2.9799081774377276
20130930,-10.389988548344608
20131001,-9.00272861904849
20131003,-3.279753926189901
20131004,5.382577158265758
20131007,5.23557693042445
20131008,-3.7365978395078523
20131009,-0.7510984655210806
20131010,3.2309789470592727
20131011,-2.813349304515817
20131014,2.478677455964416
20131015,1.390758972814567
20131017,3.3750560041994753
20131018,-3.9720789137257513
20131021,3.794923823544182
